name,method,slope,score,strain,inconclusive
PF11LT3,fds,139.33054363995856,0.4894253581233808,0.0333,FALSE
PF11MT1,fds,104.13814583268045,0.4332509750179802,0.030100000000000002,FALSE
PF11MT2,max,238.85038073208818,0.674634019519769,0.06670000000000001,TRUE
PF11MT3,fds,91.30545021912131,0.30928812808401035,0.048600000000000004,FALSE
PF11UT1,inflection,120.5802974196664,0.3824159594480087,0.1188,FALSE
PF11UT2,fds,76.84007166421512,0.38036443466059777,0.1275,FALSE
PF11UT3,fds,98.93278891213477,0.39445526267793746,0.1114,FALSE
PF11UT4,max,345.77736034656726,0.6016171744708134,0.1777,FALSE
PF11UT5,fds,95.65546261475777,0.28898364368006724,0.10200000000000001,FALSE
PF12CP1,max,206.30779268504193,0.404256146626066,0.1558,FALSE
PF12CP2,fds,99.07558832167324,0.17212546190275774,0.043500000000000004,FALSE
PF12CP3,max,353.452805057225,0.6176990944864662,0.0636,FALSE
PF12LT1,inflection,255.8187316284318,0.7143101724559869,0.0465,TRUE
PF12LT2,inflection,173.92232105529698,0.40214654681437756,0.0648,FALSE
PF12LT3,inflection,114.35658655106106,0.48372058318243216,0.08270000000000001,FALSE
PF12MT1,fds,104.57293290872448,0.36622729208405735,0.043300000000000005,FALSE
PF12MT2,fds,134.54489965946513,0.39964260586580147,0.0328,FALSE
PF12MT3,fds,124.17657345605139,0.4444822137440692,0.050100000000000006,FALSE
PF12UT1,fds,155.20420046188036,0.3479081360081986,0.058100000000000006,FALSE
PF12UT2,max,206.36799727268465,0.44170180421199273,0.1607,FALSE
PF12UT3,max,103.34414100841093,0.22176837999403295,0.0892,FALSE
PF12UT4,fds,152.56852331417218,0.17810500168967255,0.058800000000000005,FALSE
PF13CP1,inflection,65.00517437605089,0.23153526704076358,0.0397,FALSE
PF13CP2,max,72.28455997846882,0.2761612786037906,0.0941,FALSE
PF13CP3,inflection,29.132584609748974,0.3979455771488261,0.015700000000000002,FALSE
PF13LT1,inflection,52.52711837194242,0.16391898451081588,0.0227,FALSE
PF13LT2,max,66.82308693737082,0.719425502277125,0.1829,TRUE
PF13LT3,fds,19.610163993025218,1.1840173197079942,0.0373,TRUE
PF13MT1,fds,1.7103293099932797,2.8149919108886974,0.035300000000000005,TRUE
PF13MT2,inflection,72.61483331928679,0.5407484128924899,0.056900000000000006,FALSE
PF13MT3,fds,70.73062789764518,0.44866403265477905,0.0145,FALSE
PF13UT1,inflection,160.47312700676454,0.2433667424949295,0.0804,FALSE
PF13UT2,fds,66.11625915028341,0.1862779261146866,0.0558,FALSE
PF13UT3,inflection,128.70648814161623,0.3741121725706409,0.0568,FALSE
PF13UT4,max,276.1495530588983,0.5591977026339994,0.1105,FALSE
PF13UT5,inflection,69.57235774184048,0.2582001663261214,0.0806,FALSE
PF14CP1,fds,123.76262098632613,0.29584668346290816,0.034300000000000004,FALSE
PF14CP2,fds,168.5669415671914,0.35513995790188646,0.054200000000000005,FALSE
PF14CP3,fds,172.3505407905526,0.3108242689192267,0.051000000000000004,FALSE
PF15LT1,fds,301.94884265369126,0.33131808773173776,0.0335,FALSE
PF15LT2,fds,274.131919105537,0.3115466222738795,0.0658,FALSE
PF15LT3,fds,292.31111945732084,0.44231784426297366,0.0563,FALSE
PF15MT1,fds,235.25926520727782,0.3559871417569843,0.0663,FALSE
PF15MT2,fds,196.000486489631,0.35934356316319377,0.062200000000000005,FALSE
PF15MT3,max,186.09914257674336,0.2500968053595106,0.10980000000000001,FALSE
PF14UT2,inflection,165.4579591762774,0.4165766658819707,0.0771,FALSE
PF14UT3,fds,105.72266611730564,0.3350528754057818,0.0519,FALSE
PF14UT4,fds,126.38082540041916,0.388191122137066,0.058100000000000006,FALSE
PF15CP1,fds,28.115297785357527,0.5757939039561473,0.012400000000000001,FALSE
PF15CP3,fds,234.63315638957437,0.36372630084725055,0.0453,FALSE
PF15CP4,max,227.06343130983606,0.4357310430372909,0.0765,FALSE
PF15LT1,max,192.41319833585737,0.5098718401570526,0.061700000000000005,FALSE
PF15LT2,fds,187.69695859756564,0.5174843288708141,0.0475,FALSE
PF15LT3,inflection,123.13524905788032,0.40192560892266666,0.0466,FALSE
PF15MT1,inflection,44.560450802607434,0.2494736723700584,0.0693,FALSE
PF15MT2,fds,99.49759646567932,0.4085958565143224,0.0519,FALSE
PF15MT3,fds,76.64092473570491,0.15879382757486032,0.0732,FALSE
PF15UT1,fds,157.6794491487754,0.44355797843595063,0.07540000000000001,FALSE
PF15UT2,fds,209.05738439300254,0.4260580039324453,0.0772,FALSE
PF15UT3,inflection,178.36075482328872,0.44822195929317915,0.09970000000000001,FALSE
PF15UT4,inflection,82.69408831705113,0.1859305852393684,0.07490000000000001,FALSE
PF16CP1,fds,107.22998978431535,0.248298755689096,0.0375,FALSE
PF16CP2,fds,380.36171595420717,0.6582231743761827,0.065,TRUE
PF16CP3,fds,209.54071874575678,0.4587646390813199,0.1062,FALSE
PF16LT1,fds,127.08883552174235,0.40039110040223264,0.0302,FALSE
PF16LT2,max,204.0523942459591,0.6908811150297683,0.0666,TRUE
PF16LT3,inflection,216.6885017598806,0.38201423489479786,0.0367,FALSE
PF16MT1,fds,88.98293954314356,0.38646091816007866,0.052000000000000005,FALSE
PF16MT2,fds,38.43311559954663,0.2447248801657694,0.019,FALSE
PF16MT3,max,234.98917156744517,0.612529649899058,0.0712,FALSE
PF16UT1,max,129.8400866370617,0.3491259250136779,0.09910000000000001,FALSE
PF16UT2,max,281.93508674079237,0.5594241985734046,0.1092,FALSE
PF16UT3,fds,109.46961298422367,0.2941723075542521,0.046,FALSE
PF17CP1,max,109.08688539952954,0.22113160176988084,0.13140000000000002,FALSE
PF17CP2,fds,241.78158428779963,0.5084778215609701,0.0568,FALSE
PF17CP3,max,356.619660778166,0.905502676962275,0.0629,TRUE
PF17LT1,fds,95.33133484885175,0.4165281155455377,0.0434,FALSE
PF17LT2,fds,72.53860470925264,0.13619792297099564,0.0219,FALSE
PF17LT3,fds,129.77902712011732,0.4284538065065162,0.049300000000000004,FALSE
PF17MT1,fds,78.02041168822707,0.3001628651772316,0.039900000000000005,FALSE
PF17MT2,inflection,53.69693654513502,0.3408537257216628,0.059300000000000005,FALSE
PF17MT3,fds,86.52020189400497,0.5226804715258323,0.0504,FALSE
PF17UT1,inflection,53.497236576927655,0.2596470386068336,0.044500000000000005,FALSE
PF17UT2,fds,182.11251874322537,0.3102467309305119,0.0606,FALSE
PF17UT3,fds,97.29177192842789,0.37814695010199295,0.0519,FALSE
PF18CP1,inflection,143.95754001547024,0.5507441537478097,0.058800000000000005,FALSE
PF18CP2,fds,122.76175401401736,0.16901669674954525,0.1355,FALSE
PF18CP3,fds,125.23297111384923,0.3390057368932984,0.07590000000000001,FALSE
PF18LT1,inflection,208.80523014163842,0.7438852766231876,0.056,TRUE
PF18LT2,fds,129.18185201072748,0.41267871553763624,0.0546,FALSE
PF18LT3,max,219.92949642309128,0.7206776932685471,0.061900000000000004,TRUE
PF18MT1,inflection,282.535020815459,0.7098076544506735,0.08080000000000001,TRUE
PF18MT2,inflection,107.12743302937311,0.4364843680232308,0.055600000000000004,FALSE
PF18MT3,fds,401.5231747450671,0.6799991562480451,0.0364,TRUE
PF18UT1,fds,81.43086075199957,0.16363225025307407,0.0936,FALSE
PF18UT2,inflection,137.70137940213368,0.3874039767806884,0.0685,FALSE
PF18UT3,fds,167.67015516613046,0.3716697179979355,0.0813,FALSE
PF19CP1,inflection,82.48075917564198,0.4060595344336957,0.0379,FALSE
PF19CP2,fds,119.26040749113982,0.38021076569246887,0.044500000000000005,FALSE
PF19CP3,fds,144.3993964977671,0.34997872763597454,0.0325,FALSE
PF19LT1,fds,104.06939662950913,0.5093081522599605,0.031200000000000002,FALSE
PF19LT2,fds,127.90120493350848,0.35777053664503855,0.0388,FALSE
PF19LT3,inflection,100.7742670041659,0.45758718249778646,0.0546,FALSE
PF19MT1,max,111.10927203219153,0.42828831982693133,0.08600000000000001,FALSE
PF19MT2,fds,152.1336770050674,0.3471155087319186,0.0442,FALSE
PF19MT3,max,299.87258498444237,0.7165312049892609,0.06670000000000001,TRUE
PF19UT1,inflection,110.10070057394898,0.4226140011882375,0.053700000000000005,FALSE
PF19UT2,fds,119.15175719922557,0.5032308318326889,0.0608,FALSE
PF19UT3,fds,162.4845315508547,0.36561459416794945,0.06280000000000001,FALSE
PF20CP1,fds,172.5844417979097,0.3430840664055287,0.0862,FALSE
PF20CP2,fds,125.88959632329865,0.5635060152619484,0.034800000000000005,FALSE
PF20CP3,fds,78.61712742698703,0.18708081655751413,0.058800000000000005,FALSE
PF20CP4,max,418.74850527073784,0.6520908981677985,0.0839,TRUE
PF20LT1,inflection,69.11712058821432,0.31436541678300217,0.02,FALSE
PF20LT2,max,101.30884135172474,0.33275935975924215,0.061700000000000005,FALSE
PF20MT1,inflection,107.60329128790123,0.39066249715748946,0.043500000000000004,FALSE
PF20MT2,max,118.74706131089556,0.405475836952688,0.0625,FALSE
PF20MT3,fds,107.77650501272825,0.5294729365254967,0.0918,FALSE
PF20UT1,fds,107.90399026774766,0.17964049247907968,0.11040000000000001,FALSE
PF20UT2,max,501.1062381688193,0.6386593942650831,0.11230000000000001,FALSE
PF20UT3,fds,212.78027644028614,0.35806968095139274,0.035,FALSE
PF20UT4,max,207.1525572407652,0.4616260220961354,0.1119,FALSE
PF21CP1,max,334.6027952597418,0.8532331521113105,0.1143,TRUE
PF21CP2,inflection,71.72446996037658,0.12481573966734646,0.0247,FALSE
PF21CP3,fds,47.549614181339784,0.46505867670253415,0.050800000000000005,FALSE
PF21LT1,max,65.83154112415292,0.1614348732160212,0.1111,FALSE
PF21LT2,fds,96.86181443759013,0.32180213041529965,0.076,FALSE
PF21MT1,fds,135.82399917223813,0.632414842827296,0.0703,FALSE
PF21MT2,inflection,75.55817004764842,0.4282415274995871,0.0613,FALSE
PF21MT3,fds,80.69150239926127,0.46280025028874705,0.0548,FALSE
PF21UT1,max,198.20051631940908,0.44971112822646925,0.063,FALSE
PF21UT2,fds,118.89830971181206,0.3775377999428598,0.0748,FALSE
PF21UT3,max,133.8855923849373,0.11311323367667851,0.1584,FALSE
SV01CP1,inflection,185.96769895577972,0.4229310597691928,0.0475,FALSE
SV01CP2,inflection,222.4094591576208,0.49178880066013403,0.0444,FALSE
SV01CP3,inflection,222.91568232295268,0.5654335833018554,0.038900000000000004,FALSE
SV01CP4,inflection,179.70870656787213,0.4167232592644458,0.0403,FALSE
SV01LT1,inflection,162.10477520810895,0.5397261091223096,0.0524,FALSE
SV01LT2,inflection,157.58307632283152,0.46451616826756426,0.0596,FALSE
SV01LT3,fds,104.21271811356884,0.4298673065528125,0.0502,FALSE
SV01MT1,fds,121.31547557901163,0.49407273490719117,0.046900000000000004,FALSE
SV01UT1,fds,67.18094538000113,0.5230400840140615,0.0322,FALSE
SV01UT2,fds,66.76429682418986,0.6125308556265187,0.029900000000000003,FALSE
SV01UT3,fds,137.6151984110006,0.4989533510472465,0.0541,FALSE
