sep=	
pf20cp04

System Information:
IntelliMESUR Version: 2.2.1
Test Frame Model: F505
Test Frame Serial Number: 4418651
Test Frame Capacity: 500 lbF / 2.2 kN
Test Frame Firmware Version: 1.00.14
Force Sensor Model: FS05-100
Force Sensor Capacity: 500 N
Force Sensor Resolution: 0.2 N
Force Sensor Serial Number: 4425350
Calibration Date: Apr 29, 2024
Calibration Due Date: Apr 29, 2025

Reading	Load [N]	Distance [mm]	Time [s]	Stress [MPa]	Strain [%]	
40	0.2	0.00	0.156	0.00001	0.0
41	0.2	0.00	0.160	0.00001	0.0
42	0.2	0.00	0.164	0.00001	0.0
43	0.2	0.00	0.168	0.00001	0.0
44	0.0	0.00	0.172	0.00000	0.0
45	0.2	0.00	0.176	0.00001	0.0
46	0.2	0.00	0.180	0.00001	0.0
47	0.2	0.00	0.184	0.00001	0.0
48	0.4	0.00	0.188	0.00002	0.0
49	0.2	-0.01	0.192	0.00001	0.5
50	0.2	-0.02	0.196	0.00001	1.5
51	0.2	-0.03	0.200	0.00001	2.0
52	0.4	-0.03	0.204	0.00002	2.0
53	0.2	-0.04	0.208	0.00001	2.5
54	0.2	-0.05	0.212	0.00001	3.0
55	0.2	-0.06	0.216	0.00001	4.0
56	0.4	-0.06	0.220	0.00002	4.0
57	0.2	-0.07	0.224	0.00001	4.5
58	0.2	-0.08	0.228	0.00001	5.0
59	-0.2	-0.08	0.232	-0.00001	5.0
60	0.2	-0.09	0.236	0.00001	5.5
61	0.2	-0.10	0.240	0.00001	6.5
62	0.2	-0.10	0.244	0.00001	6.5
63	0.4	-0.11	0.248	0.00002	7.0
64	0.2	-0.12	0.252	0.00001	7.5
65	0.0	-0.13	0.256	0.00000	8.5
66	0.2	-0.13	0.260	0.00001	8.5
67	0.2	-0.14	0.264	0.00001	9.0
68	0.2	-0.15	0.268	0.00001	9.5
69	0.2	-0.15	0.272	0.00001	9.5
70	0.2	-0.16	0.276	0.00001	10.0
71	0.2	-0.17	0.280	0.00001	11.0
72	0.0	-0.18	0.284	0.00000	11.5
73	-0.2	-0.18	0.288	-0.00001	11.5
74	0.2	-0.19	0.292	0.00001	12.0
75	0.4	-0.20	0.296	0.00002	12.5
76	0.4	-0.20	0.300	0.00002	12.5
77	0.4	-0.21	0.304	0.00002	13.5
78	0.4	-0.22	0.308	0.00002	14.0
79	0.2	-0.22	0.312	0.00001	14.0
80	0.2	-0.23	0.316	0.00001	14.5
81	0.2	-0.24	0.320	0.00001	15.5
82	0.2	-0.25	0.324	0.00001	16.0
83	0.2	-0.25	0.328	0.00001	16.0
84	0.0	-0.26	0.332	0.00000	16.5
85	0.0	-0.27	0.336	0.00000	17.0
86	0.2	-0.27	0.340	0.00001	17.0
87	0.2	-0.28	0.344	0.00001	18.0
88	-0.2	-0.29	0.348	-0.00001	18.5
89	0.2	-0.29	0.352	0.00001	18.5
90	0.4	-0.30	0.356	0.00002	19.0
91	0.2	-0.31	0.360	0.00001	19.5
92	0.2	-0.31	0.364	0.00001	19.5
93	0.2	-0.32	0.368	0.00001	20.5
94	0.2	-0.33	0.372	0.00001	21.0
95	0.4	-0.34	0.376	0.00002	21.5
96	0.2	-0.34	0.380	0.00001	21.5
97	0.2	-0.35	0.384	0.00001	22.5
98	0.2	-0.36	0.388	0.00001	23.0
99	0.4	-0.36	0.392	0.00002	23.0
100	0.2	-0.37	0.396	0.00001	23.5
101	0.4	-0.38	0.400	0.00002	24.0
102	0.2	-0.38	0.404	0.00001	24.0
103	0.2	-0.39	0.408	0.00001	25.0
104	0.2	-0.40	0.412	0.00001	25.5
105	0.2	-0.41	0.416	0.00001	26.0
106	0.2	-0.41	0.420	0.00001	26.0
107	0.2	-0.42	0.424	0.00001	27.0
108	0.2	-0.43	0.428	0.00001	27.5
109	0.2	-0.43	0.432	0.00001	27.5
110	0.4	-0.44	0.436	0.00002	28.0
111	0.2	-0.45	0.440	0.00001	28.5
112	0.2	-0.45	0.444	0.00001	28.5
113	0.0	-0.46	0.448	0.00000	29.5
114	0.0	-0.47	0.452	0.00000	30.0
115	0.2	-0.48	0.456	0.00001	30.5
116	0.2	-0.48	0.460	0.00001	30.5
117	0.0	-0.49	0.464	0.00000	31.0
118	0.0	-0.50	0.468	0.00000	32.0
119	0.0	-0.50	0.472	0.00000	32.0
120	0.2	-0.51	0.476	0.00001	32.5
121	0.2	-0.52	0.480	0.00001	33.0
122	0.0	-0.52	0.484	0.00000	33.0
123	0.4	-0.53	0.488	0.00002	34.0
124	0.2	-0.54	0.492	0.00001	34.5
125	0.2	-0.55	0.496	0.00001	35.0
126	0.0	-0.55	0.500	0.00000	35.0
127	0.0	-0.56	0.504	0.00000	35.5
128	0.4	-0.57	0.508	0.00002	36.5
129	0.2	-0.57	0.512	0.00001	36.5
130	0.2	-0.58	0.516	0.00001	37.0
131	0.2	-0.59	0.520	0.00001	37.5
132	0.2	-0.59	0.524	0.00001	37.5
133	0.6	-0.60	0.528	0.00004	38.0
134	0.2	-0.61	0.532	0.00001	39.0
135	0.0	-0.62	0.536	0.00000	39.5
136	0.4	-0.62	0.540	0.00002	39.5
137	0.0	-0.63	0.544	0.00000	40.0
138	0.2	-0.64	0.548	0.00001	41.0
139	0.2	-0.64	0.552	0.00001	41.0
140	-0.2	-0.65	0.556	-0.00001	41.5
141	0.4	-0.66	0.560	0.00002	42.0
142	0.4	-0.66	0.564	0.00002	42.0
143	0.4	-0.67	0.568	0.00002	42.5
144	0.2	-0.68	0.572	0.00001	43.5
145	0.4	-0.68	0.576	0.00002	43.5
146	0.0	-0.69	0.580	0.00000	44.0
147	0.0	-0.70	0.584	0.00000	44.5
148	0.2	-0.71	0.588	0.00001	45.0
149	0.2	-0.71	0.592	0.00001	45.0
150	0.2	-0.72	0.596	0.00001	46.0
151	0.2	-0.73	0.600	0.00001	46.5
152	-0.2	-0.73	0.604	-0.00001	46.5
153	0.2	-0.74	0.608	0.00001	47.0
154	0.4	-0.75	0.612	0.00002	48.0
155	0.2	-0.75	0.616	0.00001	48.0
156	0.0	-0.76	0.620	0.00000	48.5
157	0.2	-0.77	0.624	0.00001	49.0
158	0.0	-0.78	0.628	0.00000	49.5
159	0.2	-0.78	0.632	0.00001	49.5
160	0.2	-0.79	0.636	0.00001	50.5
161	0.2	-0.80	0.640	0.00001	51.0
162	0.0	-0.80	0.644	0.00000	51.0
163	0.2	-0.81	0.648	0.00001	51.5
164	0.2	-0.82	0.652	0.00001	52.0
165	0.4	-0.82	0.656	0.00002	52.0
166	0.2	-0.83	0.660	0.00001	53.0
167	0.2	-0.84	0.664	0.00001	53.5
168	0.2	-0.85	0.668	0.00001	54.0
169	0.2	-0.85	0.672	0.00001	54.0
170	0.2	-0.86	0.676	0.00001	55.0
171	0.2	-0.87	0.680	0.00001	55.5
172	0.0	-0.87	0.684	0.00000	55.5
173	0.2	-0.88	0.688	0.00001	56.0
174	0.2	-0.89	0.692	0.00001	56.5
175	0.2	-0.89	0.696	0.00001	56.5
176	0.2	-0.90	0.700	0.00001	57.5
177	0.2	-0.91	0.704	0.00001	58.0
178	0.2	-0.91	0.708	0.00001	58.0
179	0.0	-0.92	0.712	0.00000	58.5
180	0.2	-0.93	0.716	0.00001	59.0
181	0.0	-0.94	0.720	0.00000	60.0
182	0.2	-0.94	0.724	0.00001	60.0
183	0.2	-0.95	0.728	0.00001	60.5
184	0.2	-0.96	0.732	0.00001	61.0
185	0.2	-0.96	0.736	0.00001	61.0
186	0.0	-0.98	0.740	0.00000	62.5
187	0.2	-0.99	0.744	0.00001	63.0
188	0.2	-0.99	0.748	0.00001	63.0
189	0.2	-1.00	0.752	0.00001	63.5
190	0.0	-1.01	0.756	0.00000	64.5
191	-0.2	-1.02	0.760	-0.00001	65.0
192	0.2	-1.02	0.764	0.00001	65.0
193	0.2	-1.03	0.768	0.00001	65.5
194	0.2	-1.04	0.772	0.00001	66.0
195	0.2	-1.04	0.776	0.00001	66.0
196	0.2	-1.05	0.780	0.00001	67.0
197	0.4	-1.06	0.784	0.00002	67.5
198	0.2	-1.06	0.788	0.00001	67.5
199	0.2	-1.07	0.792	0.00001	68.0
200	0.2	-1.08	0.796	0.00001	69.0
201	0.4	-1.09	0.800	0.00002	69.5
202	0.2	-1.09	0.804	0.00001	69.5
203	0.4	-1.10	0.808	0.00002	70.0
204	0.2	-1.11	0.812	0.00001	70.5
205	0.0	-1.11	0.816	0.00000	70.5
206	0.2	-1.12	0.820	0.00001	71.5
207	0.2	-1.13	0.824	0.00001	72.0
208	0.2	-1.13	0.828	0.00001	72.0
209	0.4	-1.14	0.832	0.00002	72.5
210	0.2	-1.15	0.836	0.00001	73.0
211	0.2	-1.16	0.840	0.00001	74.0
212	0.2	-1.16	0.844	0.00001	74.0
213	0.2	-1.17	0.848	0.00001	74.5
214	0.2	-1.18	0.852	0.00001	75.0
215	0.0	-1.18	0.856	0.00000	75.0
216	0.2	-1.19	0.860	0.00001	76.0
217	0.2	-1.20	0.864	0.00001	76.5
218	0.2	-1.20	0.868	0.00001	76.5
219	0.2	-1.21	0.872	0.00001	77.0
220	0.2	-1.22	0.876	0.00001	77.5
221	0.2	-1.22	0.880	0.00001	77.5
222	0.4	-1.23	0.884	0.00002	78.5
223	0.4	-1.24	0.888	0.00002	79.0
224	0.2	-1.25	0.892	0.00001	79.5
225	-0.2	-1.25	0.896	-0.00001	79.5
226	0.0	-1.26	0.900	0.00000	80.5
227	0.4	-1.27	0.904	0.00002	81.0
228	0.0	-1.27	0.908	0.00000	81.0
229	0.2	-1.28	0.912	0.00001	81.5
230	0.0	-1.29	0.916	0.00000	82.0
231	0.2	-1.29	0.920	0.00001	82.0
232	0.4	-1.30	0.924	0.00002	83.0
233	0.2	-1.31	0.928	0.00001	83.5
234	0.2	-1.32	0.932	0.00001	84.0
235	0.2	-1.32	0.936	0.00001	84.0
236	0.2	-1.33	0.940	0.00001	84.5
237	0.2	-1.34	0.944	0.00001	85.5
238	0.0	-1.34	0.948	0.00000	85.5
239	0.2	-1.35	0.952	0.00001	86.0
240	0.2	-1.36	0.956	0.00001	86.5
241	0.2	-1.36	0.960	0.00001	86.5
242	0.4	-1.37	0.964	0.00002	87.5
243	0.2	-1.38	0.968	0.00001	88.0
244	0.2	-1.39	0.972	0.00001	88.5
245	0.2	-1.39	0.976	0.00001	88.5
246	0.2	-1.40	0.980	0.00001	89.0
247	0.2	-1.41	0.984	0.00001	90.0
248	-0.2	-1.41	0.988	-0.00001	90.0
249	0.2	-1.42	0.992	0.00001	90.5
250	0.0	-1.43	0.996	0.00000	91.0
251	0.2	-1.43	1.000	0.00001	91.0
252	0.2	-1.44	1.004	0.00001	91.5
253	0.4	-1.45	1.008	0.00002	92.5
254	0.2	-1.45	1.012	0.00001	92.5
255	0.2	-1.46	1.016	0.00001	93.0
256	0.2	-1.47	1.020	0.00001	93.5
257	0.2	-1.48	1.024	0.00001	94.5
258	0.2	-1.48	1.028	0.00001	94.5
259	0.2	-1.49	1.032	0.00001	95.0
260	0.2	-1.50	1.036	0.00001	95.5
261	0.2	-1.50	1.040	0.00001	95.5
262	0.4	-1.51	1.044	0.00002	96.0
263	0.4	-1.52	1.048	0.00002	97.0
264	0.4	-1.52	1.052	0.00002	97.0
265	0.2	-1.53	1.056	0.00001	97.5
266	0.0	-1.54	1.060	0.00000	98.0
267	0.4	-1.55	1.064	0.00002	98.5
268	0.2	-1.55	1.068	0.00001	98.5
269	0.2	-1.56	1.072	0.00001	99.5
270	0.0	-1.57	1.076	0.00000	100.0
271	0.2	-1.57	1.080	0.00001	100.0
272	0.2	-1.58	1.084	0.00001	100.5
273	0.4	-1.59	1.088	0.00002	101.5
274	0.0	-1.59	1.092	0.00000	101.5
275	0.2	-1.60	1.096	0.00001	102.0
276	0.0	-1.61	1.100	0.00000	102.5
277	0.2	-1.62	1.104	0.00001	103.0
278	0.4	-1.62	1.108	0.00002	103.0
279	0.4	-1.63	1.112	0.00002	104.0
280	0.2	-1.63	1.116	0.00001	104.0
281	0.2	-1.64	1.120	0.00001	104.5
282	0.2	-1.65	1.124	0.00001	105.0
283	0.2	-1.66	1.128	0.00001	105.5
284	0.2	-1.66	1.132	0.00001	105.5
285	0.2	-1.67	1.136	0.00001	106.5
286	-0.2	-1.68	1.140	-0.00001	107.0
287	0.2	-1.68	1.144	0.00001	107.0
288	0.0	-1.69	1.148	0.00000	107.5
289	0.0	-1.70	1.152	0.00000	108.5
290	0.0	-1.70	1.156	0.00000	108.5
291	0.2	-1.71	1.160	0.00001	109.0
292	0.2	-1.72	1.164	0.00001	109.5
293	0.2	-1.73	1.168	0.00001	110.0
294	0.2	-1.73	1.172	0.00001	110.0
295	-0.2	-1.74	1.176	-0.00001	111.0
296	0.2	-1.75	1.180	0.00001	111.5
297	0.2	-1.75	1.184	0.00001	111.5
298	0.0	-1.76	1.188	0.00000	112.0
299	0.2	-1.77	1.192	0.00001	112.5
300	0.2	-1.77	1.196	0.00001	112.5
301	0.2	-1.78	1.200	0.00001	113.5
302	0.0	-1.79	1.204	0.00000	114.0
303	0.2	-1.80	1.208	0.00001	114.5
304	0.2	-1.80	1.212	0.00001	114.5
305	0.2	-1.81	1.216	0.00001	115.5
306	0.2	-1.82	1.220	0.00001	116.0
307	0.2	-1.82	1.224	0.00001	116.0
308	-0.2	-1.83	1.228	-0.00001	116.5
309	0.0	-1.84	1.232	0.00000	117.0
310	0.0	-1.84	1.236	0.00000	117.0
311	0.4	-1.85	1.240	0.00002	118.0
312	0.2	-1.86	1.244	0.00001	118.5
313	0.2	-1.87	1.248	0.00001	119.0
314	0.2	-1.87	1.252	0.00001	119.0
315	0.4	-1.88	1.256	0.00002	119.5
316	0.2	-1.89	1.260	0.00001	120.5
317	0.2	-1.89	1.264	0.00001	120.5
318	0.2	-1.90	1.268	0.00001	121.0
319	0.2	-1.91	1.272	0.00001	121.5
320	0.2	-1.91	1.276	0.00001	121.5
321	-0.2	-1.92	1.280	-0.00001	122.5
322	0.2	-1.93	1.284	0.00001	123.0
323	0.2	-1.93	1.288	0.00001	123.0
324	0.0	-1.94	1.292	0.00000	123.5
325	0.2	-1.95	1.296	0.00001	124.0
326	0.2	-1.96	1.300	0.00001	125.0
327	0.2	-1.96	1.304	0.00001	125.0
328	0.2	-1.97	1.308	0.00001	125.5
329	0.2	-1.98	1.312	0.00001	126.0
330	0.2	-1.97	1.316	0.00001	125.5
331	0.2	-1.98	1.320	0.00001	126.0
332	-0.2	-1.99	1.324	-0.00001	127.0
333	0.2	-1.99	1.328	0.00001	127.0
334	0.2	-2.00	1.332	0.00001	127.5
335	0.2	-2.01	1.336	0.00001	128.0
336	0.2	-2.02	1.340	0.00001	128.5
337	0.2	-2.02	1.344	0.00001	128.5
338	0.2	-2.03	1.348	0.00001	129.5
339	0.6	-2.04	1.352	0.00004	130.0
340	0.2	-2.04	1.356	0.00001	130.0
341	0.2	-2.05	1.360	0.00001	130.5
342	0.2	-2.06	1.364	0.00001	131.0
343	0.2	-2.06	1.368	0.00001	131.0
344	0.0	-2.07	1.372	0.00000	132.0
345	-0.2	-2.08	1.376	-0.00001	132.5
346	0.2	-2.09	1.380	0.00001	133.0
347	0.2	-2.09	1.384	0.00001	133.0
348	0.4	-2.10	1.388	0.00002	134.0
349	0.2	-2.11	1.392	0.00001	134.5
350	0.2	-2.11	1.396	0.00001	134.5
351	0.0	-2.12	1.400	0.00000	135.0
352	0.2	-2.13	1.404	0.00001	135.5
353	0.2	-2.13	1.408	0.00001	135.5
354	0.2	-2.14	1.412	0.00001	136.5
355	0.2	-2.15	1.416	0.00001	137.0
356	0.2	-2.15	1.420	0.00001	137.0
357	0.2	-2.16	1.424	0.00001	137.5
358	0.4	-2.17	1.428	0.00002	138.0
359	0.4	-2.17	1.432	0.00002	138.0
360	0.4	-2.18	1.436	0.00002	139.0
361	0.2	-2.19	1.440	0.00001	139.5
362	0.4	-2.20	1.444	0.00002	140.0
363	0.2	-2.20	1.448	0.00001	140.0
364	0.2	-2.21	1.452	0.00001	141.0
365	0.2	-2.22	1.456	0.00001	141.5
366	0.2	-2.22	1.460	0.00001	141.5
367	0.2	-2.23	1.464	0.00001	142.0
368	0.2	-2.24	1.468	0.00001	142.5
369	0.2	-2.25	1.472	0.00001	143.5
370	0.0	-2.25	1.476	0.00000	143.5
371	0.2	-2.26	1.480	0.00001	144.0
372	0.2	-2.27	1.484	0.00001	144.5
373	0.2	-2.27	1.488	0.00001	144.5
374	0.4	-2.28	1.492	0.00002	145.0
375	0.2	-2.29	1.496	0.00001	146.0
376	0.2	-2.29	1.500	0.00001	146.0
377	0.0	-2.30	1.504	0.00000	146.5
378	0.2	-2.31	1.508	0.00001	147.0
379	0.4	-2.31	1.512	0.00002	147.0
380	0.4	-2.32	1.516	0.00002	148.0
381	0.2	-2.33	1.520	0.00001	148.5
382	0.2	-2.33	1.524	0.00001	148.5
383	0.2	-2.34	1.528	0.00001	149.0
384	0.2	-2.35	1.532	0.00001	149.5
385	0.2	-2.36	1.536	0.00001	150.5
386	0.2	-2.36	1.540	0.00001	150.5
387	0.2	-2.37	1.544	0.00001	151.0
388	0.2	-2.38	1.548	0.00001	151.5
389	0.0	-2.38	1.552	0.00000	151.5
390	0.2	-2.39	1.556	0.00001	152.0
391	0.2	-2.40	1.560	0.00001	153.0
392	0.2	-2.40	1.564	0.00001	153.0
393	0.2	-2.41	1.568	0.00001	153.5
394	0.0	-2.42	1.572	0.00000	154.0
395	0.0	-2.43	1.576	0.00000	155.0
396	-0.4	-2.43	1.580	-0.00002	155.0
397	0.2	-2.44	1.584	0.00001	155.5
398	0.2	-2.45	1.588	0.00001	156.0
399	0.0	-2.45	1.592	0.00000	156.0
400	0.2	-2.46	1.596	0.00001	156.5
401	0.2	-2.47	1.600	0.00001	157.5
402	0.2	-2.47	1.604	0.00001	157.5
403	0.2	-2.48	1.608	0.00001	158.0
404	0.2	-2.49	1.612	0.00001	158.5
405	0.2	-2.50	1.616	0.00001	159.0
406	-0.2	-2.50	1.620	-0.00001	159.0
407	0.2	-2.51	1.624	0.00001	160.0
408	0.2	-2.52	1.628	0.00001	160.5
409	0.2	-2.52	1.632	0.00001	160.5
410	0.0	-2.53	1.636	0.00000	161.0
411	0.2	-2.54	1.640	0.00001	162.0
412	0.2	-2.54	1.644	0.00001	162.0
413	0.4	-2.55	1.648	0.00002	162.5
414	0.4	-2.56	1.652	0.00002	163.0
415	0.2	-2.57	1.656	0.00001	163.5
416	0.0	-2.57	1.660	0.00000	163.5
417	0.4	-2.58	1.664	0.00002	164.5
418	0.4	-2.59	1.668	0.00002	165.0
419	0.2	-2.59	1.672	0.00001	165.0
420	0.2	-2.60	1.676	0.00001	165.5
421	0.2	-2.61	1.680	0.00001	166.0
422	0.2	-2.61	1.684	0.00001	166.0
423	0.2	-2.62	1.688	0.00001	167.0
424	0.0	-2.63	1.692	0.00000	167.5
425	-0.2	-2.63	1.696	-0.00001	167.5
426	0.0	-2.64	1.700	0.00000	168.0
427	0.0	-2.65	1.704	0.00000	169.0
428	0.2	-2.66	1.708	0.00001	169.5
429	0.2	-2.66	1.712	0.00001	169.5
430	0.0	-2.67	1.716	0.00000	170.0
431	0.2	-2.68	1.720	0.00001	170.5
432	0.2	-2.68	1.724	0.00001	170.5
433	0.0	-2.69	1.728	0.00000	171.5
434	0.2	-2.70	1.732	0.00001	172.0
435	0.2	-2.70	1.736	0.00001	172.0
436	0.2	-2.71	1.740	0.00001	172.5
437	0.2	-2.72	1.744	0.00001	173.0
438	0.4	-2.73	1.748	0.00002	174.0
439	0.0	-2.73	1.752	0.00000	174.0
440	0.2	-2.74	1.756	0.00001	174.5
441	0.2	-2.75	1.760	0.00001	175.0
442	0.2	-2.75	1.764	0.00001	175.0
443	0.0	-2.76	1.768	0.00000	176.0
444	0.2	-2.77	1.772	0.00001	176.5
445	0.2	-2.78	1.776	0.00001	177.0
446	0.2	-2.78	1.780	0.00001	177.0
447	0.2	-2.79	1.784	0.00001	177.5
448	0.0	-2.80	1.788	0.00000	178.5
449	0.2	-2.80	1.792	0.00001	178.5
450	0.2	-2.81	1.796	0.00001	179.0
451	0.2	-2.82	1.800	0.00001	179.5
452	0.2	-2.82	1.804	0.00001	179.5
453	0.0	-2.83	1.808	0.00000	180.5
454	0.4	-2.84	1.812	0.00002	181.0
455	0.2	-2.85	1.816	0.00001	181.5
456	0.2	-2.85	1.820	0.00001	181.5
457	0.2	-2.86	1.824	0.00001	182.0
458	0.0	-2.87	1.828	0.00000	183.0
459	-0.2	-2.87	1.832	-0.00001	183.0
460	0.2	-2.88	1.836	0.00001	183.5
461	0.2	-2.89	1.840	0.00001	184.0
462	0.0	-2.89	1.844	0.00000	184.0
463	0.0	-2.90	1.848	0.00000	184.5
464	0.0	-2.91	1.852	0.00000	185.5
465	0.0	-2.92	1.856	0.00000	186.0
466	0.4	-2.92	1.860	0.00002	186.0
467	0.2	-2.93	1.864	0.00001	186.5
468	0.2	-2.94	1.868	0.00001	187.5
469	0.2	-2.94	1.872	0.00001	187.5
470	0.2	-2.95	1.876	0.00001	188.0
471	0.2	-2.96	1.880	0.00001	188.5
472	0.2	-2.96	1.884	0.00001	188.5
473	0.2	-2.97	1.888	0.00001	189.0
474	0.2	-2.99	1.892	0.00001	190.5
475	0.2	-2.99	1.896	0.00001	190.5
476	0.2	-3.00	1.900	0.00001	191.0
477	0.2	-3.01	1.904	0.00001	191.5
478	0.4	-3.02	1.908	0.00002	192.5
479	0.2	-3.02	1.912	0.00001	192.5
480	0.2	-3.03	1.916	0.00001	193.0
481	0.2	-3.04	1.920	0.00001	193.5
482	0.2	-3.04	1.924	0.00001	193.5
483	0.2	-3.05	1.928	0.00001	194.5
484	0.2	-3.06	1.932	0.00001	195.0
485	0.0	-3.06	1.936	0.00000	195.0
486	0.2	-3.07	1.940	0.00001	195.5
487	0.2	-3.08	1.944	0.00001	196.0
488	0.2	-3.09	1.948	0.00001	197.0
489	0.2	-3.09	1.952	0.00001	197.0
490	0.2	-3.10	1.956	0.00001	197.5
491	0.2	-3.11	1.960	0.00001	198.0
492	0.2	-3.11	1.964	0.00001	198.0
493	0.2	-3.12	1.968	0.00001	198.5
494	0.4	-3.13	1.972	0.00002	199.5
495	0.2	-3.13	1.976	0.00001	199.5
496	0.2	-3.14	1.980	0.00001	200.0
497	0.2	-3.15	1.984	0.00001	200.5
498	0.4	-3.16	1.988	0.00002	201.5
499	0.6	-3.16	1.992	0.00004	201.5
500	0.2	-3.17	1.996	0.00001	202.0
501	0.0	-3.18	2.000	0.00000	202.5
502	-0.2	-3.18	2.004	-0.00001	202.5
503	0.4	-3.19	2.008	0.00002	203.0
504	0.2	-3.20	2.012	0.00001	204.0
505	0.2	-3.21	2.016	0.00001	204.5
506	0.2	-3.21	2.020	0.00001	204.5
507	0.0	-3.22	2.024	0.00000	205.0
508	0.2	-3.23	2.028	0.00001	205.5
509	0.2	-3.23	2.032	0.00001	205.5
510	0.2	-3.24	2.036	0.00001	206.5
511	0.2	-3.25	2.040	0.00001	207.0
512	0.0	-3.25	2.044	0.00000	207.0
513	0.2	-3.26	2.048	0.00001	207.5
514	0.0	-3.27	2.052	0.00000	208.5
515	0.4	-3.28	2.056	0.00002	209.0
516	0.2	-3.28	2.060	0.00001	209.0
517	0.2	-3.29	2.064	0.00001	209.5
518	0.2	-3.30	2.068	0.00001	210.0
519	0.2	-3.30	2.072	0.00001	210.0
520	0.2	-3.31	2.076	0.00001	211.0
521	0.2	-3.32	2.080	0.00001	211.5
522	0.2	-3.32	2.084	0.00001	211.5
523	0.2	-3.33	2.088	0.00001	212.0
524	-0.2	-3.34	2.092	-0.00001	212.5
525	0.0	-3.35	2.096	0.00000	213.5
526	0.0	-3.35	2.100	0.00000	213.5
527	0.2	-3.36	2.104	0.00001	214.0
528	0.2	-3.37	2.108	0.00001	214.5
529	0.2	-3.37	2.112	0.00001	214.5
530	0.2	-3.38	2.116	0.00001	215.5
531	0.0	-3.39	2.120	0.00000	216.0
532	0.0	-3.39	2.124	0.00000	216.0
533	0.0	-3.40	2.128	0.00000	216.5
534	0.2	-3.41	2.132	0.00001	217.0
535	0.2	-3.42	2.136	0.00001	218.0
536	0.4	-3.42	2.140	0.00002	218.0
537	0.4	-3.43	2.144	0.00002	218.5
538	0.2	-3.44	2.148	0.00001	219.0
539	0.2	-3.44	2.152	0.00001	219.0
540	0.2	-3.45	2.156	0.00001	219.5
541	0.2	-3.46	2.160	0.00001	220.5
542	0.2	-3.47	2.164	0.00001	221.0
543	0.2	-3.47	2.168	0.00001	221.0
544	0.2	-3.48	2.172	0.00001	221.5
545	0.2	-3.49	2.176	0.00001	222.5
546	0.2	-3.49	2.180	0.00001	222.5
547	0.2	-3.50	2.184	0.00001	223.0
548	0.4	-3.51	2.188	0.00002	223.5
549	0.2	-3.51	2.192	0.00001	223.5
550	0.4	-3.52	2.196	0.00002	224.0
551	0.2	-3.53	2.200	0.00001	225.0
552	0.2	-3.54	2.204	0.00001	225.5
553	0.2	-3.54	2.208	0.00001	225.5
554	0.2	-3.55	2.212	0.00001	226.0
555	0.2	-3.56	2.216	0.00001	227.0
556	0.2	-3.56	2.220	0.00001	227.0
557	0.2	-3.57	2.224	0.00001	227.5
558	0.2	-3.58	2.228	0.00001	228.0
559	0.2	-3.58	2.232	0.00001	228.0
560	0.2	-3.59	2.236	0.00001	228.5
561	0.2	-3.60	2.240	0.00001	229.5
562	-0.2	-3.61	2.244	-0.00001	230.0
