Axial Compression Test-Jun-21-2024-09-38-58-AM.log,,,,,
,,,,,
System Information:,,,,,
IntelliMESUR Version: 2.2.1,,,,,
Test Frame Model: F505,,,,,
Test Frame Serial Number: 4418651,,,,,
Test Frame Capacity: 500 lbF / 2.2 kN,,,,,
Test Frame Firmware Version: 1.00.14,,,,,
Force Sensor Model: FS05-100,,,,,
Force Sensor Capacity: 500 N,,,,,
Force Sensor Resolution: 0.2 N,,,,,
Force Sensor Serial Number: 4425350,,,,,
"Calibration Date: Apr 29, 2024",,,,,
"Calibration Due Date: Apr 29, 2025",,,,,
,,,,,
Reading,Load [N],Distance [mm],Time [s],Stress [MPa],Strain [%]
614,0,-3.97,2.452,0,251.5
615,-0.2,-3.98,2.456,-0.1,252
616,0,-3.98,2.46,0,252
617,0,-3.99,2.464,0,252.5
618,0,-4,2.468,0,253
619,0,-4,2.472,0,253
620,0,-4.01,2.476,0,254
621,-0.2,-4.02,2.48,-0.1,254.5
622,0,-4.02,2.484,0,254.5
623,0.2,-4.03,2.488,0.1,255
624,0,-4.04,2.492,0,255.5
625,0,-4.04,2.496,0,255.5
626,-0.2,-4.05,2.5,-0.1,256.5
627,-0.2,-4.06,2.504,-0.1,257
628,0,-4.07,2.508,0,257.5
629,0.2,-4.07,2.512,0.1,257.5
630,0,-4.08,2.516,0,258
631,0,-4.09,2.52,0,259
632,0,-4.1,2.524,0,259.5
633,-0.4,-4.1,2.528,-0.2,259.5
634,0,-4.11,2.532,0,260
635,0.4,-4.12,2.536,0.2,261
636,0.4,-4.12,2.54,0.2,261
637,0,-4.13,2.544,0,261.5
638,-0.2,-4.14,2.548,-0.1,262
639,-0.2,-4.14,2.552,-0.1,262
640,0,-4.15,2.556,0,262.5
641,0,-4.16,2.56,0,263.5
642,0,-4.17,2.564,0,264
643,0,-4.17,2.568,0,264
644,0,-4.18,2.572,0,264.5
645,0.2,-4.19,2.576,0.1,265
646,0,-4.19,2.58,0,265
647,0.2,-4.2,2.584,0.1,266
648,0,-4.21,2.588,0,266.5
649,0,-4.22,2.592,0,267
650,0.2,-4.22,2.596,0.1,267
651,0,-4.23,2.6,0,267.5
652,0,-4.24,2.604,0,268.5
653,-0.2,-4.24,2.608,-0.1,268.5
654,-0.2,-4.25,2.612,-0.1,269
655,0,-4.26,2.616,0,269.5
656,0.2,-4.26,2.62,0.1,269.5
657,0,-4.27,2.624,0,270.5
658,-0.2,-4.28,2.628,-0.1,271
659,-0.2,-4.29,2.632,-0.1,271.5
660,-0.2,-4.29,2.636,-0.1,271.5
661,-0.2,-4.3,2.64,-0.1,272
662,0.4,-4.31,2.644,0.2,273
663,0,-4.31,2.648,0,273
664,0.2,-4.32,2.652,0.1,273.5
665,0,-4.33,2.656,0,274
666,0,-4.33,2.66,0,274
667,0,-4.34,2.664,0,274.5
668,0,-4.35,2.668,0,275.5
669,0,-4.36,2.672,0,276
670,-0.4,-4.36,2.676,-0.2,276
671,0.4,-4.37,2.68,0.2,276.5
672,0.2,-4.38,2.684,0.1,277
673,0,-4.38,2.688,0,277
674,0,-4.39,2.692,0,278
675,0,-4.4,2.696,0,278.5
676,0,-4.41,2.7,0,279
677,-0.2,-4.41,2.704,-0.1,279
678,-0.2,-4.42,2.708,-0.1,279.5
679,0,-4.43,2.712,0,280.5
680,0,-4.43,2.716,0,280.5
681,0,-4.44,2.72,0,281
682,0.2,-4.45,2.724,0.1,281.5
683,0.2,-4.45,2.728,0.1,281.5
684,0,-4.46,2.732,0,282.5
685,0,-4.47,2.736,0,283
686,0,-4.48,2.74,0,283.5
687,0.2,-4.48,2.744,0.1,283.5
688,-0.2,-4.49,2.748,-0.1,284
689,0,-4.5,2.752,0,285
690,-0.2,-4.5,2.756,-0.1,285
691,0.2,-4.51,2.76,0.1,285.5
692,0.2,-4.52,2.764,0.1,286
693,0.2,-4.52,2.768,0.1,286
694,0.2,-4.53,2.772,0.1,286.5
695,0,-4.54,2.776,0,287.5
696,0,-4.55,2.78,0,288
697,0,-4.55,2.784,0,288
698,0.4,-4.56,2.788,0.2,288.5
699,0,-4.57,2.792,0,289
700,-0.2,-4.57,2.796,-0.1,289
701,0.2,-4.58,2.8,0.1,290
702,0,-4.59,2.804,0,290.5
703,0.2,-4.6,2.808,0.1,291
704,0,-4.6,2.812,0,291
705,0,-4.61,2.816,0,292
706,-0.2,-4.62,2.82,-0.1,292.5
707,-0.2,-4.62,2.824,-0.1,292.5
708,0,-4.63,2.828,0,293
709,0.2,-4.64,2.832,0.1,293.5
710,0,-4.64,2.836,0,293.5
711,0,-4.65,2.84,0,294.5
712,-0.2,-4.66,2.844,-0.1,295
713,0,-4.67,2.848,0,295.5
714,0,-4.67,2.852,0,295.5
715,0,-4.68,2.856,0,296
716,0,-4.69,2.86,0,297
717,0,-4.69,2.864,0,297
718,0,-4.7,2.868,0,297.5
719,-0.2,-4.71,2.872,-0.1,298
720,0.2,-4.71,2.876,0.1,298
721,0,-4.72,2.88,0,298.5
722,0,-4.73,2.884,0,299.5
723,-0.2,-4.74,2.888,-0.1,300
724,-0.2,-4.74,2.892,-0.1,300
725,0,-4.75,2.896,0,300.5
726,-0.2,-4.76,2.9,-0.1,301.5
727,0,-4.76,2.904,0,301.5
728,-0.2,-4.77,2.908,-0.1,302
729,-0.2,-4.78,2.912,-0.1,302.5
730,0,-4.79,2.916,0,303
731,0,-4.79,2.92,0,303
732,0,-4.8,2.924,0,304
733,0,-4.81,2.928,0,304.5
734,0,-4.81,2.932,0,304.5
735,0.2,-4.82,2.936,0.1,305
736,0.4,-4.83,2.94,0.2,305.5
737,0.2,-4.83,2.944,0.1,305.5
738,0,-4.84,2.948,0,306.5
739,0,-4.85,2.952,0,307
740,0,-4.86,2.956,0,307.5
741,0.2,-4.86,2.96,0.1,307.5
742,0,-4.87,2.964,0,308
743,0,-4.88,2.968,0,309
744,-0.2,-4.88,2.972,-0.1,309
745,-0.2,-4.89,2.976,-0.1,309.5
746,0,-4.9,2.98,0,310
747,0,-4.91,2.984,0,311
748,0,-4.91,2.988,0,311
749,0,-4.92,2.992,0,311.5
750,-0.2,-4.93,2.996,-0.1,312
751,0.2,-4.93,3,0.1,312
752,0,-4.94,3.004,0,312.5
753,0,-4.95,3.008,0,313.5
754,0,-4.95,3.012,0,313.5
755,0,-4.96,3.016,0,314
756,0,-4.97,3.02,0,314.5
757,0,-4.98,3.024,0,315
758,0,-4.98,3.028,0,315
759,0,-4.99,3.032,0,316
760,0,-5,3.036,0,316.5
761,0,-5,3.04,0,316.5
762,0,-5.01,3.044,0,317
763,-0.2,-5.02,3.048,-0.1,317.5
764,0,-5.02,3.052,0,317.5
765,-0.2,-5.03,3.056,-0.1,318.5
766,-0.2,-5.04,3.06,-0.1,319
767,0,-5.05,3.064,0,319.5
768,0,-5.05,3.068,0,319.5
769,0,-5.06,3.072,0,320.5
770,0,-5.07,3.076,0,321
771,-0.2,-5.07,3.08,-0.1,321
772,-0.2,-5.08,3.084,-0.1,321.5
773,-0.2,-5.09,3.088,-0.1,322
774,0,-5.09,3.092,0,322
775,0,-5.1,3.096,0,323
776,0,-5.11,3.1,0,323.5
777,0,-5.12,3.104,0,324
778,0,-5.12,3.108,0,324
779,0.2,-5.13,3.112,0.1,324.5
780,0,-5.14,3.116,0,325.5
781,0.2,-5.14,3.12,0.1,325.5
782,0,-5.15,3.124,0,326
783,0,-5.16,3.128,0,326.5
784,0,-5.17,3.132,0,327
785,0.2,-5.17,3.136,0.1,327
786,-0.2,-5.18,3.14,-0.1,328
787,0,-5.19,3.144,0,328.5
788,-0.2,-5.19,3.148,-0.1,328.5
789,0,-5.2,3.152,0,329
790,0,-5.21,3.156,0,329.5
791,0,-5.21,3.16,0,329.5
792,0,-5.22,3.164,0,330.5
793,0,-5.23,3.168,0,331
794,0,-5.24,3.172,0,331.5
795,0,-5.24,3.176,0,331.5
796,0,-5.25,3.18,0,332.5
797,0,-5.26,3.184,0,333
798,0,-5.26,3.188,0,333
799,-0.2,-5.27,3.192,-0.1,333.5
800,-0.2,-5.28,3.196,-0.1,334
801,0,-5.28,3.2,0,334
802,0,-5.29,3.204,0,335
803,0,-5.3,3.208,0,335.5
804,0.2,-5.31,3.212,0.1,336
805,0,-5.31,3.216,0,336
806,0.2,-5.32,3.22,0.1,336.5
807,0,-5.33,3.224,0,337.5
808,0.2,-5.33,3.228,0.1,337.5
809,0,-5.34,3.232,0,338
810,-0.2,-5.35,3.236,-0.1,338.5
811,0,-5.36,3.24,0,339
812,0,-5.36,3.244,0,339
813,0,-5.37,3.248,0,340
814,0,-5.38,3.252,0,340.5
815,0,-5.38,3.256,0,340.5
816,-0.2,-5.39,3.26,-0.1,341
817,0,-5.4,3.264,0,342
818,-0.2,-5.4,3.268,-0.1,342
819,0,-5.41,3.272,0,342.5
820,-0.2,-5.42,3.276,-0.1,343
821,-0.2,-5.43,3.28,-0.1,343.5
822,0,-5.43,3.284,0,343.5
823,0,-5.44,3.288,0,344.5
824,0,-5.45,3.292,0,345
825,0,-5.45,3.296,0,345
826,-0.2,-5.46,3.3,-0.1,345.5
827,0,-5.47,3.304,0,346
828,0,-5.47,3.308,0,346
829,0,-5.48,3.312,0,347
830,0,-5.49,3.316,0,347.5
831,0,-5.5,3.32,0,348
832,0,-5.5,3.324,0,348
833,0,-5.51,3.328,0,348.5
834,0.2,-5.52,3.332,0.1,349.5
835,0,-5.52,3.336,0,349.5
836,0,-5.53,3.34,0,350
837,0.2,-5.54,3.344,0.1,350.5
838,0.2,-5.55,3.348,0.1,351.5
839,0.4,-5.55,3.352,0.2,351.5
840,0.2,-5.56,3.356,0.1,352
841,0,-5.57,3.36,0,352.5
842,-0.2,-5.57,3.364,-0.1,352.5
843,0,-5.58,3.368,0,353
844,0.2,-5.59,3.372,0.1,354
845,0,-5.59,3.376,0,354
846,-0.2,-5.6,3.38,-0.1,354.5
847,-0.4,-5.61,3.384,-0.2,355
848,-0.2,-5.62,3.388,-0.1,355.5
849,-0.2,-5.62,3.392,-0.1,355.5
850,0,-5.63,3.396,0,356.5
851,-0.2,-5.64,3.4,-0.1,357
852,-0.4,-5.64,3.404,-0.2,357
853,0,-5.65,3.408,0,357.5
854,0,-5.66,3.412,0,358
855,0,-5.66,3.416,0,358
856,0,-5.67,3.42,0,359
857,0,-5.68,3.424,0,359.5
858,-0.2,-5.69,3.428,-0.1,360
859,-0.2,-5.69,3.432,-0.1,360
860,0.4,-5.7,3.436,0.2,361
861,0.2,-5.71,3.44,0.1,361.5
862,0.2,-5.71,3.444,0.1,361.5
863,0.2,-5.72,3.448,0.1,362
864,0,-5.73,3.452,0,362.5
865,0,-5.74,3.456,0,363.5
866,0,-5.74,3.46,0,363.5
867,0,-5.75,3.464,0,364
868,0,-5.76,3.468,0,364.5
869,0,-5.76,3.472,0,364.5
870,0.4,-5.77,3.476,0.2,365
871,0,-5.78,3.48,0,366
872,0,-5.78,3.484,0,366
873,0,-5.79,3.488,0,366.5
874,-0.4,-5.8,3.492,-0.2,367
875,0,-5.81,3.496,0,367.5
876,0,-5.81,3.5,0,367.5
877,-0.2,-5.82,3.504,-0.1,368.5
878,0,-5.82,3.508,0,368.5
879,0,-5.83,3.512,0,369
880,0,-5.84,3.516,0,369.5
881,0,-5.85,3.52,0,370.5
882,0,-5.85,3.524,0,370.5
883,0,-5.86,3.528,0,371
884,0,-5.87,3.532,0,371.5
885,0,-5.87,3.536,0,371.5
886,0,-5.88,3.54,0,372
887,-0.4,-5.89,3.544,-0.2,373
888,0,-5.89,3.548,0,373
889,0,-5.9,3.552,0,373.5
890,0,-5.91,3.556,0,374
891,0,-5.92,3.56,0,374.5
892,0.2,-5.92,3.564,0.1,374.5
893,0,-5.93,3.568,0,375.5
894,0,-5.94,3.572,0,376
895,0.2,-5.94,3.576,0.1,376
896,0.2,-5.95,3.58,0.1,376.5
897,0.2,-5.96,3.584,0.1,377
898,0.2,-5.97,3.588,0.1,378
899,0,-5.97,3.592,0,378
900,0,-5.98,3.596,0,378.5
901,-0.2,-5.99,3.6,-0.1,379
902,0.2,-5.99,3.604,0.1,379
903,0,-6,3.608,0,379.5
904,0,-6.01,3.612,0,380.5
905,-0.2,-6.01,3.616,-0.1,380.5
906,-0.4,-6.02,3.62,-0.2,381
907,0,-6.03,3.624,0,381.5
908,0,-6.04,3.628,0,382.5
909,0,-6.04,3.632,0,382.5
910,0,-6.05,3.636,0,383
911,-0.2,-6.06,3.64,-0.1,383.5
912,0,-6.06,3.644,0,383.5
913,0.2,-6.07,3.648,0.1,384
914,0.2,-6.08,3.652,0.1,385
915,0,-6.08,3.656,0,385
916,0.2,-6.09,3.66,0.1,385.5
917,-0.2,-6.1,3.664,-0.1,386
918,0,-6.11,3.668,0,386.5
919,0,-6.11,3.672,0,386.5
920,-0.2,-6.12,3.676,-0.1,387.5
921,0.2,-6.12,3.68,0.1,387.5
922,0,-6.13,3.684,0,388
923,0,-6.14,3.688,0,388.5
924,0,-6.15,3.692,0,389
925,0.2,-6.15,3.696,0.1,389
926,0.2,-6.16,3.7,0.1,390
927,0.2,-6.17,3.704,0.1,390.5
928,0,-6.17,3.708,0,390.5
929,0,-6.18,3.712,0,391
930,-0.2,-6.19,3.716,-0.1,392
931,-0.2,-6.19,3.72,-0.1,392
932,0,-6.2,3.724,0,392.5
933,0,-6.21,3.728,0,393
934,0,-6.22,3.732,0,393.5
935,-0.4,-6.22,3.736,-0.2,393.5
936,-0.2,-6.23,3.74,-0.1,394.5
937,0,-6.24,3.744,0,395
938,-0.2,-6.24,3.748,-0.1,395
939,0,-6.25,3.752,0,395.5
940,0.2,-6.26,3.756,0.1,396
941,0.2,-6.26,3.76,0.1,396
942,0.2,-6.27,3.764,0.1,397
943,0,-6.28,3.768,0,397.5
944,-0.2,-6.29,3.772,-0.1,398
945,0.2,-6.29,3.776,0.1,398
946,0,-6.3,3.78,0,398.5
947,0.2,-6.31,3.784,0.1,399.5
948,0,-6.31,3.788,0,399.5
949,0,-6.32,3.792,0,400
950,-0.2,-6.33,3.796,-0.1,400.5
951,0,-6.33,3.8,0,400.5
952,0.2,-6.34,3.804,0.1,401.5
953,0.2,-6.35,3.808,0.1,402
954,0,-6.35,3.812,0,402
955,-0.2,-6.36,3.816,-0.1,402.5
956,0,-6.37,3.82,0,403
957,0,-6.38,3.824,0,404
958,0,-6.38,3.828,0,404
959,0,-6.39,3.832,0,404.5
960,0,-6.4,3.836,0,405
961,-0.2,-6.39,3.84,-0.1,404.5
962,-0.2,-6.4,3.844,-0.1,405
963,0.2,-6.41,3.848,0.1,405.5
964,0.2,-6.41,3.852,0.1,405.5
965,0,-6.42,3.856,0,406.5
966,0,-6.43,3.86,0,407
967,0,-6.44,3.864,0,407.5
968,0.2,-6.44,3.868,0.1,407.5
969,0,-6.45,3.872,0,408
970,-0.2,-6.46,3.876,-0.1,409
971,0,-6.46,3.88,0,409
972,0,-6.47,3.884,0,409.5
973,0,-6.48,3.888,0,410
974,0.2,-6.48,3.892,0.1,410
975,0,-6.49,3.896,0,411
976,0,-6.5,3.9,0,411.5
977,0.2,-6.51,3.904,0.1,412
978,0,-6.51,3.908,0,412
979,0,-6.52,3.912,0,412.5
980,0,-6.52,3.916,0,412.5
981,0,-6.53,3.92,0,413.5
982,-0.2,-6.54,3.924,-0.1,414
983,-0.2,-6.55,3.928,-0.1,414.5
984,0,-6.55,3.932,0,414.5
985,0,-6.56,3.936,0,415
986,-0.2,-6.57,3.94,-0.1,416
987,0.4,-6.58,3.944,0.2,416.5
988,0.2,-6.58,3.948,0.1,416.5
989,0,-6.59,3.952,0,417
990,0,-6.6,3.956,0,417.5
991,0,-6.6,3.96,0,417.5
992,-0.2,-6.61,3.964,-0.1,418.5
993,-0.2,-6.62,3.968,-0.1,419
994,0.2,-6.62,3.972,0.1,419
995,0,-6.63,3.976,0,419.5
996,0,-6.64,3.98,0,420.5
997,-0.2,-6.64,3.984,-0.1,420.5
998,0,-6.65,3.988,0,421
999,-0.2,-6.66,3.992,-0.1,421.5
1000,0.2,-6.67,3.996,0.1,422
1001,0.2,-6.67,4,0.1,422
1002,-0.2,-6.68,4.004,-0.1,423
1003,-0.2,-6.69,4.008,-0.1,423.5
1004,0,-6.69,4.012,0,423.5
1005,0,-6.7,4.016,0,424
1006,-0.2,-6.71,4.02,-0.1,424.5
1007,0,-6.71,4.024,0,424.5
1008,0,-6.72,4.028,0,425.5
1009,0,-6.73,4.032,0,426
1010,0.2,-6.74,4.036,0.1,426.5
1011,0,-6.74,4.04,0,426.5
1012,0.2,-6.75,4.044,0.1,427
1013,-0.2,-6.76,4.048,-0.1,428
1014,-0.2,-6.76,4.052,-0.1,428
1015,0,-6.77,4.056,0,428.5
1016,0,-6.78,4.06,0,429
1017,0.2,-6.78,4.064,0.1,429
1018,0.2,-6.79,4.068,0.1,429.5
1019,0,-6.8,4.072,0,430.5
1020,0,-6.8,4.076,0,430.5
1021,0,-6.81,4.08,0,431
1022,0,-6.82,4.084,0,431.5
1023,-0.2,-6.82,4.088,-0.1,431.5
1024,-0.2,-6.83,4.092,-0.1,432.5
1025,0,-6.84,4.096,0,433
1026,0.4,-6.85,4.1,0.2,433.5
1027,0.4,-6.85,4.104,0.2,433.5
1028,0,-6.86,4.108,0,434
1029,0.2,-6.87,4.112,0.1,435
1030,-0.2,-6.87,4.116,-0.1,435
1031,-0.4,-6.88,4.12,-0.2,435.5
1032,0,-6.89,4.124,0,436
1033,0,-6.89,4.128,0,436
1034,0.2,-6.9,4.132,0.1,436.5
1035,0.2,-6.91,4.136,0.1,437.5
1036,0,-6.92,4.14,0,438
1037,0,-6.92,4.144,0,438
1038,0,-6.93,4.148,0,438.5
1039,0,-6.94,4.152,0,439
1040,-0.2,-6.94,4.156,-0.1,439
1041,0,-6.95,4.16,0,440
1042,0.2,-6.96,4.164,0.1,440.5
1043,0.2,-6.96,4.168,0.1,440.5
1044,0,-6.97,4.172,0,441
1045,-0.2,-6.98,4.176,-0.1,442
1046,-0.2,-6.98,4.18,-0.1,442
1047,-0.2,-6.99,4.184,-0.1,442.5
1048,0,-7,4.188,0,443
1049,0.4,-7.01,4.192,0.2,443.5
1050,0,-7.01,4.196,0,443.5
1051,0,-7.02,4.2,0,444.5
1052,-0.2,-7.03,4.204,-0.1,445
1053,0,-7.03,4.208,0,445
1054,0,-7.04,4.212,0,445.5
1055,-0.2,-7.05,4.216,-0.1,446
1056,0,-7.05,4.22,0,446
1057,0,-7.06,4.224,0,447
1058,0,-7.07,4.228,0,447.5
1059,-0.2,-7.08,4.232,-0.1,448
1060,0.2,-7.08,4.236,0.1,448
1061,0,-7.09,4.24,0,448.5
1062,0,-7.1,4.244,0,449.5
1063,0.2,-7.1,4.248,0.1,449.5
1064,-0.2,-7.11,4.252,-0.1,450
1065,0.2,-7.12,4.256,0.1,450.5
1066,-0.2,-7.12,4.26,-0.1,450.5
1067,0,-7.13,4.264,0,451.5
1068,0,-7.14,4.268,0,452
1069,-0.2,-7.15,4.272,-0.1,452.5
1070,-0.2,-7.15,4.276,-0.1,452.5
1071,0,-7.16,4.28,0,453
1072,0,-7.16,4.284,0,453
1073,0,-7.17,4.288,0,454
1074,0.2,-7.18,4.292,0.1,454.5
1075,0,-7.19,4.296,0,455
1076,0,-7.19,4.3,0,455
1077,0,-7.2,4.304,0,455.5
1078,0,-7.21,4.308,0,456.5
1079,0,-7.21,4.312,0,456.5
1080,0,-7.22,4.316,0,457
1081,0,-7.23,4.32,0,457.5
1082,0,-7.23,4.324,0,457.5
1083,0.2,-7.24,4.328,0.1,458
1084,0,-7.25,4.332,0,459
1085,0,-7.26,4.336,0,459.5
1086,0,-7.26,4.34,0,459.5
1087,-0.6,-7.27,4.344,-0.3,460
1088,0,-7.28,4.348,0,461
1089,0,-7.28,4.352,0,461
1090,0.2,-7.29,4.356,0.1,461.5
1091,0.2,-7.3,4.36,0.1,462
1092,0.2,-7.3,4.364,0.1,462
1093,0.2,-7.31,4.368,0.1,462.5
1094,0,-7.32,4.372,0,463.5
1095,0,-7.33,4.376,0,464
1096,-0.2,-7.33,4.38,-0.1,464
1097,0.2,-7.34,4.384,0.1,464.5
1098,0.2,-7.35,4.388,0.1,465
1099,0,-7.35,4.392,0,465
1100,-0.2,-7.36,4.396,-0.1,466
1101,0,-7.37,4.4,0,466.5
1102,0,-7.38,4.404,0,467
1103,0,-7.38,4.408,0,467
1104,0,-7.39,4.412,0,467.5
1105,0,-7.4,4.416,0,468.5
1106,0,-7.41,4.42,0,469
1107,0.2,-7.42,4.424,0.1,469.5
1108,0.2,-7.43,4.428,0.1,470.5
1109,0.2,-7.43,4.432,0.1,470.5
1110,0,-7.44,4.436,0,471
1111,-0.2,-7.45,4.44,-0.1,471.5
1112,-0.2,-7.45,4.444,-0.1,471.5
1113,0,-7.46,4.448,0,472
1114,0,-7.47,4.452,0,473
1115,0,-7.47,4.456,0,473
1116,0,-7.48,4.46,0,473.5
1117,0,-7.49,4.464,0,474
1118,-0.4,-7.5,4.468,-0.2,474.5
1119,-0.4,-7.5,4.472,-0.2,474.5
1120,-0.2,-7.51,4.476,-0.1,475.5
1121,0,-7.52,4.48,0,476
1122,0,-7.52,4.484,0,476
1123,0,-7.53,4.488,0,476.5
1124,0.2,-7.54,4.492,0.1,477
1125,0,-7.54,4.496,0,477
1126,0,-7.55,4.5,0,478
1127,-0.2,-7.56,4.504,-0.1,478.5
1128,0,-7.57,4.508,0,479
1129,0.4,-7.57,4.512,0.2,479
1130,0.2,-7.58,4.516,0.1,479.5
1131,0,-7.59,4.52,0,480.5
1132,-0.2,-7.59,4.524,-0.1,480.5
1133,0.4,-7.6,4.528,0.2,481
1134,0,-7.61,4.532,0,481.5
1135,0,-7.61,4.536,0,481.5
1136,0,-7.62,4.54,0,482.5
1137,0,-7.63,4.544,0,483
1138,0,-7.64,4.548,0,483.5
1139,-0.2,-7.64,4.552,-0.1,483.5
1140,0,-7.65,4.556,0,484
1141,0.4,-7.66,4.56,0.2,485
1142,0,-7.66,4.564,0,485
1143,0,-7.67,4.568,0,485.5
1144,0,-7.68,4.572,0,486
1145,0,-7.68,4.576,0,486
1146,0.2,-7.69,4.58,0.1,486.5
1147,0,-7.7,4.584,0,487.5
1148,0,-7.7,4.588,0,487.5
1149,0,-7.71,4.592,0,488
1150,0,-7.72,4.596,0,488.5
1151,0,-7.73,4.6,0,489
1152,0,-7.73,4.604,0,489
1153,0,-7.74,4.608,0,490
1154,-0.2,-7.75,4.612,-0.1,490.5
1155,-0.2,-7.75,4.616,-0.1,490.5
1156,0,-7.76,4.62,0,491
1157,0.2,-7.77,4.624,0.1,492
1158,0,-7.77,4.628,0,492
1159,0,-7.78,4.632,0,492.5
1160,0,-7.79,4.636,0,493
1161,0,-7.8,4.64,0,493.5
1162,0,-7.8,4.644,0,493.5
1163,0,-7.81,4.648,0,494.5
1164,-0.2,-7.81,4.652,-0.1,494.5
1165,0,-7.82,4.656,0,495
1166,0,-7.83,4.66,0,495.5
1167,0,-7.84,4.664,0,496
1168,0,-7.84,4.668,0,496
1169,-0.2,-7.85,4.672,-0.1,497
1170,0,-7.86,4.676,0,497.5
1171,0.2,-7.87,4.68,0.1,498
1172,0,-7.87,4.684,0,498
1173,-0.2,-7.88,4.688,-0.1,498.5
1174,0,-7.88,4.692,0,498.5
1175,0,-7.89,4.696,0,499.5
1176,0,-7.9,4.7,0,500
1177,0,-7.91,4.704,0,500.5
1178,0.2,-7.91,4.708,0.1,500.5
1179,0.4,-7.92,4.712,0.2,501.5
1180,0.2,-7.93,4.716,0.1,502
1181,0,-7.93,4.72,0,502
1182,-0.2,-7.94,4.724,-0.1,502.5
1183,0,-7.95,4.728,0,503
1184,0,-7.95,4.732,0,503
1185,-0.2,-7.96,4.736,-0.1,504
1186,0.2,-7.97,4.74,0.1,504.5
1187,0.2,-7.98,4.744,0.1,505
1188,-0.4,-7.98,4.748,-0.2,505
1189,-0.2,-7.99,4.752,-0.1,505.5
1190,0,-8,4.756,0,506.5
1191,0,-8,4.76,0,506.5
1192,-0.2,-8.01,4.764,-0.1,507
1193,0.2,-8.02,4.768,0.1,507.5
1194,0,-8.02,4.772,0,507.5
1195,0.2,-8.03,4.776,0.1,508
1196,0.4,-8.04,4.78,0.2,509
1197,0,-8.04,4.784,0,509
1198,-0.2,-8.05,4.788,-0.1,509.5
1199,0,-8.06,4.792,0,510
1200,-0.2,-8.07,4.796,-0.1,511
1201,0,-8.07,4.8,0,511
1202,0,-8.08,4.804,0,511.5
1203,0,-8.09,4.808,0,512
1204,0,-8.09,4.812,0,512
1205,0,-8.1,4.816,0,512.5
1206,0,-8.11,4.82,0,513.5
1207,0,-8.11,4.824,0,513.5
1208,0,-8.12,4.828,0,514
1209,0,-8.13,4.832,0,514.5
1210,0,-8.14,4.836,0,515
1211,0,-8.14,4.84,0,515
1212,0,-8.15,4.844,0,516
1213,0.2,-8.16,4.848,0.1,516.5
1214,0,-8.16,4.852,0,516.5
1215,0,-8.17,4.856,0,517
1216,0,-8.18,4.86,0,517.5
1217,0.2,-8.18,4.864,0.1,517.5
1218,0,-8.19,4.868,0,518.5
1219,0,-8.2,4.872,0,519
1220,0.2,-8.21,4.876,0.1,519.5
1221,0,-8.21,4.88,0,519.5
1222,-0.2,-8.22,4.884,-0.1,520.5
1223,0,-8.23,4.888,0,521
1224,-0.2,-8.23,4.892,-0.1,521
1225,0,-8.24,4.896,0,521.5
1226,0,-8.25,4.9,0,522
1227,0.2,-8.25,4.904,0.1,522
1228,0,-8.26,4.908,0,523
1229,0,-8.27,4.912,0,523.5
1230,0,-8.28,4.916,0,524
1231,0,-8.28,4.92,0,524
1232,0,-8.29,4.924,0,524.5
1233,-0.2,-8.3,4.928,-0.1,525.5
1234,0,-8.3,4.932,0,525.5
1235,0,-8.31,4.936,0,526
1236,0,-8.32,4.94,0,526.5
1237,0,-8.33,4.944,0,527
1238,0.2,-8.33,4.948,0.1,527
1239,0.2,-8.34,4.952,0.1,528
1240,0,-8.35,4.956,0,528.5
1241,-0.6,-8.35,4.96,-0.3,528.5
1242,-0.2,-8.36,4.964,-0.1,529
1243,0.2,-8.37,4.968,0.1,529.5
1244,0.2,-8.37,4.972,0.1,529.5
1245,0,-8.38,4.976,0,530.5
1246,-0.2,-8.39,4.98,-0.1,531
1247,0,-8.4,4.984,0,531.5
1248,0,-8.4,4.988,0,531.5
1249,0,-8.41,4.992,0,532.5
1250,0,-8.41,4.996,0,532.5
1251,-0.2,-8.42,5,-0.1,533
1252,0,-8.43,5.004,0,533.5
1253,0.2,-8.44,5.008,0.1,534
1254,0,-8.44,5.012,0,534
1255,0.2,-8.45,5.016,0.1,535
1256,0.2,-8.46,5.02,0.1,535.5
1257,0,-8.47,5.024,0,536
1258,0.2,-8.47,5.028,0.1,536
1259,0,-8.48,5.032,0,536.5
1260,0,-8.48,5.036,0,536.5
1261,0.2,-8.49,5.04,0.1,537.5
1262,-0.2,-8.5,5.044,-0.1,538
1263,0,-8.51,5.048,0,538.5
1264,0,-8.51,5.052,0,538.5
1265,-0.4,-8.52,5.056,-0.2,539
1266,-0.2,-8.53,5.06,-0.1,540
1267,-0.2,-8.53,5.064,-0.1,540
1268,0.2,-8.54,5.068,0.1,540.5
1269,-0.2,-8.55,5.072,-0.1,541
1270,0,-8.56,5.076,0,542
1271,-0.2,-8.56,5.08,-0.1,542
1272,0,-8.57,5.084,0,542.5
1273,-0.2,-8.58,5.088,-0.1,543
1274,-0.2,-8.58,5.092,-0.1,543
1275,-0.2,-8.59,5.096,-0.1,543.5
1276,0,-8.6,5.1,0,544.5
1277,0,-8.6,5.104,0,544.5
1278,0,-8.61,5.108,0,545
1279,0,-8.62,5.112,0,545.5
1280,0.2,-8.63,5.116,0.1,546
