Axial Compression Test-Jun-21-2024-09-38-58-AM.log,,,,,
,,,,,
System Information:,,,,,
IntelliMESUR Version: 2.2.1,,,,,
Test Frame Model: F505,,,,,
Test Frame Serial Number: 4418651,,,,,
Test Frame Capacity: 500 lbF / 2.2 kN,,,,,
Test Frame Firmware Version: 1.00.14,,,,,
Force Sensor Model: FS05-100,,,,,
Force Sensor Capacity: 500 N,,,,,
Force Sensor Resolution: 0.2 N,,,,,
Force Sensor Serial Number: 4425350,,,,,
"Calibration Date: Apr 29, 2024",,,,,
"Calibration Due Date: Apr 29, 2025",,,,,
,,,,,
Reading,Load [N],Distance [mm],Time [s],Stress [MPa],Strain [%]
1941,0.2,-13.25,7.76,0.1,838.5
1942,-0.2,-13.26,7.764,-0.1,839
1943,0,-13.27,7.768,0,840
1944,0.2,-13.27,7.772,0.1,840
1945,0,-13.28,7.776,0,840.5
1946,0,-13.29,7.78,0,841
1947,0.2,-13.3,7.784,0.1,842
1948,0,-13.3,7.788,0,842
1949,0.2,-13.31,7.792,0.1,842.5
1950,0.4,-13.32,7.796,0.2,843
1951,0.2,-13.32,7.8,0.1,843
1952,0.2,-13.33,7.804,0.1,843.5
1953,0.2,-13.34,7.808,0.1,844.5
1954,0.2,-13.35,7.812,0.1,845
1955,0,-13.35,7.816,0,845
1956,0.2,-13.36,7.82,0.1,845.5
1957,0,-13.37,7.824,0,846
1958,0,-13.37,7.828,0,846
1959,-0.2,-13.38,7.832,-0.1,847
1960,0,-13.39,7.836,0,847.5
1961,-0.2,-13.39,7.84,-0.1,847.5
1962,0,-13.4,7.844,0,848
1963,-0.2,-13.41,7.848,-0.1,848.5
1964,0.2,-13.42,7.852,0.1,849.5
1965,0,-13.42,7.856,0,849.5
1966,0,-13.43,7.86,0,850
1967,-0.2,-13.43,7.864,-0.1,850
1968,-0.2,-13.44,7.868,-0.1,850.5
1969,-0.2,-13.45,7.872,-0.1,851.5
1970,0,-13.46,7.876,0,852
1971,0.2,-13.46,7.88,0.1,852
1972,0,-13.47,7.884,0,852.5
1973,0,-13.48,7.888,0,853
1974,0.2,-13.49,7.892,0.1,854
1975,0.2,-13.49,7.896,0.1,854
1976,0,-13.5,7.9,0,854.5
1977,0.4,-13.51,7.904,0.2,855
1978,0,-13.51,7.908,0,855
1979,-0.2,-13.52,7.912,-0.1,855.5
1980,0,-13.53,7.916,0,856.5
1981,0,-13.53,7.92,0,856.5
1982,0.2,-13.54,7.924,0.1,857
1983,0,-13.55,7.928,0,857.5
1984,0,-13.55,7.932,0,857.5
1985,0,-13.56,7.936,0,858
1986,-0.2,-13.57,7.94,-0.1,859
1987,-0.2,-13.58,7.944,-0.1,859.5
1988,-0.4,-13.58,7.948,-0.2,859.5
1989,0,-13.59,7.952,0,860
1990,0,-13.6,7.956,0,861
1991,0,-13.61,7.96,0,861.5
1992,0,-13.61,7.964,0,861.5
1993,0,-13.62,7.968,0,862
1994,0,-13.62,7.972,0,862
1995,0,-13.63,7.976,0,862.5
1996,-0.2,-13.64,7.98,-0.1,863.5
1997,0,-13.65,7.984,0,864
1998,0,-13.65,7.988,0,864
1999,0,-13.66,7.992,0,864.5
2000,-0.2,-13.67,7.996,-0.1,865
2001,-0.2,-13.67,8,-0.1,865
2002,0.2,-13.68,8.004,0.1,866
2003,0,-13.69,8.008,0,866.5
2004,0.2,-13.69,8.012,0.1,866.5
2005,0,-13.7,8.016,0,867
2006,0,-13.71,8.02,0,867.5
2007,0,-13.72,8.024,0,868.5
2008,0,-13.72,8.028,0,868.5
2009,0,-13.73,8.032,0,869
2010,0,-13.74,8.036,0,869.5
2011,-0.2,-13.74,8.04,-0.1,869.5
2012,-0.2,-13.75,8.044,-0.1,870.5
2013,0,-13.76,8.048,0,871
2014,0.2,-13.77,8.052,0.1,871.5
2015,0,-13.77,8.056,0,871.5
2016,0,-13.78,8.06,0,872
2017,0,-13.79,8.064,0,873
2018,0,-13.79,8.068,0,873
2019,-0.2,-13.8,8.072,-0.1,873.5
2020,0,-13.81,8.076,0,874
2021,0,-13.81,8.08,0,874
2022,0,-13.82,8.084,0,874.5
2023,0,-13.83,8.088,0,875.5
2024,0,-13.84,8.092,0,876
2025,0,-13.84,8.096,0,876
2026,0.4,-13.85,8.1,0.2,876.5
2027,0.2,-13.86,8.104,0.1,877
2028,-0.2,-13.86,8.108,-0.1,877
2029,0,-13.87,8.112,0,878
2030,-0.2,-13.88,8.116,-0.1,878.5
2031,0.2,-13.88,8.12,0.1,878.5
2032,0,-13.89,8.124,0,879
2033,0,-13.9,8.128,0,879.5
2034,0,-13.91,8.132,0,880.5
2035,0,-13.91,8.136,0,880.5
2036,0,-13.92,8.14,0,881
2037,0.2,-13.93,8.144,0.1,881.5
2038,0,-13.93,8.148,0,881.5
2039,-0.2,-13.94,8.152,-0.1,882.5
2040,0,-13.95,8.156,0,883
2041,0,-13.96,8.16,0,883.5
2042,0,-13.96,8.164,0,883.5
2043,0,-13.97,8.168,0,884
2044,0,-13.98,8.172,0,885
2045,0.4,-13.99,8.176,0.2,885.5
2046,0,-13.99,8.18,0,885.5
2047,0,-14,8.184,0,886
2048,0,-14,8.188,0,886
2049,-0.2,-14.01,8.192,-0.1,886.5
2050,-0.4,-14.02,8.196,-0.2,887.5
2051,0,-14.03,8.2,0,888
2052,0.2,-14.03,8.204,0.1,888
2053,0,-14.04,8.208,0,888.5
2054,0,-14.05,8.212,0,889
2055,0,-14.06,8.216,0,890
2056,0,-14.06,8.22,0,890
2057,0.2,-14.07,8.224,0.1,890.5
2058,0,-14.08,8.228,0,891
2059,-0.2,-14.08,8.232,-0.1,891
2060,0,-14.09,8.236,0,892
2061,0,-14.1,8.24,0,892.5
2062,0,-14.1,8.244,0,892.5
2063,0,-14.11,8.248,0,893
2064,0,-14.12,8.252,0,893.5
2065,0.2,-14.13,8.256,0.1,894.5
2066,-0.2,-14.13,8.26,-0.1,894.5
2067,0,-14.14,8.264,0,895
2068,0,-14.15,8.268,0,895.5
2069,0,-14.15,8.272,0,895.5
2070,0.2,-14.16,8.276,0.1,896
2071,0,-14.17,8.28,0,897
2072,0,-14.18,8.284,0,897.5
2073,0,-14.18,8.288,0,897.5
2074,0,-14.19,8.292,0,898
2075,0,-14.19,8.296,0,898
2076,-0.2,-14.2,8.3,-0.1,898.5
2077,-0.2,-14.21,8.304,-0.1,899.5
2078,0,-14.22,8.308,0,900
2079,0,-14.22,8.312,0,900
2080,0.4,-14.23,8.316,0.2,900.5
2081,0.2,-14.24,8.32,0.1,901.5
2082,0.2,-14.25,8.324,0.1,902
2083,-0.2,-14.25,8.328,-0.1,902
2084,0,-14.26,8.332,0,902.5
2085,0,-14.27,8.336,0,903
2086,0,-14.27,8.34,0,903
2087,0.2,-14.28,8.344,0.1,904
2088,0.2,-14.29,8.348,0.1,904.5
2089,0,-14.3,8.352,0,905
2090,0,-14.3,8.356,0,905
2091,-0.4,-14.31,8.36,-0.2,905.5
2092,-0.2,-14.32,8.364,-0.1,906.5
2093,-0.4,-14.32,8.368,-0.2,906.5
2094,-0.2,-14.33,8.372,-0.1,907
2095,0,-14.34,8.376,0,907.5
2096,0,-14.34,8.38,0,907.5
2097,0.4,-14.35,8.384,0.2,908
2098,0,-14.36,8.388,0,909
2099,0.2,-14.37,8.392,0.1,909.5
2100,0.4,-14.37,8.396,0.2,909.5
2101,0,-14.38,8.4,0,910
2102,0,-14.39,8.404,0,911
2103,0,-14.39,8.408,0,911
2104,0.4,-14.4,8.412,0.2,911.5
2105,0,-14.41,8.416,0,912
2106,0.2,-14.41,8.42,0.1,912
2107,0.2,-14.42,8.424,0.1,912.5
2108,0.2,-14.43,8.428,0.1,913.5
2109,0,-14.44,8.432,0,914
2110,0,-14.44,8.436,0,914
2111,0.2,-14.45,8.44,0.1,914.5
2112,0,-14.46,8.444,0,915
2113,-0.2,-14.46,8.448,-0.1,915
2114,-0.2,-14.47,8.452,-0.1,916
2115,-0.4,-14.48,8.456,-0.2,916.5
2116,-0.2,-14.49,8.46,-0.1,917
2117,-0.2,-14.49,8.464,-0.1,917
2118,0,-14.5,8.468,0,917.5
2119,0,-14.51,8.472,0,918.5
2120,-0.2,-14.51,8.476,-0.1,918.5
2121,0.2,-14.52,8.48,0.1,919
2122,0,-14.53,8.484,0,919.5
2123,0,-14.53,8.488,0,919.5
2124,0,-14.54,8.492,0,920.5
2125,0,-14.55,8.496,0,921
2126,0,-14.56,8.5,0,921.5
2127,-0.2,-14.56,8.504,-0.1,921.5
2128,0,-14.57,8.508,0,922
2129,0,-14.58,8.512,0,923
2130,-0.4,-14.58,8.516,-0.2,923
2131,0,-14.59,8.52,0,923.5
2132,0,-14.6,8.524,0,924
2133,0,-14.6,8.528,0,924
2134,-0.2,-14.61,8.532,-0.1,924.5
2135,0,-14.62,8.536,0,925.5
2136,0,-14.63,8.54,0,926
2137,-0.2,-14.63,8.544,-0.1,926
2138,0,-14.64,8.548,0,926.5
2139,0,-14.65,8.552,0,927
2140,0,-14.65,8.556,0,927
2141,0,-14.66,8.56,0,928
2142,0,-14.67,8.564,0,928.5
2143,0,-14.68,8.568,0,929
2144,0,-14.68,8.572,0,929
2145,-0.4,-14.69,8.576,-0.2,929.5
2146,0,-14.7,8.58,0,930.5
2147,0,-14.7,8.584,0,930.5
2148,-0.2,-14.71,8.588,-0.1,931
2149,0,-14.72,8.592,0,931.5
2150,0,-14.72,8.596,0,931.5
2151,-0.2,-14.73,8.6,-0.1,932.5
2152,-0.4,-14.74,8.604,-0.2,933
2153,-0.2,-14.75,8.608,-0.1,933.5
2154,0,-14.75,8.612,0,933.5
2155,0.2,-14.76,8.616,0.1,934
2156,0,-14.77,8.62,0,935
2157,0,-14.77,8.624,0,935
2158,0,-14.78,8.628,0,935.5
2159,0.2,-14.79,8.632,0.1,936
2160,0.2,-14.79,8.636,0.1,936
2161,0,-14.8,8.64,0,936.5
2162,0,-14.81,8.644,0,937.5
2163,0,-14.82,8.648,0,938
2164,-0.2,-14.82,8.652,-0.1,938
2165,0,-14.83,8.656,0,938.5
2166,-0.2,-14.84,8.66,-0.1,939
2167,0,-14.84,8.664,0,939
2168,-0.2,-14.85,8.668,-0.1,940
2169,0,-14.86,8.672,0,940.5
2170,-0.2,-14.87,8.676,-0.1,941
2171,0,-14.87,8.68,0,941
2172,0,-14.88,8.684,0,942
2173,0,-14.89,8.688,0,942.5
2174,-0.2,-14.89,8.692,-0.1,942.5
2175,0.2,-14.9,8.696,0.1,943
2176,0.2,-14.91,8.7,0.1,943.5
2177,0.2,-14.91,8.704,0.1,943.5
2178,0,-14.92,8.708,0,944.5
2179,-0.2,-14.93,8.712,-0.1,945
2180,0,-14.94,8.716,0,945.5
2181,0,-14.94,8.72,0,945.5
2182,-0.4,-14.95,8.724,-0.2,946
2183,0,-14.96,8.728,0,947
2184,0,-14.96,8.732,0,947
2185,0,-14.97,8.736,0,947.5
2186,0,-14.98,8.74,0,948
2187,-0.2,-14.98,8.744,-0.1,948
2188,0,-14.99,8.748,0,948.5
2189,0,-15,8.752,0,949.5
2190,0,-15.01,8.756,0,950
2191,0,-15.01,8.76,0,950
2192,0,-15.02,8.764,0,950.5
2193,0.2,-15.03,8.768,0.1,951.5
2194,0,-15.03,8.772,0,951.5
2195,0,-15.04,8.776,0,952
2196,0,-15.05,8.78,0,952.5
2197,0.2,-15.06,8.784,0.1,953
2198,0,-15.06,8.788,0,953
2199,0.2,-15.07,8.792,0.1,954
2200,0,-15.08,8.796,0,954.5
2201,0,-15.08,8.8,0,954.5
2202,-0.2,-15.09,8.804,-0.1,955
2203,0,-15.1,8.808,0,955.5
2204,0,-15.1,8.812,0,955.5
2205,0.2,-15.11,8.816,0.1,956.5
2206,0,-15.12,8.82,0,957
2207,-0.2,-15.13,8.824,-0.1,957.5
2208,0,-15.13,8.828,0,957.5
2209,0,-15.14,8.832,0,958
2210,0,-15.15,8.836,0,959
2211,0,-15.15,8.84,0,959
2212,0,-15.16,8.844,0,959.5
2213,0,-15.17,8.848,0,960
2214,0,-15.18,8.852,0,961
2215,0.2,-15.18,8.856,0.1,961
2216,0,-15.19,8.86,0,961.5
2217,-0.2,-15.2,8.864,-0.1,962
2218,0,-15.2,8.868,0,962
2219,0,-15.21,8.872,0,962.5
2220,0.2,-15.22,8.876,0.1,963.5
2221,0,-15.22,8.88,0,963.5
2222,0,-15.23,8.884,0,964
2223,-0.2,-15.24,8.888,-0.1,964.5
2224,0,-15.25,8.892,0,965
2225,0,-15.25,8.896,0,965
2226,0,-15.26,8.9,0,966
2227,0,-15.27,8.904,0,966.5
2228,0,-15.27,8.908,0,966.5
2229,0.2,-15.28,8.912,0.1,967
2230,0,-15.29,8.916,0,967.5
2231,0,-15.29,8.92,0,967.5
2232,-0.2,-15.3,8.924,-0.1,968.5
2233,0.2,-15.31,8.928,0.1,969
2234,0,-15.32,8.932,0,969.5
2235,0,-15.32,8.936,0,969.5
2236,0,-15.33,8.94,0,970.5
2237,-0.2,-15.34,8.944,-0.1,971
2238,0,-15.34,8.948,0,971
2239,0,-15.35,8.952,0,971.5
2240,0.2,-15.36,8.956,0.1,972
2241,0,-15.37,8.96,0,973
2242,-0.2,-15.37,8.964,-0.1,973
2243,-0.2,-15.38,8.968,-0.1,973.5
2244,-0.4,-15.39,8.972,-0.2,974
2245,-0.2,-15.39,8.976,-0.1,974
2246,0,-15.4,8.98,0,974.5
2247,-0.2,-15.4,8.984,-0.1,974.5
2248,-0.2,-15.4,8.988,-0.1,974.5
2249,-0.2,-15.41,8.992,-0.1,975.5
2250,-0.2,-15.42,8.996,-0.1,976
2251,0,-15.43,9,0,976.5
2252,0,-15.43,9.004,0,976.5
2253,0.2,-15.44,9.008,0.1,977
2254,0.2,-15.45,9.012,0.1,978
2255,0,-15.45,9.016,0,978
2256,-0.2,-15.46,9.02,-0.1,978.5
2257,0.2,-15.47,9.024,0.1,979
2258,0,-15.47,9.028,0,979
2259,0,-15.48,9.032,0,979.5
2260,0,-15.49,9.036,0,980.5
2261,0,-15.5,9.04,0,981
2262,0.2,-15.5,9.044,0.1,981
2263,0.6,-15.51,9.048,0.3,981.5
2264,0,-15.52,9.052,0,982.5
2265,0,-15.53,9.056,0,983
2266,-0.2,-15.53,9.06,-0.1,983
2267,0,-15.54,9.064,0,983.5
2268,-0.2,-15.55,9.068,-0.1,984
2269,0.2,-15.55,9.072,0.1,984
2270,0,-15.56,9.076,0,985
2271,0,-15.57,9.08,0,985.5
2272,0,-15.57,9.084,0,985.5
2273,0,-15.58,9.088,0,986
2274,0,-15.59,9.092,0,986.5
2275,0,-15.59,9.096,0,986.5
2276,0,-15.6,9.1,0,987.5
2277,0.2,-15.61,9.104,0.1,988
2278,0,-15.62,9.108,0,988.5
2279,0,-15.62,9.112,0,988.5
2280,0,-15.63,9.116,0,989
2281,0,-15.64,9.12,0,990
2282,-0.2,-15.64,9.124,-0.1,990
2283,0,-15.65,9.128,0,990.5
2284,-0.4,-15.66,9.132,-0.2,991
2285,-0.2,-15.66,9.136,-0.1,991
2286,-0.2,-15.67,9.14,-0.1,992
2287,0,-15.68,9.144,0,992.5
2288,0,-15.69,9.148,0,993
2289,0,-15.69,9.152,0,993
2290,0,-15.7,9.156,0,993.5
2291,0,-15.71,9.16,0,994.5
2292,-0.4,-15.71,9.164,-0.2,994.5
2293,0,-15.72,9.168,0,995
2294,-0.2,-15.73,9.172,-0.1,995.5
2295,0,-15.73,9.176,0,995.5
2296,0,-15.74,9.18,0,996
2297,0,-15.75,9.184,0,997
2298,0,-15.76,9.188,0,997.5
2299,0,-15.76,9.192,0,997.5
2300,0.2,-15.77,9.196,0.1,998
2301,0,-15.78,9.2,0,998.5
2302,0,-15.78,9.204,0,998.5
2303,0,-15.79,9.208,0,999.5
2304,0,-15.8,9.212,0,1000
2305,0.4,-15.81,9.216,0.2,1000.5
2306,0.4,-15.81,9.22,0.2,1000.5
2307,-0.2,-15.82,9.224,-0.1,1001.5
2308,0,-15.83,9.228,0,1002
2309,0,-15.83,9.232,0,1002
2310,0.2,-15.84,9.236,0.1,1002.5
2311,0.4,-15.85,9.24,0.2,1003
2312,0,-15.85,9.244,0,1003
2313,0,-15.86,9.248,0,1004
2314,0,-15.87,9.252,0,1004.5
2315,0,-15.88,9.256,0,1005
2316,0.2,-15.88,9.26,0.1,1005
2317,0,-15.89,9.264,0,1005.5
2318,0,-15.9,9.268,0,1006.5
2319,0,-15.9,9.272,0,1006.5
2320,0,-15.91,9.276,0,1007
2321,0,-15.92,9.28,0,1007.5
2322,0,-15.92,9.284,0,1007.5
2323,0,-15.93,9.288,0,1008
2324,0,-15.94,9.292,0,1009
2325,0.2,-15.95,9.296,0.1,1009.5
2326,0.4,-15.95,9.3,0.2,1009.5
2327,0.2,-15.96,9.304,0.1,1010
2328,-0.2,-15.97,9.308,-0.1,1011
2329,0,-15.97,9.312,0,1011
2330,-0.2,-15.98,9.316,-0.1,1011.5
2331,0,-15.99,9.32,0,1012
2332,0.2,-15.99,9.324,0.1,1012
2333,0,-16,9.328,0,1012.5
2334,0,-16.01,9.332,0,1013.5
2335,0.2,-16.02,9.336,0.1,1014
2336,-0.2,-16.02,9.34,-0.1,1014
2337,0.4,-16.03,9.344,0.2,1014.5
2338,0,-16.04,9.348,0,1015
2339,0,-16.04,9.352,0,1015
2340,0,-16.05,9.356,0,1016
2341,0,-16.06,9.36,0,1016.5
2342,-0.2,-16.06,9.364,-0.1,1016.5
2343,0,-16.07,9.368,0,1017
2344,-0.2,-16.08,9.372,-0.1,1017.5
2345,0,-16.08,9.376,0,1017.5
2346,0,-16.09,9.38,0,1018.5
2347,-0.2,-16.1,9.384,-0.1,1019
2348,0,-16.11,9.388,0,1019.5
2349,0.2,-16.11,9.392,0.1,1019.5
2350,0,-16.12,9.396,0,1020.5
2351,0,-16.13,9.4,0,1021
2352,-0.2,-16.13,9.404,-0.1,1021
2353,0.4,-16.14,9.408,0.2,1021.5
2354,0.2,-16.15,9.412,0.1,1022
2355,0.2,-16.15,9.416,0.1,1022
2356,0.2,-16.16,9.42,0.1,1023
2357,0,-16.17,9.424,0,1023.5
2358,0,-16.18,9.428,0,1024
2359,0,-16.18,9.432,0,1024
2360,0,-16.19,9.436,0,1024.5
2361,0,-16.2,9.44,0,1025.5
2362,0,-16.2,9.444,0,1025.5
2363,0,-16.21,9.448,0,1026
2364,0,-16.22,9.452,0,1026.5
2365,0,-16.22,9.456,0,1026.5
2366,0,-16.23,9.46,0,1027
2367,-0.4,-16.24,9.464,-0.2,1028
2368,-0.4,-16.25,9.468,-0.2,1028.5
2369,-0.2,-16.25,9.472,-0.1,1028.5
2370,0.2,-16.26,9.476,0.1,1029
2371,0,-16.27,9.48,0,1029.5
2372,0,-16.27,9.484,0,1029.5
2373,0,-16.28,9.488,0,1030.5
2374,0,-16.29,9.492,0,1031
2375,0,-16.29,9.496,0,1031
2376,0,-16.3,9.5,0,1031.5
2377,0,-16.31,9.504,0,1032.5
2378,0,-16.31,9.508,0,1032.5
2379,-0.2,-16.32,9.512,-0.1,1033
2380,0,-16.33,9.516,0,1033.5
2381,0,-16.33,9.52,0,1033.5
2382,0,-16.34,9.524,0,1034
2383,0,-16.35,9.528,0,1035
2384,-0.2,-16.36,9.532,-0.1,1035.5
2385,0.2,-16.36,9.536,0.1,1035.5
2386,0.2,-16.37,9.54,0.1,1036
2387,0,-16.38,9.544,0,1036.5
2388,-0.2,-16.38,9.548,-0.1,1036.5
2389,-0.2,-16.39,9.552,-0.1,1037.5
2390,0,-16.4,9.556,0,1038
2391,0.2,-16.41,9.56,0.1,1038.5
2392,0,-16.41,9.564,0,1038.5
2393,0,-16.42,9.568,0,1039
2394,0,-16.43,9.572,0,1040
2395,0,-16.43,9.576,0,1040
2396,0,-16.44,9.58,0,1040.5
2397,0.2,-16.45,9.584,0.1,1041
2398,0,-16.45,9.588,0,1041
2399,-0.2,-16.46,9.592,-0.1,1042
2400,0,-16.47,9.596,0,1042.5
2401,0,-16.48,9.6,0,1043
2402,0,-16.48,9.604,0,1043
2403,0,-16.49,9.608,0,1043.5
2404,0,-16.49,9.612,0,1043.5
2405,0,-16.5,9.616,0,1044.5
2406,-0.4,-16.51,9.62,-0.2,1045
2407,-0.2,-16.52,9.624,-0.1,1045.5
2408,0,-16.52,9.628,0,1045.5
2409,0.4,-16.53,9.632,0.2,1046
2410,0,-16.54,9.636,0,1047
2411,-0.2,-16.54,9.64,-0.1,1047
2412,-0.2,-16.55,9.644,-0.1,1047.5
2413,-0.6,-16.56,9.648,-0.3,1048
2414,0,-16.56,9.652,0,1048
2415,0,-16.57,9.656,0,1048.5
2416,0,-16.58,9.66,0,1049.5
2417,0,-16.59,9.664,0,1050
2418,0.2,-16.59,9.668,0.1,1050
2419,0.4,-16.6,9.672,0.2,1050.5
2420,0.4,-16.61,9.676,0.2,1051.5
2421,0.2,-16.61,9.68,0.1,1051.5
2422,0,-16.62,9.684,0,1052
2423,0,-16.63,9.688,0,1052.5
2424,0.2,-16.63,9.692,0.1,1052.5
2425,0.2,-16.64,9.696,0.1,1053
2426,0.2,-16.65,9.7,0.1,1054
2427,0,-16.66,9.704,0,1054.5
2428,0,-16.66,9.708,0,1054.5
2429,0.2,-16.67,9.712,0.1,1055
2430,0.2,-16.67,9.716,0.1,1055
2431,0,-16.68,9.72,0,1055.5
2432,0,-16.69,9.724,0,1056.5
2433,0,-16.7,9.728,0,1057
2434,0.4,-16.7,9.732,0.2,1057
2435,0.2,-16.71,9.736,0.1,1057.5
2436,0,-16.72,9.74,0,1058
2437,-0.4,-16.72,9.744,-0.2,1058
2438,-0.2,-16.73,9.748,-0.1,1059
2439,0.2,-16.74,9.752,0.1,1059.5
2440,0.2,-16.75,9.756,0.1,1060
2441,-0.2,-16.75,9.76,-0.1,1060
2442,-0.4,-16.76,9.764,-0.2,1061
2443,-0.2,-16.77,9.768,-0.1,1061.5
2444,0,-16.77,9.772,0,1061.5
2445,0,-16.78,9.776,0,1062
2446,0,-16.79,9.78,0,1062.5
2447,0,-16.79,9.784,0,1062.5
2448,-0.2,-16.8,9.788,-0.1,1063.5
2449,0,-16.81,9.792,0,1064
2450,0.2,-16.82,9.796,0.1,1064.5
2451,0,-16.82,9.8,0,1064.5
2452,0.2,-16.83,9.804,0.1,1065
2453,0.2,-16.83,9.808,0.1,1065
2454,0.2,-16.84,9.812,0.1,1066
2455,0,-16.85,9.816,0,1066.5
2456,0,-16.86,9.82,0,1067
2457,0,-16.86,9.824,0,1067
2458,0.2,-16.87,9.828,0.1,1067.5
2459,0,-16.88,9.832,0,1068.5
2460,0,-16.89,9.836,0,1069
2461,0,-16.89,9.84,0,1069
2462,0,-16.9,9.844,0,1069.5
2463,-0.2,-16.9,9.848,-0.1,1069.5
2464,0,-16.91,9.852,0,1070.5
2465,-0.2,-16.92,9.856,-0.1,1071
2466,0,-16.93,9.86,0,1071.5
2467,0,-16.93,9.864,0,1071.5
2468,0,-16.94,9.868,0,1072
2469,-0.2,-16.95,9.872,-0.1,1073
2470,0,-16.95,9.876,0,1073
2471,0,-16.96,9.88,0,1073.5
2472,-0.2,-16.97,9.884,-0.1,1074
2473,0,-16.97,9.888,0,1074
2474,-0.2,-16.98,9.892,-0.1,1074.5
2475,-0.2,-16.99,9.896,-0.1,1075.5
2476,0,-17,9.9,0,1076
2477,-0.2,-17,9.904,-0.1,1076
2478,0,-17.01,9.908,0,1076.5
2479,0.2,-17.02,9.912,0.1,1077
2480,0,-17.02,9.916,0,1077
2481,0,-17.03,9.92,0,1078
2482,0.2,-17.04,9.924,0.1,1078.5
2483,0,-17.04,9.928,0,1078.5
2484,0.4,-17.05,9.932,0.2,1079
2485,0,-17.06,9.936,0,1079.5
2486,0,-17.07,9.94,0,1080.5
2487,0,-17.07,9.944,0,1080.5
2488,0,-17.08,9.948,0,1081
2489,0.2,-17.09,9.952,0.1,1081.5
2490,0,-17.09,9.956,0,1081.5
2491,0,-17.1,9.96,0,1082.5
2492,0.2,-17.11,9.964,0.1,1083
2493,0,-17.11,9.968,0,1083
2494,0.4,-17.12,9.972,0.2,1083.5
2495,0,-17.13,9.976,0,1084
2496,0,-17.13,9.98,0,1084
2497,0,-17.14,9.984,0,1085
2498,0,-17.15,9.988,0,1085.5
2499,0,-17.16,9.992,0,1086
2500,0,-17.16,9.996,0,1086
2501,-0.2,-17.17,10,-0.1,1086.5
2502,-0.2,-17.18,10.004,-0.1,1087.5
2503,-0.4,-17.18,10.008,-0.2,1087.5
2504,0,-17.19,10.012,0,1088
2505,0,-17.2,10.016,0,1088.5
2506,-0.2,-17.2,10.02,-0.1,1088.5
2507,-0.2,-17.21,10.024,-0.1,1089
2508,0,-17.22,10.028,0,1090
2509,0,-17.23,10.032,0,1090.5
2510,0,-17.23,10.036,0,1090.5
2511,0,-17.24,10.04,0,1091
2512,0,-17.24,10.044,0,1091
2513,0,-17.25,10.048,0,1092
2514,0,-17.26,10.052,0,1092.5
2515,0,-17.27,10.056,0,1093
2516,0,-17.27,10.06,0,1093
2517,-0.2,-17.28,10.064,-0.1,1093.5
2518,0,-17.29,10.068,0,1094.5
2519,0,-17.29,10.072,0,1094.5
2520,0,-17.3,10.076,0,1095
2521,0.2,-17.31,10.08,0.1,1095.5
2522,0,-17.31,10.084,0,1095.5
2523,0.2,-17.32,10.088,0.1,1096
2524,0,-17.33,10.092,0,1097
2525,0.4,-17.34,10.096,0.2,1097.5
2526,0,-17.34,10.1,0,1097.5
2527,0.2,-17.35,10.104,0.1,1098
2528,0,-17.36,10.108,0,1098.5
2529,0,-17.36,10.112,0,1098.5
2530,0,-17.37,10.116,0,1099.5
2531,0.2,-17.38,10.12,0.1,1100
2532,0,-17.38,10.124,0,1100
2533,0,-17.39,10.128,0,1100.5
2534,-0.4,-17.41,10.132,-0.2,1102
2535,-0.2,-17.42,10.136,-0.1,1102.5
2536,0,-17.42,10.14,0,1102.5
2537,0,-17.43,10.144,0,1103
2538,-0.2,-17.44,10.148,-0.1,1104
2539,0.2,-17.44,10.152,0.1,1104
2540,0,-17.45,10.156,0,1104.5
2541,-0.2,-17.46,10.16,-0.1,1105
2542,0,-17.46,10.164,0,1105
2543,0,-17.47,10.168,0,1105.5
2544,0.2,-17.48,10.172,0.1,1106.5
2545,0,-17.48,10.176,0,1106.5
2546,0.2,-17.49,10.18,0.1,1107
2547,0.6,-17.5,10.184,0.3,1107.5
2548,0,-17.51,10.188,0,1108
2549,0.2,-17.51,10.192,0.1,1108
2550,0,-17.52,10.196,0,1109
2551,-0.2,-17.53,10.2,-0.1,1109.5
2552,0,-17.53,10.204,0,1109.5
2553,0.4,-17.54,10.208,0.2,1110
2554,0.2,-17.55,10.212,0.1,1111
2555,-0.2,-17.55,10.216,-0.1,1111
2556,0,-17.56,10.22,0,1111.5
2557,0,-17.57,10.224,0,1112
2558,0,-17.58,10.228,0,1112.5
2559,0,-17.58,10.232,0,1112.5
2560,0,-17.59,10.236,0,1113.5
2561,0,-17.6,10.24,0,1114
2562,-0.2,-17.6,10.244,-0.1,1114
2563,-0.2,-17.61,10.248,-0.1,1114.5
2564,-0.2,-17.62,10.252,-0.1,1115
2565,-0.2,-17.62,10.256,-0.1,1115
2566,0,-17.63,10.26,0,1116
2567,0,-17.64,10.264,0,1116.5
2568,0,-17.65,10.268,0,1117
2569,-0.2,-17.65,10.272,-0.1,1117
2570,0,-17.66,10.276,0,1117.5
2571,-0.2,-17.67,10.28,-0.1,1118.5
2572,-0.4,-17.67,10.284,-0.2,1118.5
2573,-0.2,-17.68,10.288,-0.1,1119
2574,-0.2,-17.69,10.292,-0.1,1119.5
2575,0,-17.69,10.296,0,1119.5
2576,0,-17.7,10.3,0,1120.5
2577,0.2,-17.71,10.304,0.1,1121
