name,method,calculation,slope,score,strain,rsquared,inconclusive
pf05MT1,inflection,minimum score,127.53298766664605,0.4197191863754671,0.0631,0.8021163226415233,FALSE
pf05MT2,fds,minimum score,155.1497167891003,0.4329064673736422,0.0499,0.8021163226415233,FALSE
pf05UT1,fds,minimum score,222.6749812960614,0.3358618387482321,0.07010000000000001,0.8021163226415233,FALSE
pf05UT2,inflection,median strain,72.21330860136604,0.4532141333294704,0.0711,0.8021163226415233,FALSE
pf05UT3,max,max,93.85663453983429,0.23721789455456738,0.1226,0.8021163226415233,FALSE
pf06CP1,max,max,85.08946751728986,0.3154577020901419,0.09000000000000001,0.8021163226415233,FALSE
pf06CP2,fds,minimum score,106.85767619367152,0.32635721420987907,0.061500000000000006,0.8021163226415233,FALSE
pf06CP3,fds,minimum score,160.98551376093866,0.35269913686391224,0.0427,0.8021163226415233,FALSE
pf06CP4,fds,minimum score,94.57155822283204,0.19413890206285617,0.0603,0.8021163226415233,FALSE
pf06LT1,fds,minimum score,170.35064943522505,0.5106779642752897,0.0786,0.8021163226415233,FALSE
pf06LT2,fds,minimum score,155.1523632074735,0.46449995828528134,0.035500000000000004,0.8021163226415233,FALSE
pf06LT3,fds,minimum score,146.68206481817538,0.5159927111611452,0.0487,0.8021163226415233,FALSE
pf06MT1,inflection,minimum score,163.42062012995925,0.5427918858501034,0.0391,0.8021163226415233,FALSE
pf06MT2,max,max,426.6315499897342,0.7185672128464068,0.0711,0.8021163226415233,TRUE
pf06MT3,fds,minimum score,124.85853494975335,0.4217324451543173,0.051500000000000004,0.8021163226415233,FALSE
pf06MT4,inflection,minimum score,136.04532686514648,0.495198764679734,0.0711,0.8021163226415233,FALSE
pf06UT1,max,max,121.21426716495914,0.47740268380527706,0.138,0.8021163226415233,FALSE
pf06UT2,fds,minimum score,112.59012007598102,0.43573349370645387,0.058800000000000005,0.8021163226415233,FALSE
pf06UT3,fds,minimum score,122.83201537284195,0.4004259342834773,0.0877,0.8021163226415233,FALSE
pf07CP1,fds,median strain,55.52493947084365,0.22575011175559426,0.0634,0.8021163226415233,FALSE
pf07CP2,max,median strain,80.7580616856167,0.42782758099364515,0.08900000000000001,0.8021163226415233,FALSE
pf07CP3,fds,minimum score,51.09823025805633,0.26730368631837836,0.0729,0.8021163226415233,FALSE
pf07LT1,fds,minimum score,22.162995038033667,0.4716081430044418,0.0171,0.8021163226415233,FALSE
pf07LT2,inflection,minimum score,76.68756346497189,0.5052682490049476,0.041100000000000005,0.8021163226415233,FALSE
pf07LT3,inflection,minimum score,64.9669557913587,0.7503389127673636,0.037000000000000005,0.8021163226415233,TRUE
pf07MT1,fds,minimum score,103.04131155743748,0.4502275584160167,0.046400000000000004,0.8021163226415233,FALSE
pf07MT2,inflection,median strain,54.63493844823841,0.27761015351160934,0.0514,0.8021163226415233,FALSE
pf07MT3,fds,median strain,53.15934819594436,0.24161760659873543,0.058100000000000006,0.8021163226415233,FALSE
pf07UT1,fds,minimum score,142.51421126874212,0.503998841952053,0.048100000000000004,0.8021163226415233,FALSE
pf07UT2,inflection,minimum score,119.4446940071331,0.4624360027693578,0.0477,0.8021163226415233,FALSE
pf07UT3,fds,minimum score,98.02444109466205,0.29072915257673954,0.058100000000000006,0.8021163226415233,FALSE
pf07UT4,fds,median strain,53.58894366282574,0.1936807979243235,0.058,0.8021163226415233,FALSE
pf08CP1,fds,minimum score,111.99121188972806,0.2024839911429135,0.020900000000000002,0.8021163226415233,FALSE
pf08CP2,fds,minimum score,98.7115238979451,0.32303702622593333,0.0263,0.8021163226415233,FALSE
pf08CP3,fds,minimum score,109.14710789195412,0.3004396916214729,0.0603,0.8021163226415233,FALSE
pf08LT1,inflection,minimum score,202.8980369708086,0.5034070397909475,0.042300000000000004,0.8021163226415233,FALSE
pf08LT2,fds,median strain,3.6948058623915427,0.686209282592937,0.0114,0.8021163226415233,TRUE
pf08LT3,inflection,minimum score,83.20499445958852,0.42346422017764135,0.0159,0.8021163226415233,FALSE
pf08MT1,fds,median strain,97.41088835962252,0.2052130519943754,0.0322,0.8021163226415233,FALSE
pf08MT2,fds,minimum score,167.09989616058297,0.5644889125386301,0.0477,0.8021163226415233,FALSE
pf08MT3,fds,median strain,197.02940652792185,0.5033394865655497,0.0347,0.8021163226415233,FALSE
pf08UT1,fds,minimum score,175.38020747989452,0.45955234238415654,0.0748,0.8021163226415233,FALSE
pf08UT2,inflection,minimum score,150.1227692672078,0.46075506808303895,0.0495,0.8021163226415233,FALSE
pf08UT3,inflection,minimum score,114.00938809655719,0.3914762744988852,0.0843,0.8021163226415233,FALSE
pf08UT4,inflection,minimum score,195.87815842334072,0.4661776896440754,0.09340000000000001,0.8021163226415233,FALSE
pf09CP1,fds,median strain,151.42404083218204,0.3930034142365003,0.028300000000000002,0.8021163226415233,FALSE
pf09CP2,fds,minimum score,122.02644347812597,0.4221783546777678,0.0504,0.8021163226415233,FALSE
pf09CP3,fds,minimum score,70.14366235328492,0.2313750464156885,0.0599,0.8021163226415233,FALSE
pf09LT1,fds,median strain,55.41434100998139,0.2573981613674619,0.050800000000000005,0.8021163226415233,FALSE
pf09LT2,max,max,26.440812557511094,0.15708872531749193,0.1782,0.8021163226415233,FALSE
pf09LT3,fds,minimum score,75.81894518161897,0.20627962903741714,0.054900000000000004,0.8021163226415233,FALSE
pf09MT1,fds,minimum score,45.30867858698683,0.4158964240017055,0.0439,0.8021163226415233,FALSE
pf09MT2,inflection,minimum score,100.60662074812898,0.4498773851133733,0.023200000000000002,0.8021163226415233,FALSE
pf09MT3,fds,minimum score,66.93067441961263,0.34726404194023053,0.054400000000000004,0.8021163226415233,FALSE
pf09UT1,fds,minimum score,143.75816040923974,0.4076616306232134,0.0545,0.8021163226415233,FALSE
pf09UT2,inflection,median strain,176.1277731811475,0.5064037160637263,0.0545,0.8021163226415233,FALSE
pf09UT3,inflection,minimum score,137.47973121351922,0.226231300008705,0.075,0.8021163226415233,FALSE
pf10CP1,inflection,minimum score,43.433037654047865,0.3774578949380264,0.037000000000000005,0.8021163226415233,FALSE
pf10CP2,inflection,minimum score,83.78502123256831,0.4015573671343471,0.040400000000000005,0.8021163226415233,FALSE
pf10CP3,fds,minimum score,105.49531275415771,0.36211275827294603,0.061000000000000006,0.8021163226415233,FALSE
pf10LT1,fds,median strain,16.937648374567935,0.5113617170336656,0.0245,0.8021163226415233,TRUE
pf10LT2,fds,median strain,91.35175757859082,0.3413645921441718,0.097,0.8021163226415233,FALSE
pf10LT3,fds,minimum score,67.95726612703739,0.30738697781452085,0.0553,0.8021163226415233,FALSE
pf10MT1,max,max,41.780412115517464,0.3932345035259997,0.196,0.8021163226415233,FALSE
pf10MT2,fds,minimum score,37.282428070457854,0.297745318349153,0.0477,0.8021163226415233,FALSE
pf10MT3,inflection,minimum score,78.8898629807084,0.5041251104499569,0.042300000000000004,0.8021163226415233,FALSE
pf10UT1,inflection,minimum score,105.02102935223581,0.21668062526116982,0.1724,0.8021163226415233,FALSE
pf10UT2,max,minimum score,138.49674049046743,0.4884758207832489,0.0601,0.8021163226415233,FALSE
pf10UT3,max,median strain,118.02155289492404,0.4696230080813776,0.0693,0.8021163226415233,FALSE
pf11CP1,fds,minimum score,66.61847341742467,0.2286843606887028,0.0205,0.8021163226415233,FALSE
pf11CP2,fds,median strain,103.61896928824468,0.3101162197036834,0.040100000000000004,0.8021163226415233,FALSE
pf11CP3,fds,median strain,66.61623363727297,0.24606289625508584,0.054,0.8021163226415233,FALSE
pf11CP4,max,max,296.45055398724196,0.6463192086318096,0.0753,0.8021163226415233,FALSE
pf11LT1,fds,minimum score,176.9118847329661,0.5681535610593771,0.0441,0.8021163226415233,FALSE
pf11LT2,max,max,347.80153596998014,0.7360121919113326,0.06620000000000001,0.8021163226415233,TRUE
pf11LT3,fds,median strain,139.33054363995856,0.4894253581233808,0.0333,0.8021163226415233,FALSE
pf11MT1,fds,minimum score,104.13814583268045,0.4332509750179802,0.030100000000000002,0.8021163226415233,FALSE
pf11MT2,max,median strain,238.85038073208818,0.674634019519769,0.06670000000000001,0.8021163226415233,FALSE
pf11MT3,fds,median strain,91.30545021912131,0.30928812808401035,0.048600000000000004,0.8021163226415233,FALSE
pf11UT1,inflection,median strain,120.5802974196664,0.3824159594480087,0.1188,0.8021163226415233,FALSE
pf11UT2,fds,median strain,76.84007166421512,0.38036443466059777,0.1275,0.8021163226415233,FALSE
pf11UT3,fds,median strain,98.93278891213477,0.39445526267793746,0.1114,0.8021163226415233,FALSE
pf11UT4,max,max,345.77736034656726,0.6016171744708134,0.1777,0.8021163226415233,FALSE
pf11UT5,fds,median strain,95.65546261475777,0.28898364368006724,0.10200000000000001,0.8021163226415233,FALSE
pf12CP1,max,max,206.30779268504193,0.404256146626066,0.1558,0.8021163226415233,FALSE
pf12CP2,fds,median strain,99.07558832167324,0.17212546190275774,0.043500000000000004,0.8021163226415233,FALSE
pf12CP3,max,minimum score,353.452805057225,0.6176990944864662,0.0636,0.8021163226415233,FALSE
pf12LT1,inflection,minimum score,255.8187316284318,0.7143101724559869,0.0465,0.8021163226415233,TRUE
pf12LT2,inflection,minimum score,173.92232105529698,0.40214654681437756,0.0648,0.8021163226415233,FALSE
pf12LT3,inflection,minimum score,114.35658655106106,0.48372058318243216,0.08270000000000001,0.8021163226415233,FALSE
pf12MT1,fds,median strain,104.57293290872448,0.36622729208405735,0.043300000000000005,0.8021163226415233,FALSE
pf12MT2,fds,minimum score,134.54489965946513,0.39964260586580147,0.0328,0.8021163226415233,FALSE
pf12MT3,fds,minimum score,124.17657345605139,0.4444822137440692,0.050100000000000006,0.8021163226415233,FALSE
pf12UT1,fds,minimum score,155.20420046188036,0.3479081360081986,0.058100000000000006,0.8021163226415233,FALSE
pf12UT2,max,median strain,206.36799727268465,0.44170180421199273,0.1607,0.8021163226415233,FALSE
pf12UT3,max,max,103.34414100841093,0.22176837999403295,0.0892,0.8021163226415233,FALSE
pf12UT4,fds,minimum score,152.56852331417218,0.17810500168967255,0.058800000000000005,0.8021163226415233,FALSE
pf13CP1,inflection,median strain,65.00517437605089,0.23153526704076358,0.0397,0.8021163226415233,FALSE
pf13CP2,max,median strain,72.28455997846882,0.2761612786037906,0.0941,0.8021163226415233,FALSE
pf13CP3,inflection,median strain,29.132584609748974,0.3979455771488261,0.015700000000000002,0.8021163226415233,FALSE
pf13LT1,inflection,minimum score,52.52711837194242,0.16391898451081588,0.0227,0.8021163226415233,FALSE
pf13LT2,max,max,66.82308693737082,0.719425502277125,0.1829,0.8021163226415233,TRUE
pf13LT3,fds,median strain,19.610163993025218,1.1840173197079942,0.0373,0.8021163226415233,TRUE
pf13MT1,fds,median strain,1.7103293099932797,2.8149919108886974,0.035300000000000005,0.8021163226415233,TRUE
pf13MT2,inflection,minimum score,72.61483331928679,0.5407484128924899,0.056900000000000006,0.8021163226415233,FALSE
pf13MT3,fds,minimum score,70.73062789764518,0.44866403265477905,0.0145,0.8021163226415233,FALSE
pf13UT1,inflection,median strain,160.47312700676454,0.2433667424949295,0.0804,0.8021163226415233,FALSE
pf13UT2,fds,minimum score,66.11625915028341,0.1862779261146866,0.0558,0.8021163226415233,FALSE
pf13UT3,inflection,median strain,128.70648814161623,0.3741121725706409,0.0568,0.8021163226415233,FALSE
pf13UT4,max,max,276.1495530588983,0.5591977026339994,0.1105,0.8021163226415233,FALSE
pf13UT5,inflection,minimum score,69.57235774184048,0.2582001663261214,0.0806,0.8021163226415233,FALSE
pf14CP1,fds,minimum score,123.76262098632613,0.29584668346290816,0.034300000000000004,0.8021163226415233,FALSE
pf14CP2,fds,minimum score,168.5669415671914,0.35513995790188646,0.054200000000000005,0.8021163226415233,FALSE
pf14CP3,fds,minimum score,172.3505407905526,0.3108242689192267,0.051000000000000004,0.8021163226415233,FALSE
pf14LT1,fds,minimum score,159.42019919507456,0.40819728754075085,0.027,0.8021163226415233,FALSE
pf14LT2,inflection,minimum score,166.47432623589515,0.3769567670344219,0.0408,0.8021163226415233,FALSE
pf14LT3,fds,minimum score,183.26180111474702,0.5378462248874614,0.043300000000000005,0.8021163226415233,FALSE
pf14MT1,fds,minimum score,123.49385414785549,0.49218963883026856,0.048,0.8021163226415233,FALSE
pf14MT2,fds,minimum score,153.0516575710858,0.5398247530908579,0.0432,0.8021163226415233,FALSE
pf14MT3,max,max,95.41989745913955,0.3842375646051833,0.0704,0.8021163226415233,FALSE
pf14UT2,inflection,median strain,165.4579591762774,0.4165766658819707,0.0771,0.8021163226415233,FALSE
pf14UT3,fds,median strain,105.72266611730564,0.3350528754057818,0.0519,0.8021163226415233,FALSE
pf14UT4,fds,minimum score,126.38082540041916,0.388191122137066,0.058100000000000006,0.8021163226415233,FALSE
pf15CP1,fds,median strain,28.115297785357527,0.5757939039561473,0.012400000000000001,0.8021163226415233,FALSE
pf15CP3,fds,minimum score,234.63315638957437,0.36372630084725055,0.0453,0.8021163226415233,FALSE
pf15CP4,max,max,227.06343130983606,0.4357310430372909,0.0765,0.8021163226415233,FALSE
pf15LT1,max,max,192.41319833585737,0.5098718401570526,0.061700000000000005,0.8021163226415233,FALSE
pf15LT2,fds,minimum score,187.69695859756564,0.5174843288708141,0.0475,0.8021163226415233,FALSE
pf15LT3,inflection,minimum score,123.13524905788032,0.40192560892266666,0.0466,0.8021163226415233,FALSE
pf15MT1,inflection,median strain,44.560450802607434,0.2494736723700584,0.0693,0.8021163226415233,FALSE
pf15MT2,fds,minimum score,99.49759646567932,0.4085958565143224,0.0519,0.8021163226415233,FALSE
pf15MT3,fds,minimum score,76.64092473570491,0.15879382757486032,0.0732,0.8021163226415233,FALSE
pf15UT1,fds,minimum score,157.6794491487754,0.44355797843595063,0.07540000000000001,0.8021163226415233,FALSE
pf15UT2,fds,minimum score,209.05738439300254,0.4260580039324453,0.0772,0.8021163226415233,FALSE
pf15UT3,inflection,minimum score,178.36075482328872,0.44822195929317915,0.09970000000000001,0.8021163226415233,FALSE
pf15UT4,inflection,minimum score,82.69408831705113,0.1859305852393684,0.07490000000000001,0.8021163226415233,FALSE
pf16CP1,fds,minimum score,107.22998978431535,0.248298755689096,0.0375,0.8021163226415233,FALSE
pf16CP2,fds,median strain,380.36171595420717,0.6582231743761827,0.065,0.8021163226415233,FALSE
pf16CP3,fds,minimum score,209.54071874575678,0.4587646390813199,0.1062,0.8021163226415233,FALSE
pf16LT1,fds,minimum score,127.08883552174235,0.40039110040223264,0.0302,0.8021163226415233,FALSE
pf16LT2,max,max,204.0523942459591,0.6908811150297683,0.0666,0.8021163226415233,FALSE
pf16LT3,inflection,median strain,216.6885017598806,0.38201423489479786,0.0367,0.8021163226415233,FALSE
pf16MT1,fds,median strain,88.98293954314356,0.38646091816007866,0.052000000000000005,0.8021163226415233,FALSE
pf16MT2,fds,median strain,38.43311559954663,0.2447248801657694,0.019,0.8021163226415233,FALSE
pf16MT3,max,minimum score,234.98917156744517,0.612529649899058,0.0712,0.8021163226415233,FALSE
pf16UT1,max,max,129.8400866370617,0.3491259250136779,0.09910000000000001,0.8021163226415233,FALSE
pf16UT2,max,max,281.93508674079237,0.5594241985734046,0.1092,0.8021163226415233,FALSE
pf16UT3,fds,median strain,109.46961298422367,0.2941723075542521,0.046,0.8021163226415233,FALSE
pf17CP1,max,max,109.08688539952954,0.22113160176988084,0.13140000000000002,0.8021163226415233,FALSE
pf17CP2,fds,minimum score,241.78158428779963,0.5084778215609701,0.0568,0.8021163226415233,FALSE
pf17CP3,max,median strain,356.619660778166,0.905502676962275,0.0629,0.8021163226415233,TRUE
pf17LT1,fds,minimum score,95.33133484885175,0.4165281155455377,0.0434,0.8021163226415233,FALSE
pf17LT2,fds,minimum score,72.53860470925264,0.13619792297099564,0.0219,0.8021163226415233,FALSE
pf17LT3,fds,median strain,129.77902712011732,0.4284538065065162,0.049300000000000004,0.8021163226415233,FALSE
pf17MT1,fds,minimum score,78.02041168822707,0.3001628651772316,0.039900000000000005,0.8021163226415233,FALSE
pf17MT2,inflection,minimum score,53.69693654513502,0.3408537257216628,0.059300000000000005,0.8021163226415233,FALSE
pf17MT3,fds,median strain,86.52020189400497,0.5226804715258323,0.0504,0.8021163226415233,FALSE
pf17UT1,inflection,median strain,53.497236576927655,0.2596470386068336,0.044500000000000005,0.8021163226415233,FALSE
pf17UT2,fds,median strain,182.11251874322537,0.3102467309305119,0.0606,0.8021163226415233,FALSE
pf17UT3,fds,minimum score,97.29177192842789,0.37814695010199295,0.0519,0.8021163226415233,FALSE
pf18CP1,inflection,median strain,143.95754001547024,0.5507441537478097,0.058800000000000005,0.8021163226415233,FALSE
pf18CP2,fds,minimum score,122.76175401401736,0.16901669674954525,0.1355,0.8021163226415233,FALSE
pf18CP3,fds,minimum score,125.23297111384923,0.3390057368932984,0.07590000000000001,0.8021163226415233,FALSE
pf18LT1,inflection,minimum score,208.80523014163842,0.7438852766231876,0.056,0.8021163226415233,TRUE
pf18LT2,fds,minimum score,129.18185201072748,0.41267871553763624,0.0546,0.8021163226415233,FALSE
pf18LT3,max,minimum score,219.92949642309128,0.7206776932685471,0.061900000000000004,0.8021163226415233,TRUE
pf18MT1,inflection,minimum score,282.535020815459,0.7098076544506735,0.08080000000000001,0.8021163226415233,TRUE
pf18MT2,inflection,median strain,107.12743302937311,0.4364843680232308,0.055600000000000004,0.8021163226415233,FALSE
pf18MT3,fds,minimum score,401.5231747450671,0.6799991562480451,0.0364,0.8021163226415233,FALSE
pf18UT1,fds,minimum score,81.43086075199957,0.16363225025307407,0.0936,0.8021163226415233,FALSE
pf18UT2,inflection,median strain,137.70137940213368,0.3874039767806884,0.0685,0.8021163226415233,FALSE
pf18UT3,fds,median strain,167.67015516613046,0.3716697179979355,0.0813,0.8021163226415233,FALSE
pf19CP1,inflection,median strain,82.48075917564198,0.4060595344336957,0.0379,0.8021163226415233,FALSE
pf19CP2,fds,minimum score,119.26040749113982,0.38021076569246887,0.044500000000000005,0.8021163226415233,FALSE
pf19CP3,fds,minimum score,144.3993964977671,0.34997872763597454,0.0325,0.8021163226415233,FALSE
pf19LT1,fds,minimum score,104.06939662950913,0.5093081522599605,0.031200000000000002,0.8021163226415233,FALSE
pf19LT2,fds,minimum score,127.90120493350848,0.35777053664503855,0.0388,0.8021163226415233,FALSE
pf19LT3,inflection,minimum score,100.7742670041659,0.45758718249778646,0.0546,0.8021163226415233,FALSE
pf19MT1,max,max,111.10927203219153,0.42828831982693133,0.08600000000000001,0.8021163226415233,FALSE
pf19MT2,fds,minimum score,152.1336770050674,0.3471155087319186,0.0442,0.8021163226415233,FALSE
pf19MT3,max,minimum score,299.87258498444237,0.7165312049892609,0.06670000000000001,0.8021163226415233,TRUE
pf19UT1,inflection,minimum score,110.10070057394898,0.4226140011882375,0.053700000000000005,0.8021163226415233,FALSE
pf19UT2,fds,minimum score,119.15175719922557,0.5032308318326889,0.0608,0.8021163226415233,FALSE
pf19UT3,fds,minimum score,162.4845315508547,0.36561459416794945,0.06280000000000001,0.8021163226415233,FALSE
pf20CP1,fds,median strain,172.5844417979097,0.3430840664055287,0.0862,0.8021163226415233,FALSE
pf20CP2,fds,median strain,125.88959632329865,0.5635060152619484,0.034800000000000005,0.8021163226415233,FALSE
pf20CP3,fds,median strain,78.61712742698703,0.18708081655751413,0.058800000000000005,0.8021163226415233,FALSE
pf20CP4,max,max,418.74850527073784,0.6520908981677985,0.0839,0.8021163226415233,FALSE
pf20LT1,inflection,minimum score,69.11712058821432,0.31436541678300217,0.02,0.8021163226415233,FALSE
pf20LT2,max,median strain,101.30884135172474,0.33275935975924215,0.061700000000000005,0.8021163226415233,FALSE
pf20MT1,inflection,minimum score,107.60329128790123,0.39066249715748946,0.043500000000000004,0.8021163226415233,FALSE
pf20MT2,max,median strain,118.74706131089556,0.405475836952688,0.0625,0.8021163226415233,FALSE
pf20MT3,fds,median strain,107.77650501272825,0.5294729365254967,0.0918,0.8021163226415233,FALSE
pf20UT1,fds,median strain,107.90399026774766,0.17964049247907968,0.11040000000000001,0.8021163226415233,FALSE
pf20UT2,max,median strain,501.1062381688193,0.6386593942650831,0.11230000000000001,0.8021163226415233,FALSE
pf20UT3,fds,minimum score,212.78027644028614,0.35806968095139274,0.035,0.8021163226415233,FALSE
pf20UT4,max,max,207.1525572407652,0.4616260220961354,0.1119,0.8021163226415233,FALSE
pf21CP1,max,max,334.6027952597418,0.8532331521113105,0.1143,0.8021163226415233,TRUE
pf21CP2,inflection,median strain,71.72446996037658,0.12481573966734646,0.0247,0.8021163226415233,FALSE
pf21CP3,fds,minimum score,47.549614181339784,0.46505867670253415,0.050800000000000005,0.8021163226415233,FALSE
pf21LT1,max,max,65.83154112415292,0.1614348732160212,0.1111,0.8021163226415233,FALSE
pf21LT2,fds,median strain,96.86181443759013,0.32180213041529965,0.076,0.8021163226415233,FALSE
pf21MT1,fds,median strain,135.82399917223813,0.632414842827296,0.0703,0.8021163226415233,FALSE
pf21MT2,inflection,minimum score,75.55817004764842,0.4282415274995871,0.0613,0.8021163226415233,FALSE
pf21MT3,fds,minimum score,80.69150239926127,0.46280025028874705,0.0548,0.8021163226415233,FALSE
pf21UT1,max,max,198.20051631940908,0.44971112822646925,0.063,0.8021163226415233,FALSE
pf21UT2,fds,minimum score,118.89830971181206,0.3775377999428598,0.0748,0.8021163226415233,FALSE
pf21UT3,max,max,133.8855923849373,0.11311323367667851,0.1584,0.8021163226415233,FALSE
sv01CP1,inflection,minimum score,185.96769895577972,0.4229310597691928,0.0475,0.8021163226415233,FALSE
sv01CP2,inflection,minimum score,222.4094591576208,0.49178880066013403,0.0444,0.8021163226415233,FALSE
sv01CP3,inflection,minimum score,222.91568232295268,0.5654335833018554,0.038900000000000004,0.8021163226415233,FALSE
sv01CP4,inflection,median strain,179.70870656787213,0.4167232592644458,0.0403,0.8021163226415233,FALSE
sv01LT1,inflection,minimum score,162.10477520810895,0.5397261091223096,0.0524,0.8021163226415233,FALSE
sv01LT2,inflection,minimum score,157.58307632283152,0.46451616826756426,0.0596,0.8021163226415233,FALSE
sv01LT3,fds,minimum score,104.21271811356884,0.4298673065528125,0.0502,0.8021163226415233,FALSE
