sep=	
pf18mt03

System Information:
IntelliMESUR Version: 2.2.1
Test Frame Model: F505
Test Frame Serial Number: 4418651
Test Frame Capacity: 500 lbF / 2.2 kN
Test Frame Firmware Version: 1.00.14
Force Sensor Model: FS05-100
Force Sensor Capacity: 500 N
Force Sensor Resolution: 0.2 N
Force Sensor Serial Number: 4425350
Calibration Date: Apr 29, 2024
Calibration Due Date: Apr 29, 2025

Reading	Load [N]	Distance [mm]	Time [s]	Stress [MPa]	Strain [%]	
71	-0.2	-0.17	0.280	-0.04	5.8
72	-0.4	-0.17	0.284	-0.08	5.8
73	0.0	-0.18	0.288	0.00	6.2
74	0.2	-0.19	0.292	0.04	6.6
75	0.0	-0.19	0.296	0.00	6.6
76	0.0	-0.20	0.300	0.00	6.8
77	0.0	-0.21	0.304	0.00	7.2
78	0.0	-0.22	0.308	0.00	7.6
79	0.2	-0.22	0.312	0.04	7.6
80	0.0	-0.23	0.316	0.00	7.8
81	-0.2	-0.24	0.320	-0.04	8.2
82	0.0	-0.24	0.324	0.00	8.2
83	0.0	-0.25	0.328	0.00	8.6
84	0.0	-0.26	0.332	0.00	9.0
85	0.0	-0.26	0.336	0.00	9.0
86	0.0	-0.27	0.340	0.00	9.2
87	0.0	-0.28	0.344	0.00	9.6
88	0.2	-0.29	0.348	0.04	10.0
89	0.0	-0.29	0.352	0.00	10.0
90	-0.2	-0.30	0.356	-0.04	10.2
91	0.0	-0.31	0.360	0.00	10.6
92	0.0	-0.31	0.364	0.00	10.6
93	0.0	-0.32	0.368	0.00	11.0
94	0.2	-0.33	0.372	0.04	11.4
95	0.0	-0.33	0.376	0.00	11.4
96	0.0	-0.34	0.380	0.00	11.6
97	0.0	-0.35	0.384	0.00	12.0
98	0.0	-0.36	0.388	0.00	12.4
99	-0.2	-0.36	0.392	-0.04	12.4
100	-0.2	-0.37	0.396	-0.04	12.6
101	0.2	-0.38	0.400	0.04	13.0
102	0.0	-0.38	0.404	0.00	13.0
103	-0.2	-0.39	0.408	-0.04	13.4
104	0.0	-0.40	0.412	0.00	13.6
105	-0.2	-0.40	0.416	-0.04	13.6
106	-0.2	-0.41	0.420	-0.04	14.0
107	-0.2	-0.42	0.424	-0.04	14.4
108	0.0	-0.43	0.428	0.00	14.8
109	0.2	-0.43	0.432	0.04	14.8
110	0.0	-0.44	0.436	0.00	15.0
111	0.0	-0.45	0.440	0.00	15.4
112	0.0	-0.45	0.444	0.00	15.4
113	0.0	-0.46	0.448	0.00	15.8
114	0.2	-0.47	0.452	0.04	16.0
115	0.0	-0.47	0.456	0.00	16.0
116	0.0	-0.48	0.460	0.00	16.4
117	0.0	-0.49	0.464	0.00	16.8
118	0.0	-0.49	0.468	0.00	16.8
119	0.0	-0.50	0.472	0.00	17.2
120	0.0	-0.51	0.476	0.00	17.4
121	0.0	-0.52	0.480	0.00	17.8
122	0.0	-0.52	0.484	0.00	17.8
123	0.0	-0.53	0.488	0.00	18.2
124	0.0	-0.54	0.492	0.00	18.4
125	0.0	-0.54	0.496	0.00	18.4
126	-0.2	-0.55	0.500	-0.04	18.8
127	0.0	-0.56	0.504	0.00	19.2
128	0.0	-0.56	0.508	0.00	19.2
129	0.0	-0.57	0.512	0.00	19.6
130	0.0	-0.58	0.516	0.00	19.8
131	0.2	-0.59	0.520	0.04	20.2
132	0.2	-0.59	0.524	0.04	20.2
133	0.2	-0.60	0.528	0.04	20.6
134	0.0	-0.61	0.532	0.00	20.8
135	0.0	-0.61	0.536	0.00	20.8
136	0.0	-0.62	0.540	0.00	21.2
137	0.2	-0.63	0.544	0.04	21.6
138	0.2	-0.63	0.548	0.04	21.6
139	0.0	-0.64	0.552	0.00	22.0
140	-0.4	-0.65	0.556	-0.08	22.2
141	-0.2	-0.66	0.560	-0.04	22.6
142	-0.2	-0.66	0.564	-0.04	22.6
143	0.0	-0.67	0.568	0.00	23.0
144	0.2	-0.68	0.572	0.04	23.2
145	0.0	-0.68	0.576	0.00	23.2
146	0.0	-0.69	0.580	0.00	23.6
147	0.0	-0.70	0.584	0.00	24.0
148	0.0	-0.71	0.588	0.00	24.4
149	0.0	-0.71	0.592	0.00	24.4
150	0.2	-0.72	0.596	0.04	24.6
151	0.0	-0.73	0.600	0.00	25.0
152	0.0	-0.73	0.604	0.00	25.0
153	-0.2	-0.74	0.608	-0.04	25.4
154	0.0	-0.75	0.612	0.00	25.6
155	0.0	-0.75	0.616	0.00	25.6
156	0.0	-0.76	0.620	0.00	26.0
157	-0.2	-0.77	0.624	-0.04	26.4
158	-0.2	-0.77	0.628	-0.04	26.4
159	0.0	-0.79	0.632	0.00	27.0
160	0.0	-0.80	0.636	0.00	27.4
161	0.0	-0.80	0.640	0.00	27.4
162	0.0	-0.81	0.644	0.00	27.8
163	0.0	-0.82	0.648	0.00	28.0
164	0.0	-0.83	0.652	0.00	28.4
165	-0.4	-0.83	0.656	-0.08	28.4
166	-0.2	-0.84	0.660	-0.04	28.8
167	0.0	-0.85	0.664	0.00	29.2
168	-0.2	-0.85	0.668	-0.04	29.2
169	0.0	-0.86	0.672	0.00	29.4
170	0.0	-0.87	0.676	0.00	29.8
171	0.0	-0.87	0.680	0.00	29.8
172	0.0	-0.88	0.684	0.00	30.2
173	-0.2	-0.89	0.688	-0.04	30.4
174	-0.2	-0.90	0.692	-0.04	30.8
175	-0.2	-0.90	0.696	-0.04	30.8
176	0.0	-0.91	0.700	0.00	31.2
177	0.0	-0.92	0.704	0.00	31.6
178	-0.2	-0.92	0.708	-0.04	31.6
179	0.0	-0.93	0.712	0.00	31.8
180	0.0	-0.94	0.716	0.00	32.2
181	0.0	-0.94	0.720	0.00	32.2
182	-0.2	-0.95	0.724	-0.04	32.6
183	0.0	-0.96	0.728	0.00	32.8
184	0.0	-0.97	0.732	0.00	33.2
185	0.0	-0.97	0.736	0.00	33.2
186	0.0	-0.98	0.740	0.00	33.6
187	0.2	-0.99	0.744	0.04	34.0
188	0.2	-0.99	0.748	0.04	34.0
189	0.0	-1.00	0.752	0.00	34.2
190	-0.2	-1.01	0.756	-0.04	34.6
191	0.0	-1.02	0.760	0.00	35.0
192	-0.2	-1.02	0.764	-0.04	35.0
193	-0.4	-1.03	0.768	-0.08	35.2
194	-0.2	-1.03	0.772	-0.04	35.2
195	-0.2	-1.04	0.776	-0.04	35.6
196	0.0	-1.05	0.780	0.00	36.0
197	0.0	-1.06	0.784	0.00	36.4
198	0.0	-1.06	0.788	0.00	36.4
199	0.0	-1.07	0.792	0.00	36.6
200	-0.2	-1.08	0.796	-0.04	37.0
201	0.0	-1.08	0.800	0.00	37.0
202	0.2	-1.09	0.804	0.04	37.4
203	0.0	-1.10	0.808	0.00	37.6
204	0.0	-1.10	0.812	0.00	37.6
205	0.0	-1.11	0.816	0.00	38.0
206	0.0	-1.12	0.820	0.00	38.4
207	0.0	-1.13	0.824	0.00	38.6
208	0.0	-1.13	0.828	0.00	38.6
209	0.0	-1.14	0.832	0.00	39.0
210	0.0	-1.15	0.836	0.00	39.4
211	-0.2	-1.15	0.840	-0.04	39.4
212	0.0	-1.16	0.844	0.00	39.8
213	0.0	-1.17	0.848	0.00	40.0
214	0.0	-1.17	0.852	0.00	40.0
215	0.0	-1.18	0.856	0.00	40.4
216	0.0	-1.19	0.860	0.00	40.8
217	0.2	-1.20	0.864	0.04	41.0
218	0.0	-1.20	0.868	0.00	41.0
219	-0.2	-1.21	0.872	-0.04	41.4
220	0.0	-1.22	0.876	0.00	41.8
221	-0.2	-1.22	0.880	-0.04	41.8
222	0.0	-1.23	0.884	0.00	42.2
223	0.2	-1.24	0.888	0.04	42.4
224	0.0	-1.24	0.892	0.00	42.4
225	0.0	-1.25	0.896	0.00	42.8
226	-0.2	-1.26	0.900	-0.04	43.2
227	-0.2	-1.26	0.904	-0.04	43.2
228	0.0	-1.27	0.908	0.00	43.4
229	0.0	-1.28	0.912	0.00	43.8
230	0.0	-1.29	0.916	0.00	44.2
231	0.0	-1.29	0.920	0.00	44.2
232	0.0	-1.30	0.924	0.00	44.6
233	0.0	-1.31	0.928	0.00	44.8
234	0.0	-1.31	0.932	0.00	44.8
235	0.0	-1.32	0.936	0.00	45.2
236	0.0	-1.33	0.940	0.00	45.6
237	0.0	-1.33	0.944	0.00	45.6
238	0.0	-1.34	0.948	0.00	45.8
239	0.0	-1.35	0.952	0.00	46.2
240	0.2	-1.36	0.956	0.04	46.6
241	0.2	-1.36	0.960	0.04	46.6
242	-0.2	-1.37	0.964	-0.04	47.0
243	-0.2	-1.38	0.968	-0.04	47.2
244	0.0	-1.38	0.972	0.00	47.2
245	0.2	-1.39	0.976	0.04	47.6
246	0.2	-1.40	0.980	0.04	48.0
247	0.0	-1.40	0.984	0.00	48.0
248	0.0	-1.41	0.988	0.00	48.2
249	0.0	-1.42	0.992	0.00	48.6
250	0.2	-1.43	0.996	0.04	49.0
251	0.0	-1.43	1.000	0.00	49.0
252	0.0	-1.44	1.004	0.00	49.4
253	-0.2	-1.44	1.008	-0.04	49.4
254	-0.2	-1.45	1.012	-0.04	49.6
255	0.0	-1.46	1.016	0.00	50.0
256	0.2	-1.47	1.020	0.04	50.4
257	0.0	-1.47	1.024	0.00	50.4
258	-0.2	-1.48	1.028	-0.04	50.6
259	0.2	-1.49	1.032	0.04	51.0
260	0.2	-1.50	1.036	0.04	51.4
261	0.0	-1.50	1.040	0.00	51.4
262	0.2	-1.51	1.044	0.04	51.8
263	0.2	-1.51	1.048	0.04	51.8
264	0.0	-1.52	1.052	0.00	52.0
265	0.0	-1.53	1.056	0.00	52.4
266	0.2	-1.54	1.060	0.04	52.8
267	0.2	-1.54	1.064	0.04	52.8
268	0.2	-1.55	1.068	0.04	53.0
269	0.0	-1.56	1.072	0.00	53.4
270	0.2	-1.56	1.076	0.04	53.4
271	0.0	-1.57	1.080	0.00	53.8
272	0.0	-1.58	1.084	0.00	54.2
273	0.0	-1.58	1.088	0.00	54.2
274	0.2	-1.59	1.092	0.04	54.4
275	-0.2	-1.60	1.096	-0.04	54.8
276	-0.2	-1.61	1.100	-0.04	55.2
277	0.0	-1.61	1.104	0.00	55.2
278	0.0	-1.62	1.108	0.00	55.4
279	0.0	-1.63	1.112	0.00	55.8
280	0.2	-1.63	1.116	0.04	55.8
281	0.0	-1.64	1.120	0.00	56.2
282	0.0	-1.65	1.124	0.00	56.6
283	0.0	-1.65	1.128	0.00	56.6
284	0.2	-1.66	1.132	0.04	56.8
285	0.0	-1.67	1.136	0.00	57.2
286	0.2	-1.68	1.140	0.04	57.6
287	0.0	-1.68	1.144	0.00	57.6
288	0.0	-1.69	1.148	0.00	57.8
289	0.0	-1.70	1.152	0.00	58.2
290	-0.2	-1.70	1.156	-0.04	58.2
291	0.0	-1.71	1.160	0.00	58.6
292	0.2	-1.72	1.164	0.04	59.0
293	0.0	-1.72	1.168	0.00	59.0
294	0.2	-1.73	1.172	0.04	59.2
295	0.0	-1.74	1.176	0.00	59.6
296	0.0	-1.74	1.180	0.00	59.6
297	0.0	-1.75	1.184	0.00	60.0
298	-0.2	-1.76	1.188	-0.04	60.2
299	0.0	-1.77	1.192	0.00	60.6
300	0.0	-1.77	1.196	0.00	60.6
301	0.2	-1.78	1.200	0.04	61.0
302	0.0	-1.79	1.204	0.00	61.4
303	0.2	-1.78	1.208	0.04	61.0
304	0.0	-1.79	1.212	0.00	61.4
305	0.0	-1.80	1.216	0.00	61.6
306	-0.2	-1.80	1.220	-0.04	61.6
307	-0.2	-1.81	1.224	-0.04	62.0
308	0.0	-1.82	1.228	0.00	62.4
309	0.0	-1.83	1.232	0.00	62.6
310	0.0	-1.83	1.236	0.00	62.6
311	0.0	-1.84	1.240	0.00	63.0
312	-0.2	-1.85	1.244	-0.04	63.4
313	0.2	-1.85	1.248	0.04	63.4
314	0.0	-1.86	1.252	0.00	63.6
315	-0.2	-1.87	1.256	-0.04	64.0
316	0.0	-1.87	1.260	0.00	64.0
317	0.0	-1.88	1.264	0.00	64.4
318	0.2	-1.89	1.268	0.04	64.8
319	0.2	-1.90	1.272	0.04	65.0
320	0.0	-1.90	1.276	0.00	65.0
321	0.2	-1.91	1.280	0.04	65.4
322	0.2	-1.92	1.284	0.04	65.8
323	0.0	-1.92	1.288	0.00	65.8
324	0.0	-1.93	1.292	0.00	66.0
325	0.0	-1.94	1.296	0.00	66.4
326	0.0	-1.94	1.300	0.00	66.4
327	0.0	-1.95	1.304	0.00	66.8
328	0.0	-1.96	1.308	0.00	67.2
329	0.0	-1.96	1.312	0.00	67.2
330	-0.2	-1.97	1.316	-0.04	67.4
331	0.0	-1.98	1.320	0.00	67.8
332	0.0	-1.99	1.324	0.00	68.2
333	0.2	-1.99	1.328	0.04	68.2
334	0.0	-2.00	1.332	0.00	68.4
335	0.2	-2.01	1.336	0.04	68.8
336	-0.2	-2.01	1.340	-0.04	68.8
337	0.0	-2.02	1.344	0.00	69.2
338	0.0	-2.03	1.348	0.00	69.6
339	-0.2	-2.03	1.352	-0.04	69.6
340	0.0	-2.04	1.356	0.00	69.8
341	0.0	-2.05	1.360	0.00	70.2
342	0.2	-2.06	1.364	0.04	70.6
343	0.0	-2.06	1.368	0.00	70.6
344	0.0	-2.07	1.372	0.00	70.8
345	-0.2	-2.08	1.376	-0.04	71.2
346	-0.2	-2.08	1.380	-0.04	71.2
347	0.2	-2.09	1.384	0.04	71.6
348	0.2	-2.10	1.388	0.04	72.0
349	0.0	-2.10	1.392	0.00	72.0
350	0.0	-2.11	1.396	0.00	72.2
351	0.0	-2.12	1.400	0.00	72.6
352	-0.2	-2.12	1.404	-0.04	72.6
353	0.0	-2.13	1.408	0.00	73.0
354	0.0	-2.14	1.412	0.00	73.2
355	0.0	-2.14	1.416	0.00	73.2
356	0.0	-2.15	1.420	0.00	73.6
357	0.0	-2.16	1.424	0.00	74.0
358	0.0	-2.17	1.428	0.00	74.4
359	0.0	-2.17	1.432	0.00	74.4
360	0.2	-2.18	1.436	0.04	74.6
361	0.0	-2.19	1.440	0.00	75.0
362	0.0	-2.19	1.444	0.00	75.0
363	0.0	-2.20	1.448	0.00	75.4
364	-0.2	-2.21	1.452	-0.04	75.6
365	0.0	-2.21	1.456	0.00	75.6
366	0.0	-2.22	1.460	0.00	76.0
367	-0.2	-2.23	1.464	-0.04	76.4
368	0.0	-2.24	1.468	0.00	76.8
369	0.0	-2.24	1.472	0.00	76.8
370	0.0	-2.25	1.476	0.00	77.0
371	0.2	-2.26	1.480	0.04	77.4
372	0.0	-2.26	1.484	0.00	77.4
373	0.2	-2.27	1.488	0.04	77.8
374	0.2	-2.28	1.492	0.04	78.0
375	0.2	-2.28	1.496	0.04	78.0
376	0.2	-2.29	1.500	0.04	78.4
377	0.2	-2.30	1.504	0.04	78.8
378	0.0	-2.31	1.508	0.00	79.2
379	0.0	-2.31	1.512	0.00	79.2
380	0.0	-2.32	1.516	0.00	79.4
381	-0.2	-2.33	1.520	-0.04	79.8
382	0.0	-2.33	1.524	0.00	79.8
383	-0.2	-2.34	1.528	-0.04	80.2
384	-0.4	-2.35	1.532	-0.08	80.4
385	-0.4	-2.35	1.536	-0.08	80.4
386	0.0	-2.36	1.540	0.00	80.8
387	-0.2	-2.37	1.544	-0.04	81.2
388	-0.2	-2.38	1.548	-0.04	81.6
389	0.0	-2.38	1.552	0.00	81.6
390	0.0	-2.39	1.556	0.00	81.8
391	0.0	-2.40	1.560	0.00	82.2
392	-0.4	-2.40	1.564	-0.08	82.2
393	-0.2	-2.41	1.568	-0.04	82.6
394	-0.2	-2.42	1.572	-0.04	82.8
395	0.2	-2.42	1.576	0.04	82.8
396	0.0	-2.43	1.580	0.00	83.2
397	0.0	-2.44	1.584	0.00	83.6
398	0.0	-2.44	1.588	0.00	83.6
399	0.2	-2.45	1.592	0.04	84.0
400	0.0	-2.46	1.596	0.00	84.2
401	0.0	-2.47	1.600	0.00	84.6
402	0.0	-2.47	1.604	0.00	84.6
403	0.2	-2.48	1.608	0.04	85.0
404	0.0	-2.49	1.612	0.00	85.2
405	0.2	-2.49	1.616	0.04	85.2
406	0.0	-2.50	1.620	0.00	85.6
407	-0.2	-2.51	1.624	-0.04	86.0
408	0.0	-2.51	1.628	0.00	86.0
409	0.2	-2.52	1.632	0.04	86.4
410	0.0	-2.53	1.636	0.00	86.6
411	0.0	-2.54	1.640	0.00	87.0
412	0.0	-2.54	1.644	0.00	87.0
413	0.0	-2.55	1.648	0.00	87.4
414	0.0	-2.56	1.652	0.00	87.6
415	0.0	-2.56	1.656	0.00	87.6
416	0.0	-2.57	1.660	0.00	88.0
417	0.0	-2.58	1.664	0.00	88.4
418	0.2	-2.59	1.668	0.04	88.6
419	0.2	-2.59	1.672	0.04	88.6
420	0.0	-2.60	1.676	0.00	89.0
421	0.0	-2.61	1.680	0.00	89.4
422	-0.2	-2.61	1.684	-0.04	89.4
423	0.0	-2.62	1.688	0.00	89.8
424	0.0	-2.63	1.692	0.00	90.0
425	0.0	-2.63	1.696	0.00	90.0
426	0.0	-2.64	1.700	0.00	90.4
427	0.0	-2.65	1.704	0.00	90.8
428	0.0	-2.66	1.708	0.00	91.0
429	0.0	-2.66	1.712	0.00	91.0
430	0.0	-2.67	1.716	0.00	91.4
431	0.0	-2.68	1.720	0.00	91.8
432	0.2	-2.68	1.724	0.04	91.8
433	0.0	-2.69	1.728	0.00	92.2
434	0.0	-2.70	1.732	0.00	92.4
435	0.0	-2.70	1.736	0.00	92.4
436	0.0	-2.71	1.740	0.00	92.8
437	-0.4	-2.72	1.744	-0.08	93.2
438	-0.4	-2.73	1.748	-0.08	93.4
439	-0.2	-2.73	1.752	-0.04	93.4
440	0.0	-2.74	1.756	0.00	93.8
441	0.2	-2.75	1.760	0.04	94.2
442	0.0	-2.75	1.764	0.00	94.2
443	-0.2	-2.76	1.768	-0.04	94.6
444	0.0	-2.77	1.772	0.00	94.8
445	0.0	-2.77	1.776	0.00	94.8
446	0.0	-2.78	1.780	0.00	95.2
447	0.0	-2.80	1.784	0.00	95.8
448	0.0	-2.80	1.788	0.00	95.8
449	0.0	-2.81	1.792	0.00	96.2
450	0.2	-2.82	1.796	0.04	96.6
451	0.0	-2.83	1.800	0.00	97.0
452	0.0	-2.83	1.804	0.00	97.0
453	0.0	-2.84	1.808	0.00	97.2
454	0.0	-2.85	1.812	0.00	97.6
455	0.0	-2.85	1.816	0.00	97.6
456	0.2	-2.86	1.820	0.04	98.0
457	0.0	-2.87	1.824	0.00	98.2
458	0.0	-2.87	1.828	0.00	98.2
459	0.0	-2.88	1.832	0.00	98.6
460	0.0	-2.89	1.836	0.00	99.0
461	0.0	-2.90	1.840	0.00	99.4
462	0.0	-2.90	1.844	0.00	99.4
463	-0.2	-2.91	1.848	-0.04	99.6
464	0.0	-2.92	1.852	0.00	100.0
465	0.0	-2.92	1.856	0.00	100.0
466	0.0	-2.93	1.860	0.00	100.4
467	0.2	-2.94	1.864	0.04	100.6
468	0.0	-2.94	1.868	0.00	100.6
469	-0.2	-2.95	1.872	-0.04	101.0
470	0.0	-2.96	1.876	0.00	101.4
471	0.2	-2.97	1.880	0.04	101.8
472	0.4	-2.97	1.884	0.08	101.8
473	0.0	-2.98	1.888	0.00	102.0
474	0.0	-2.99	1.892	0.00	102.4
475	0.0	-2.99	1.896	0.00	102.4
476	0.0	-3.00	1.900	0.00	102.8
477	0.4	-3.01	1.904	0.08	103.0
478	0.0	-3.02	1.908	0.00	103.4
479	0.0	-3.02	1.912	0.00	103.4
480	0.0	-3.03	1.916	0.00	103.8
481	0.0	-3.04	1.920	0.00	104.2
482	0.0	-3.04	1.924	0.00	104.2
483	0.2	-3.05	1.928	0.04	104.4
484	0.4	-3.06	1.932	0.08	104.8
485	0.2	-3.06	1.936	0.04	104.8
486	0.0	-3.07	1.940	0.00	105.2
487	-0.2	-3.08	1.944	-0.04	105.4
488	0.2	-3.09	1.948	0.04	105.8
489	0.0	-3.09	1.952	0.00	105.8
490	0.2	-3.10	1.956	0.04	106.2
491	0.0	-3.11	1.960	0.00	106.6
492	0.2	-3.11	1.964	0.04	106.6
493	0.0	-3.12	1.968	0.00	106.8
494	0.0	-3.13	1.972	0.00	107.2
495	0.0	-3.13	1.976	0.00	107.2
496	0.0	-3.14	1.980	0.00	107.6
497	0.0	-3.15	1.984	0.00	107.8
498	-0.2	-3.16	1.988	-0.04	108.2
499	0.0	-3.16	1.992	0.00	108.2
500	0.0	-3.17	1.996	0.00	108.6
501	0.0	-3.18	2.000	0.00	109.0
502	0.0	-3.18	2.004	0.00	109.0
503	0.2	-3.19	2.008	0.04	109.2
504	0.0	-3.20	2.012	0.00	109.6
505	0.0	-3.20	2.016	0.00	109.6
506	-0.2	-3.21	2.020	-0.04	110.0
507	0.0	-3.22	2.024	0.00	110.2
508	0.0	-3.23	2.028	0.00	110.6
509	0.0	-3.23	2.032	0.00	110.6
510	0.0	-3.24	2.036	0.00	111.0
511	-0.2	-3.25	2.040	-0.04	111.4
512	-0.2	-3.25	2.044	-0.04	111.4
513	-0.2	-3.26	2.048	-0.04	111.6
514	0.0	-3.27	2.052	0.00	112.0
515	0.0	-3.28	2.056	0.00	112.4
516	0.0	-3.28	2.060	0.00	112.4
517	0.0	-3.29	2.064	0.00	112.6
518	0.0	-3.30	2.068	0.00	113.0
519	0.0	-3.30	2.072	0.00	113.0
520	0.2	-3.31	2.076	0.04	113.4
521	0.2	-3.32	2.080	0.04	113.6
522	0.0	-3.32	2.084	0.00	113.6
523	0.2	-3.33	2.088	0.04	114.0
524	0.0	-3.34	2.092	0.00	114.4
525	0.0	-3.35	2.096	0.00	114.8
526	0.0	-3.35	2.100	0.00	114.8
527	0.0	-3.36	2.104	0.00	115.0
528	0.0	-3.37	2.108	0.00	115.4
529	0.0	-3.37	2.112	0.00	115.4
530	0.2	-3.38	2.116	0.04	115.8
531	0.2	-3.39	2.120	0.04	116.0
532	0.2	-3.39	2.124	0.04	116.0
533	0.0	-3.40	2.128	0.00	116.4
534	0.0	-3.41	2.132	0.00	116.8
535	0.0	-3.42	2.136	0.00	117.2
536	0.0	-3.42	2.140	0.00	117.2
537	-0.2	-3.43	2.144	-0.04	117.4
538	0.2	-3.44	2.148	0.04	117.8
539	0.2	-3.44	2.152	0.04	117.8
540	0.4	-3.45	2.156	0.08	118.2
541	0.2	-3.46	2.160	0.04	118.4
542	0.0	-3.47	2.164	0.00	118.8
543	-0.2	-3.47	2.168	-0.04	118.8
544	-0.2	-3.48	2.172	-0.04	119.2
545	0.0	-3.49	2.176	0.00	119.6
546	0.0	-3.49	2.180	0.00	119.6
547	0.0	-3.50	2.184	0.00	119.8
548	0.2	-3.51	2.188	0.04	120.2
549	0.0	-3.51	2.192	0.00	120.2
550	0.2	-3.52	2.196	0.04	120.6
551	-0.2	-3.53	2.200	-0.04	120.8
552	0.0	-3.54	2.204	0.00	121.2
553	0.0	-3.54	2.208	0.00	121.2
554	0.0	-3.55	2.212	0.00	121.6
555	0.0	-3.56	2.216	0.00	122.0
556	0.0	-3.56	2.220	0.00	122.0
557	0.0	-3.57	2.224	0.00	122.2
558	-0.2	-3.58	2.228	-0.04	122.6
559	0.0	-3.58	2.232	0.00	122.6
560	0.0	-3.59	2.236	0.00	123.0
561	0.0	-3.60	2.240	0.00	123.2
562	0.0	-3.61	2.244	0.00	123.6
563	0.2	-3.61	2.248	0.04	123.6
564	0.2	-3.62	2.252	0.04	124.0
565	0.0	-3.63	2.256	0.00	124.4
566	-0.2	-3.63	2.260	-0.04	124.4
567	0.0	-3.64	2.264	0.00	124.6
568	-0.2	-3.65	2.268	-0.04	125.0
569	0.0	-3.66	2.272	0.00	125.4
570	0.2	-3.66	2.276	0.04	125.4
571	0.2	-3.67	2.280	0.04	125.6
572	0.2	-3.68	2.284	0.04	126.0
573	0.0	-3.68	2.288	0.00	126.0
574	-0.2	-3.69	2.292	-0.04	126.4
575	-0.2	-3.70	2.296	-0.04	126.8
576	0.0	-3.70	2.300	0.00	126.8
577	0.0	-3.71	2.304	0.00	127.0
578	0.0	-3.72	2.308	0.00	127.4
579	0.0	-3.73	2.312	0.00	127.8
580	0.0	-3.73	2.316	0.00	127.8
