sep=	
pf11lt02

System Information:
IntelliMESUR Version: 2.2.1
Test Frame Model: F505
Test Frame Serial Number: 4418651
Test Frame Capacity: 500 lbF / 2.2 kN
Test Frame Firmware Version: 1.00.14
Force Sensor Model: FS05-100
Force Sensor Capacity: 500 N
Force Sensor Resolution: 0.2 N
Force Sensor Serial Number: 4425350
Calibration Date: Apr 29, 2024
Calibration Due Date: Apr 29, 2025

Reading	Load [N]	Distance [mm]	Time [s]	Stress [MPa]	Strain [%]	
57	0.2	-0.07	0.224	0.04	2.2
58	0.0	-0.08	0.228	0.00	2.6
59	0.0	-0.09	0.232	0.00	3.0
60	0.2	-0.10	0.236	0.04	3.2
61	-0.2	-0.10	0.240	-0.04	3.2
62	-0.2	-0.11	0.244	-0.04	3.6
63	-0.2	-0.12	0.248	-0.04	4.0
64	0.0	-0.12	0.252	0.00	4.0
65	0.0	-0.13	0.256	0.00	4.2
66	0.0	-0.14	0.260	0.00	4.6
67	0.0	-0.14	0.264	0.00	4.6
68	-0.2	-0.15	0.268	-0.04	5.0
69	0.0	-0.16	0.272	0.00	5.2
70	-0.2	-0.17	0.276	-0.04	5.6
71	0.0	-0.17	0.280	0.00	5.6
72	-0.2	-0.18	0.284	-0.04	6.0
73	0.0	-0.19	0.288	0.00	6.2
74	0.0	-0.19	0.292	0.00	6.2
75	0.0	-0.20	0.296	0.00	6.6
76	0.0	-0.21	0.300	0.00	6.8
77	0.0	-0.21	0.304	0.00	6.8
78	0.0	-0.21	0.308	0.00	6.8
79	0.0	-0.22	0.312	0.00	7.2
80	0.0	-0.23	0.316	0.00	7.6
81	0.0	-0.23	0.320	0.00	7.6
82	-0.2	-0.24	0.324	-0.04	7.8
83	0.0	-0.25	0.328	0.00	8.2
84	0.0	-0.25	0.332	0.00	8.2
85	0.0	-0.26	0.336	0.00	8.6
86	-0.2	-0.27	0.340	-0.04	8.8
87	0.0	-0.28	0.344	0.00	9.2
88	0.0	-0.28	0.348	0.00	9.2
89	0.2	-0.29	0.352	0.04	9.6
90	0.2	-0.30	0.356	0.04	9.8
91	0.0	-0.30	0.360	0.00	9.8
92	0.0	-0.31	0.364	0.00	10.2
93	-0.2	-0.32	0.368	-0.04	10.4
94	0.0	-0.32	0.372	0.00	10.4
95	0.0	-0.33	0.376	0.00	10.8
96	0.0	-0.34	0.380	0.00	11.2
97	-0.2	-0.35	0.384	-0.04	11.4
98	0.0	-0.35	0.388	0.00	11.4
99	0.0	-0.36	0.392	0.00	11.8
100	0.4	-0.37	0.396	0.08	12.2
101	0.2	-0.37	0.400	0.04	12.2
102	-0.2	-0.38	0.404	-0.04	12.4
103	-0.2	-0.39	0.408	-0.04	12.8
104	0.0	-0.40	0.412	0.00	13.2
105	0.2	-0.40	0.416	0.04	13.2
106	0.0	-0.41	0.420	0.00	13.4
107	0.2	-0.42	0.424	0.04	13.8
108	0.2	-0.42	0.428	0.04	13.8
109	0.2	-0.43	0.432	0.04	14.0
110	0.2	-0.44	0.436	0.04	14.4
111	-0.2	-0.44	0.440	-0.04	14.4
112	-0.2	-0.45	0.444	-0.04	14.8
113	-0.2	-0.46	0.448	-0.04	15.0
114	-0.6	-0.47	0.452	-0.12	15.4
115	0.0	-0.47	0.456	0.00	15.4
116	0.0	-0.48	0.460	0.00	15.8
117	-0.2	-0.49	0.464	-0.04	16.0
118	-0.2	-0.49	0.468	-0.04	16.0
119	0.0	-0.50	0.472	0.00	16.4
120	0.0	-0.51	0.476	0.00	16.8
121	0.2	-0.51	0.480	0.04	16.8
122	0.2	-0.52	0.484	0.04	17.0
123	-0.4	-0.53	0.488	-0.08	17.4
124	-0.4	-0.54	0.492	-0.08	17.8
125	-0.2	-0.54	0.496	-0.04	17.8
126	0.0	-0.55	0.500	0.00	18.0
127	0.0	-0.56	0.504	0.00	18.4
128	0.0	-0.56	0.508	0.00	18.4
129	0.0	-0.57	0.512	0.00	18.6
130	0.2	-0.58	0.516	0.04	19.0
131	0.0	-0.58	0.520	0.00	19.0
132	0.0	-0.59	0.524	0.00	19.4
133	0.0	-0.60	0.528	0.00	19.6
134	0.0	-0.60	0.532	0.00	19.6
135	-0.2	-0.61	0.536	-0.04	20.0
136	0.0	-0.62	0.540	0.00	20.4
137	0.0	-0.63	0.544	0.00	20.6
138	0.0	-0.63	0.548	0.00	20.6
139	0.0	-0.64	0.552	0.00	21.0
140	-0.2	-0.65	0.556	-0.04	21.4
141	0.0	-0.65	0.560	0.00	21.4
142	0.0	-0.66	0.564	0.00	21.6
143	0.0	-0.67	0.568	0.00	22.0
144	0.0	-0.67	0.572	0.00	22.0
145	0.0	-0.68	0.576	0.00	22.2
146	0.0	-0.69	0.580	0.00	22.6
147	0.0	-0.70	0.584	0.00	23.0
148	0.0	-0.70	0.588	0.00	23.0
149	0.2	-0.71	0.592	0.04	23.2
150	-0.2	-0.72	0.596	-0.04	23.6
151	-0.2	-0.72	0.600	-0.04	23.6
152	0.0	-0.73	0.604	0.00	24.0
153	0.2	-0.74	0.608	0.04	24.2
154	0.0	-0.74	0.612	0.00	24.2
155	0.0	-0.75	0.616	0.00	24.6
156	-0.2	-0.76	0.620	-0.04	25.0
157	0.0	-0.77	0.624	0.00	25.2
158	-0.2	-0.77	0.628	-0.04	25.2
159	-0.2	-0.78	0.632	-0.04	25.6
160	0.2	-0.79	0.636	0.04	26.0
161	-0.2	-0.79	0.640	-0.04	26.0
162	-0.4	-0.80	0.644	-0.08	26.2
163	-0.2	-0.81	0.648	-0.04	26.6
164	0.0	-0.81	0.652	0.00	26.6
165	0.2	-0.82	0.656	0.04	26.8
166	0.0	-0.83	0.660	0.00	27.2
167	0.0	-0.84	0.664	0.00	27.6
168	-0.4	-0.84	0.668	-0.08	27.6
169	0.0	-0.85	0.672	0.00	27.8
170	-0.2	-0.86	0.676	-0.04	28.2
171	0.0	-0.86	0.680	0.00	28.2
172	0.0	-0.87	0.684	0.00	28.6
173	0.0	-0.88	0.688	0.00	28.8
174	0.0	-0.88	0.692	0.00	28.8
175	0.0	-0.89	0.696	0.00	29.2
176	0.0	-0.90	0.700	0.00	29.6
177	0.0	-0.90	0.704	0.00	29.6
178	0.0	-0.91	0.708	0.00	29.8
179	0.0	-0.92	0.712	0.00	30.2
180	0.0	-0.93	0.716	0.00	30.4
181	0.0	-0.93	0.720	0.00	30.4
182	0.0	-0.94	0.724	0.00	30.8
183	0.2	-0.95	0.728	0.04	31.2
184	0.0	-0.95	0.732	0.00	31.2
185	-0.2	-0.96	0.736	-0.04	31.4
186	-0.2	-0.97	0.740	-0.04	31.8
187	0.0	-0.97	0.744	0.00	31.8
188	0.0	-0.98	0.748	0.00	32.2
189	-0.2	-0.99	0.752	-0.04	32.4
190	0.0	-1.00	0.756	0.00	32.8
191	0.0	-1.00	0.760	0.00	32.8
192	-0.4	-1.01	0.764	-0.08	33.2
193	-0.2	-1.02	0.768	-0.04	33.4
194	0.0	-1.02	0.772	0.00	33.4
195	-0.2	-1.03	0.776	-0.04	33.8
196	0.0	-1.04	0.780	0.00	34.0
197	0.0	-1.04	0.784	0.00	34.0
198	0.0	-1.05	0.788	0.00	34.4
199	0.0	-1.06	0.792	0.00	34.8
200	0.2	-1.07	0.796	0.04	35.0
201	0.2	-1.07	0.800	0.04	35.0
202	0.2	-1.08	0.804	0.04	35.4
203	0.2	-1.09	0.808	0.04	35.8
204	-0.2	-1.09	0.812	-0.04	35.8
205	0.2	-1.10	0.816	0.04	36.0
206	0.0	-1.11	0.820	0.00	36.4
207	0.2	-1.11	0.824	0.04	36.4
208	0.2	-1.12	0.828	0.04	36.8
209	0.0	-1.13	0.832	0.00	37.0
210	-0.2	-1.14	0.836	-0.04	37.4
211	-0.2	-1.14	0.840	-0.04	37.4
212	0.0	-1.15	0.844	0.00	37.8
213	0.0	-1.16	0.848	0.00	38.0
214	0.0	-1.16	0.852	0.00	38.0
215	-0.2	-1.17	0.856	-0.04	38.4
216	0.0	-1.18	0.860	0.00	38.6
217	0.0	-1.18	0.864	0.00	38.6
218	0.2	-1.19	0.868	0.04	39.0
219	0.0	-1.20	0.872	0.00	39.4
220	-0.2	-1.22	0.876	-0.04	40.0
221	0.0	-1.22	0.880	0.00	40.0
222	0.2	-1.23	0.884	0.04	40.4
223	0.0	-1.24	0.888	0.00	40.6
224	0.0	-1.24	0.892	0.00	40.6
225	0.0	-1.25	0.896	0.00	41.0
226	0.0	-1.26	0.900	0.00	41.4
227	0.0	-1.27	0.904	0.00	41.6
228	0.0	-1.27	0.908	0.00	41.6
229	0.0	-1.28	0.912	0.00	42.0
230	0.0	-1.28	0.916	0.00	42.0
231	0.0	-1.29	0.920	0.00	42.2
232	-0.2	-1.30	0.924	-0.04	42.6
233	0.2	-1.31	0.928	0.04	43.0
234	-0.2	-1.31	0.932	-0.04	43.0
235	0.0	-1.32	0.936	0.00	43.2
236	0.2	-1.33	0.940	0.04	43.6
237	0.0	-1.33	0.944	0.00	43.6
238	0.0	-1.34	0.948	0.00	44.0
239	0.0	-1.35	0.952	0.00	44.2
240	0.0	-1.35	0.956	0.00	44.2
241	0.0	-1.36	0.960	0.00	44.6
242	0.0	-1.37	0.964	0.00	45.0
243	-0.2	-1.38	0.968	-0.04	45.2
244	0.0	-1.38	0.972	0.00	45.2
245	0.2	-1.39	0.976	0.04	45.6
246	0.0	-1.40	0.980	0.00	46.0
247	0.0	-1.40	0.984	0.00	46.0
248	0.0	-1.41	0.988	0.00	46.2
249	-0.2	-1.42	0.992	-0.04	46.6
250	0.0	-1.43	0.996	0.00	46.8
251	0.0	-1.43	1.000	0.00	46.8
252	-0.2	-1.44	1.004	-0.04	47.2
253	0.0	-1.45	1.008	0.00	47.6
254	0.0	-1.45	1.012	0.00	47.6
255	-0.4	-1.46	1.016	-0.08	47.8
256	0.0	-1.47	1.020	0.00	48.2
257	0.0	-1.47	1.024	0.00	48.2
258	0.0	-1.48	1.028	0.00	48.6
259	-0.2	-1.49	1.032	-0.04	48.8
260	-0.4	-1.50	1.036	-0.08	49.2
261	0.0	-1.50	1.040	0.00	49.2
262	0.0	-1.51	1.044	0.00	49.6
263	-0.2	-1.51	1.048	-0.04	49.6
264	-0.2	-1.52	1.052	-0.04	49.8
265	-0.4	-1.53	1.056	-0.08	50.2
266	-0.2	-1.54	1.060	-0.04	50.4
267	-0.2	-1.54	1.064	-0.04	50.4
268	0.0	-1.55	1.068	0.00	50.8
269	0.0	-1.56	1.072	0.00	51.2
270	0.0	-1.56	1.076	0.00	51.2
271	0.0	-1.57	1.080	0.00	51.4
272	0.0	-1.58	1.084	0.00	51.8
273	0.0	-1.58	1.088	0.00	51.8
274	0.0	-1.59	1.092	0.00	52.2
275	0.0	-1.60	1.096	0.00	52.4
276	0.0	-1.61	1.100	0.00	52.8
277	0.0	-1.61	1.104	0.00	52.8
278	0.0	-1.62	1.108	0.00	53.2
279	-0.2	-1.63	1.112	-0.04	53.4
280	-0.2	-1.63	1.116	-0.04	53.4
281	0.0	-1.64	1.120	0.00	53.8
282	0.0	-1.65	1.124	0.00	54.0
283	-0.4	-1.65	1.128	-0.08	54.0
284	0.0	-1.66	1.132	0.00	54.4
285	0.0	-1.67	1.136	0.00	54.8
286	0.4	-1.68	1.140	0.08	55.0
287	0.0	-1.68	1.144	0.00	55.0
288	0.0	-1.69	1.148	0.00	55.4
289	0.4	-1.70	1.152	0.08	55.8
290	0.0	-1.70	1.156	0.00	55.8
291	-0.4	-1.71	1.160	-0.08	56.0
292	0.0	-1.72	1.164	0.00	56.4
293	0.0	-1.72	1.168	0.00	56.4
294	0.0	-1.73	1.172	0.00	56.8
295	0.0	-1.74	1.176	0.00	57.0
296	0.0	-1.74	1.180	0.00	57.0
297	0.0	-1.75	1.184	0.00	57.4
298	0.0	-1.76	1.188	0.00	57.8
299	0.0	-1.77	1.192	0.00	58.0
300	0.4	-1.77	1.196	0.08	58.0
301	0.0	-1.78	1.200	0.00	58.4
302	0.0	-1.79	1.204	0.00	58.6
303	0.0	-1.79	1.208	0.00	58.6
304	0.2	-1.80	1.212	0.04	59.0
305	0.0	-1.81	1.216	0.00	59.4
306	0.0	-1.81	1.220	0.00	59.4
307	0.0	-1.82	1.224	0.00	59.6
308	0.0	-1.83	1.228	0.00	60.0
309	0.0	-1.84	1.232	0.00	60.4
310	0.0	-1.84	1.236	0.00	60.4
311	0.0	-1.85	1.240	0.00	60.6
312	0.0	-1.86	1.244	0.00	61.0
313	0.0	-1.86	1.248	0.00	61.0
314	0.0	-1.87	1.252	0.00	61.4
315	0.0	-1.88	1.256	0.00	61.6
316	0.2	-1.88	1.260	0.04	61.6
317	0.2	-1.89	1.264	0.04	62.0
318	0.0	-1.90	1.268	0.00	62.2
319	0.0	-1.91	1.272	0.00	62.6
320	0.0	-1.91	1.276	0.00	62.6
321	0.2	-1.92	1.280	0.04	63.0
322	0.2	-1.93	1.284	0.04	63.2
323	0.2	-1.93	1.288	0.04	63.2
324	0.0	-1.94	1.292	0.00	63.6
325	0.0	-1.95	1.296	0.00	64.0
326	0.2	-1.95	1.300	0.04	64.0
327	0.2	-1.96	1.304	0.04	64.2
328	0.4	-1.97	1.308	0.08	64.6
329	0.2	-1.97	1.312	0.04	64.6
330	0.0	-1.98	1.316	0.00	65.0
331	0.2	-1.99	1.320	0.04	65.2
332	0.0	-1.99	1.324	0.00	65.2
333	0.0	-2.00	1.328	0.00	65.6
334	0.0	-2.01	1.332	0.00	66.0
335	0.0	-2.02	1.336	0.00	66.2
336	0.2	-2.02	1.340	0.04	66.2
337	0.0	-2.03	1.344	0.00	66.6
338	0.0	-2.04	1.348	0.00	66.8
339	-0.2	-2.04	1.352	-0.04	66.8
340	0.0	-2.05	1.356	0.00	67.2
341	-0.2	-2.06	1.360	-0.04	67.6
342	0.0	-2.06	1.364	0.00	67.6
343	-0.2	-2.07	1.368	-0.04	67.8
344	0.0	-2.08	1.372	0.00	68.2
345	0.0	-2.09	1.376	0.00	68.6
346	0.0	-2.09	1.380	0.00	68.6
347	0.0	-2.10	1.384	0.00	68.8
348	0.2	-2.11	1.388	0.04	69.2
349	0.2	-2.11	1.392	0.04	69.2
350	0.0	-2.12	1.396	0.00	69.6
351	0.0	-2.13	1.400	0.00	69.8
352	0.0	-2.13	1.404	0.00	69.8
353	0.2	-2.14	1.408	0.04	70.2
354	-0.2	-2.15	1.412	-0.04	70.4
355	0.0	-2.16	1.416	0.00	70.8
356	0.0	-2.16	1.420	0.00	70.8
357	0.0	-2.17	1.424	0.00	71.2
358	0.0	-2.18	1.428	0.00	71.4
359	0.0	-2.18	1.432	0.00	71.4
360	0.0	-2.19	1.436	0.00	71.8
361	-0.2	-2.20	1.440	-0.04	72.2
362	0.0	-2.20	1.444	0.00	72.2
363	0.0	-2.20	1.448	0.00	72.2
364	0.0	-2.21	1.452	0.00	72.4
365	-0.2	-2.21	1.456	-0.04	72.4
366	-0.2	-2.22	1.460	-0.04	72.8
367	0.0	-2.23	1.464	0.00	73.2
368	0.0	-2.24	1.468	0.00	73.4
369	0.0	-2.24	1.472	0.00	73.4
370	0.0	-2.25	1.476	0.00	73.8
371	0.0	-2.26	1.480	0.00	74.0
372	-0.2	-2.26	1.484	-0.04	74.0
373	0.0	-2.27	1.488	0.00	74.4
374	0.0	-2.28	1.492	0.00	74.8
375	0.0	-2.28	1.496	0.00	74.8
376	0.0	-2.29	1.500	0.00	75.0
377	0.0	-2.30	1.504	0.00	75.4
378	-0.2	-2.31	1.508	-0.04	75.8
379	0.0	-2.31	1.512	0.00	75.8
380	0.0	-2.32	1.516	0.00	76.0
381	0.0	-2.33	1.520	0.00	76.4
382	-0.2	-2.33	1.524	-0.04	76.4
383	-0.2	-2.34	1.528	-0.04	76.8
384	0.0	-2.35	1.532	0.00	77.0
385	0.2	-2.35	1.536	0.04	77.0
386	0.2	-2.36	1.540	0.04	77.4
387	0.2	-2.37	1.544	0.04	77.8
388	0.0	-2.37	1.548	0.00	77.8
389	0.2	-2.38	1.552	0.04	78.0
390	0.0	-2.39	1.556	0.00	78.4
391	-0.4	-2.39	1.560	-0.08	78.4
392	-0.2	-2.40	1.564	-0.04	78.6
393	-0.2	-2.41	1.568	-0.04	79.0
394	0.0	-2.42	1.572	0.00	79.4
395	0.0	-2.42	1.576	0.00	79.4
396	0.0	-2.43	1.580	0.00	79.6
397	0.0	-2.44	1.584	0.00	80.0
398	0.0	-2.44	1.588	0.00	80.0
399	0.2	-2.45	1.592	0.04	80.4
400	0.0	-2.46	1.596	0.00	80.6
401	0.0	-2.47	1.600	0.00	81.0
402	0.0	-2.47	1.604	0.00	81.0
403	0.0	-2.48	1.608	0.00	81.4
404	0.0	-2.49	1.612	0.00	81.6
405	0.0	-2.49	1.616	0.00	81.6
406	0.2	-2.50	1.620	0.04	82.0
407	0.2	-2.51	1.624	0.04	82.2
408	0.0	-2.51	1.628	0.00	82.2
409	0.0	-2.52	1.632	0.00	82.6
410	0.0	-2.53	1.636	0.00	83.0
411	0.2	-2.53	1.640	0.04	83.0
412	0.2	-2.54	1.644	0.04	83.2
413	0.0	-2.55	1.648	0.00	83.6
414	-0.2	-2.55	1.652	-0.04	83.6
415	0.0	-2.56	1.656	0.00	84.0
416	-0.2	-2.57	1.660	-0.04	84.2
417	0.0	-2.58	1.664	0.00	84.6
418	0.0	-2.58	1.668	0.00	84.6
419	0.0	-2.59	1.672	0.00	85.0
420	0.0	-2.60	1.676	0.00	85.2
421	-0.2	-2.60	1.680	-0.04	85.2
422	-0.2	-2.61	1.684	-0.04	85.6
423	0.0	-2.62	1.688	0.00	86.0
424	0.0	-2.62	1.692	0.00	86.0
425	-0.2	-2.63	1.696	-0.04	86.2
426	0.0	-2.64	1.700	0.00	86.6
427	0.0	-2.65	1.704	0.00	86.8
428	0.0	-2.65	1.708	0.00	86.8
429	0.0	-2.66	1.712	0.00	87.2
430	0.0	-2.67	1.716	0.00	87.6
431	-0.2	-2.67	1.720	-0.04	87.6
432	0.0	-2.68	1.724	0.00	87.8
433	0.0	-2.69	1.728	0.00	88.2
434	0.0	-2.69	1.732	0.00	88.2
435	0.0	-2.70	1.736	0.00	88.6
436	0.2	-2.71	1.740	0.04	88.8
437	0.0	-2.72	1.744	0.00	89.2
438	0.0	-2.72	1.748	0.00	89.2
439	0.0	-2.73	1.752	0.00	89.6
440	0.0	-2.74	1.756	0.00	89.8
441	0.0	-2.74	1.760	0.00	89.8
442	0.0	-2.75	1.764	0.00	90.2
443	-0.2	-2.76	1.768	-0.04	90.4
444	0.0	-2.76	1.772	0.00	90.4
445	0.2	-2.77	1.776	0.04	90.8
446	-0.2	-2.78	1.780	-0.04	91.2
447	0.2	-2.79	1.784	0.04	91.4
448	0.0	-2.79	1.788	0.00	91.4
449	0.0	-2.80	1.792	0.00	91.8
450	0.0	-2.81	1.796	0.00	92.2
451	-0.4	-2.81	1.800	-0.08	92.2
452	-0.2	-2.82	1.804	-0.04	92.4
453	-0.2	-2.83	1.808	-0.04	92.8
454	0.0	-2.84	1.812	0.00	93.2
455	0.2	-2.84	1.816	0.04	93.2
456	0.2	-2.85	1.820	0.04	93.4
457	0.2	-2.85	1.824	0.04	93.4
458	0.0	-2.86	1.828	0.00	93.8
459	0.0	-2.87	1.832	0.00	94.0
460	0.0	-2.88	1.836	0.00	94.4
461	0.0	-2.88	1.840	0.00	94.4
462	0.2	-2.89	1.844	0.04	94.8
463	0.0	-2.90	1.848	0.00	95.0
464	0.0	-2.90	1.852	0.00	95.0
465	0.0	-2.91	1.856	0.00	95.4
466	0.0	-2.92	1.860	0.00	95.8
467	0.0	-2.92	1.864	0.00	95.8
468	0.0	-2.93	1.868	0.00	96.0
469	-0.2	-2.94	1.872	-0.04	96.4
470	0.0	-2.95	1.876	0.00	96.8
471	-0.4	-2.95	1.880	-0.08	96.8
472	0.0	-2.96	1.884	0.00	97.0
473	-0.2	-2.97	1.888	-0.04	97.4
474	0.0	-2.97	1.892	0.00	97.4
475	0.0	-2.98	1.896	0.00	97.8
476	-0.2	-2.99	1.900	-0.04	98.0
477	0.0	-3.00	1.904	0.00	98.4
478	0.0	-3.00	1.908	0.00	98.4
479	0.0	-3.01	1.912	0.00	98.6
480	0.0	-3.02	1.916	0.00	99.0
481	0.0	-3.02	1.920	0.00	99.0
482	0.2	-3.03	1.924	0.04	99.4
483	0.2	-3.04	1.928	0.04	99.6
484	0.0	-3.04	1.932	0.00	99.6
485	0.0	-3.05	1.936	0.00	100.0
486	0.0	-3.06	1.940	0.00	100.4
487	0.2	-3.07	1.944	0.04	100.6
488	0.0	-3.07	1.948	0.00	100.6
489	0.0	-3.08	1.952	0.00	101.0
490	0.0	-3.09	1.956	0.00	101.4
491	0.0	-3.09	1.960	0.00	101.4
492	0.2	-3.10	1.964	0.04	101.6
493	0.0	-3.11	1.968	0.00	102.0
494	0.0	-3.11	1.972	0.00	102.0
495	-0.2	-3.12	1.976	-0.04	102.2
496	0.2	-3.13	1.980	0.04	102.6
497	0.2	-3.14	1.984	0.04	103.0
498	0.0	-3.14	1.988	0.00	103.0
499	0.0	-3.15	1.992	0.00	103.2
500	0.2	-3.16	1.996	0.04	103.6
501	-0.2	-3.16	2.000	-0.04	103.6
502	0.2	-3.17	2.004	0.04	104.0
503	0.0	-3.18	2.008	0.00	104.2
504	0.0	-3.18	2.012	0.00	104.2
505	0.0	-3.19	2.016	0.00	104.6
506	0.0	-3.20	2.020	0.00	105.0
507	0.0	-3.22	2.024	0.00	105.6
508	-0.2	-3.22	2.028	-0.04	105.6
509	0.0	-3.23	2.032	0.00	106.0
510	-0.2	-3.24	2.036	-0.04	106.2
511	0.0	-3.24	2.040	0.00	106.2
512	0.0	-3.25	2.044	0.00	106.6
513	0.0	-3.26	2.048	0.00	106.8
514	0.2	-3.26	2.052	0.04	106.8
515	0.2	-3.27	2.056	0.04	107.2
516	0.2	-3.28	2.060	0.04	107.6
517	0.2	-3.29	2.064	0.04	107.8
518	0.2	-3.29	2.068	0.04	107.8
519	0.0	-3.30	2.072	0.00	108.2
520	0.2	-3.31	2.076	0.04	108.6
521	0.0	-3.31	2.080	0.00	108.6
522	0.0	-3.32	2.084	0.00	108.8
523	0.0	-3.33	2.088	0.00	109.2
524	-0.2	-3.33	2.092	-0.04	109.2
525	0.0	-3.34	2.096	0.00	109.6
526	-0.4	-3.35	2.100	-0.08	109.8
527	0.0	-3.35	2.104	0.00	109.8
528	0.0	-3.36	2.108	0.00	110.2
529	0.0	-3.37	2.112	0.00	110.4
530	0.2	-3.38	2.116	0.04	110.8
531	0.0	-3.38	2.120	0.00	110.8
532	0.0	-3.39	2.124	0.00	111.2
533	0.0	-3.40	2.128	0.00	111.4
534	-0.2	-3.40	2.132	-0.04	111.4
535	0.0	-3.41	2.136	0.00	111.8
536	0.0	-3.42	2.140	0.00	112.2
537	0.0	-3.43	2.144	0.00	112.4
538	0.0	-3.43	2.148	0.00	112.4
539	0.0	-3.44	2.152	0.00	112.8
540	-0.2	-3.45	2.156	-0.04	113.2
541	0.0	-3.45	2.160	0.00	113.2
542	0.2	-3.46	2.164	0.04	113.4
543	0.0	-3.47	2.168	0.00	113.8
544	-0.2	-3.47	2.172	-0.04	113.8
545	0.0	-3.48	2.176	0.00	114.0
546	0.0	-3.49	2.180	0.00	114.4
547	0.2	-3.50	2.184	0.04	114.8
548	0.2	-3.50	2.188	0.04	114.8
549	0.0	-3.51	2.192	0.00	115.0
550	0.2	-3.52	2.196	0.04	115.4
551	0.0	-3.52	2.200	0.00	115.4
552	0.0	-3.53	2.204	0.00	115.8
553	0.0	-3.54	2.208	0.00	116.0
554	-0.2	-3.54	2.212	-0.04	116.0
555	0.2	-3.55	2.216	0.04	116.4
556	0.2	-3.56	2.220	0.04	116.8
557	0.0	-3.57	2.224	0.00	117.0
558	0.2	-3.57	2.228	0.04	117.0
559	-0.2	-3.58	2.232	-0.04	117.4
560	-0.2	-3.59	2.236	-0.04	117.8
561	-0.2	-3.59	2.240	-0.04	117.8
562	0.0	-3.60	2.244	0.00	118.0
563	0.0	-3.61	2.248	0.00	118.4
564	0.0	-3.61	2.252	0.00	118.4
565	0.0	-3.62	2.256	0.00	118.6
566	0.0	-3.63	2.260	0.00	119.0
567	-0.2	-3.64	2.264	-0.04	119.4
568	0.0	-3.64	2.268	0.00	119.4
569	0.0	-3.65	2.272	0.00	119.6
570	-0.2	-3.66	2.276	-0.04	120.0
571	-0.4	-3.66	2.280	-0.08	120.0
572	-0.2	-3.67	2.284	-0.04	120.4
573	0.0	-3.68	2.288	0.00	120.6
574	0.0	-3.69	2.292	0.00	121.0
575	-0.2	-3.69	2.296	-0.04	121.0
576	0.0	-3.70	2.300	0.00	121.4
577	0.2	-3.71	2.304	0.04	121.6
