names,max.slope,inflection.slope,fds.slope,max.strain,inflection.strain,fds.strain,max.score,inflection.score,fds.score,rsquared
pf12CP2,1022.4297320801945,108.88466829810957,99.07558832167324,0.1976,0.0335,0.043500000000000004,0.9474786702852517,0.18608782276371083,0.17212546190275774,0.3726047916351875
pf12CP3,353.452805057225,135.94958861091277,369.230519139651,0.0636,0.0189,0.0608,0.6176990944864662,0.8658631109345061,0.6401545373728145,0.9123497496937483
pf12LT1,255.8187316284318,255.8187316284318,282.33892974477317,0.0465,0.0465,0.045000000000000005,0.7143101724559869,0.7143101724559869,0.7280840278989844,0.7804466518679896
pf12LT2,173.92305812695344,173.92232105529698,172.92234206199453,0.0649,0.0648,0.0661,0.4026442559451797,0.40214654681437756,0.42529757732275963,0.9317146864675325
pf12LT3,114.35711728399706,114.35658655106106,113.24748412921504,0.0828,0.08270000000000001,0.0815,0.4839503013643699,0.48372058318243216,0.49044098433985933,0.7128623258021418
pf12MT1,120.31015331335928,113.35036936147466,104.57293290872448,0.1356,0.0383,0.043300000000000005,0.8401222785481739,0.36510189284812705,0.36622729208405735,0.8104688981268441
pf12MT2,141.50659033521725,141.50659033521725,134.54489965946513,0.0367,0.0367,0.0328,0.4196248659993473,0.4196248659993473,0.39964260586580147,0.5559684925620884
pf12MT3,131.49962253617076,131.4990684159943,124.17657345605139,0.0466,0.0465,0.050100000000000006,0.463116760479681,0.46282496974594933,0.4444822137440692,0.8427148513256935
pf12UT1,159.55471492828224,159.55471492828224,155.20420046188036,0.0611,0.0611,0.058100000000000006,0.35705927311405106,0.35705927311405106,0.3479081360081986,0.7383203640904784
pf12UT2,206.36799727268465,6.2245161266392515,190.42521381031497,0.1607,0.0888,0.1685,0.44170180421199273,6.6737128708893465,0.34221896960491077,0.9469520398299409
pf12UT3,103.34414100841093,92.6653832984839,91.14593412906699,0.0892,0.039400000000000004,0.0381,0.22176837999403295,0.2539459126031661,0.2123682161020919,0.7256836560969298
pf12UT4,159.03866341027577,159.03865460916447,152.56852331417218,0.053900000000000003,0.0538,0.058800000000000005,0.2873303074399387,0.2886471805281276,0.17810500168967255,0.8232273831579623
pf13CP1,94.52619710393432,65.00517437605089,60.03869345246897,0.1809,0.0397,0.0339,0.7142363698910739,0.23153526704076358,0.20050157105889022,0.6276583068124459
pf13CP2,72.28455997846882,39.13007358278752,61.78756484734346,0.0941,0.047400000000000005,0.1044,0.2761612786037906,0.49425052621114807,0.22884317999764012,0.5470929782983603
pf13CP3,30.947159507116737,29.132584609748974,19.881747545614477,0.1652,0.015700000000000002,0.0123,0.7752627537230817,0.3979455771488261,0.3490873935822,0.282117530372929
pf13LT1,52.52711837194242,52.52711837194242,51.797331077552506,0.0227,0.0227,0.0332,0.16391898451081588,0.16391898451081588,0.25151181784036497,0.686456488619833
pf13LT2,66.82308693737082,12.395845680339889,-1.6317603071620455,0.1829,0.0058000000000000005,0.0132,0.719425502277125,0.6268032823140427,9.10089363215574,0.5736056979215434
pf13LT3,58.92016496536294,34.2379096739034,19.610163993025218,0.0816,0.02,0.0373,0.399628780013777,0.37596624349948526,1.1840173197079942,0.6370347230058957
pf13MT1,28.934133723196034,6.423217903239036,1.7103293099932797,0.1988,0.020900000000000002,0.035300000000000005,1.0208482645621753,0.639646228377479,2.8149919108886974,0.027011860978344973
pf13MT2,72.61483331928679,72.61483331928679,68.92177852672046,0.056900000000000006,0.056900000000000006,0.057800000000000004,0.5407484128924899,0.5407484128924899,0.5522038893172458,0.6059974532671911
pf13MT3,89.61737943033246,89.61573317587313,70.73062789764518,0.014700000000000001,0.0146,0.0145,0.5252107191011958,0.5254677689065611,0.44866403265477905,0.4738516718036622
pf13UT1,274.91901609957927,160.47312700676454,109.33180791425485,0.1295,0.0804,0.036500000000000005,0.8532413402763782,0.2433667424949295,0.41138368756495813,0.45999160439437164
pf13UT2,74.6292110374073,74.62878543097337,66.11625915028341,0.0459,0.0458,0.0558,0.30421822817624494,0.30435926528588675,0.1862779261146866,0.45483455855581867
pf13UT3,153.69044296777906,128.70648814161623,123.63301390316944,0.1948,0.0568,0.0528,1.1241732840202956,0.3741121725706409,0.35105901631594044,0.71904871170828
pf13UT4,276.1495530588983,50.5755156351281,37.94191200488568,0.1105,0.0238,0.0102,0.5591977026339994,0.8075836519354138,1.1121887161360304,0.794602342211893
pf13UT5,69.57235774184048,69.57235774184048,64.87260094052394,0.0806,0.0806,0.0906,0.2582001663261214,0.2582001663261214,0.3102233074804378,0.37668217936419046
pf14CP1,128.07065100897913,128.07065100897913,123.76262098632613,0.0397,0.0397,0.034300000000000004,0.3375727999743297,0.3375727999743297,0.29584668346290816,0.9291109724019287
pf14CP2,170.55877031674046,170.55877031674046,168.5669415671914,0.0563,0.0563,0.054200000000000005,0.3598419041058722,0.3598419041058722,0.35513995790188646,0.9268927530315132
pf14CP3,175.39847130890757,175.39762202674626,172.3505407905526,0.0463,0.046200000000000005,0.051000000000000004,0.3279679241666357,0.3278087526128625,0.3108242689192267,0.8751134204582628
pf14LT1,160.8200353358011,160.8200353358011,159.42019919507456,0.032,0.032,0.027,0.45826827587198854,0.45826827587198854,0.40819728754075085,0.9461171362925266
pf14LT2,173.67899544643444,166.47432623589515,163.48826475908868,0.186,0.0408,0.0444,0.7468000424047472,0.3769567670344219,0.39623539322919726,0.902032541175266
pf14LT3,183.2103923805809,183.20924402852114,183.26180111474702,0.0431,0.043000000000000003,0.043300000000000005,0.5395253018630618,0.5391535684946043,0.5378462248874614,0.9142757948009083
pf14MT1,122.6835841630293,122.6830092594806,123.49385414785549,0.0512,0.0511,0.048,0.4993852735306843,0.4992407240776909,0.49218963883026856,0.8523661265788812
pf14MT2,166.23273803912343,166.23273803912343,153.0516575710858,0.041800000000000004,0.041800000000000004,0.0432,0.5810755713564723,0.5810755713564723,0.5398247530908579,0.9156882361248101
pf14MT3,95.41989745913955,50.17002039280986,47.13028950799016,0.0704,0.0154,0.0111,0.3842375646051833,0.34904745052623576,0.3266835385018139,0.7252973643441368
pf14UT2,195.26686853014525,165.4579591762774,20.810596049346657,0.1337,0.0771,0.019100000000000002,0.7138324618657077,0.4165766658819707,4.072566953373171,0.5913026167644468
pf14UT3,200.75043164577403,117.67833441456067,105.72266611730564,0.1572,0.0483,0.0519,1.1161296319335072,0.4493581291861954,0.3350528754057818,0.7954542508163063
pf14UT4,166.57146728195852,166.5703324975424,126.38082540041916,0.0488,0.0487,0.058100000000000006,0.46115839105461004,0.46084070973543023,0.388191122137066,0.8782247701254235
pf15CP1,152.0557660730008,37.17219872817286,28.115297785357527,0.09680000000000001,0.01,0.012400000000000001,0.6640701655850354,0.2664709420463103,0.5757939039561473,0.7503740055295699
pf15CP3,265.4579435159174,265.4579435159174,234.63315638957437,0.041100000000000005,0.041100000000000005,0.0453,0.3896575936265168,0.3896575936265168,0.36372630084725055,0.8932066176815323
pf15CP4,227.06343130983606,113.73717594696483,110.55641183164441,0.0765,0.0364,0.0329,0.4357310430372909,0.5323903877002295,0.48804907761296984,0.7734738464392366
pf15LT1,192.41319833585737,95.2434991243266,86.53740412143291,0.061700000000000005,0.0224,0.0164,0.5098718401570526,0.5779534266396019,0.5898188031141683,0.8635419328449376
pf15LT2,205.33269916885163,205.33269916885163,187.69695859756564,0.043500000000000004,0.043500000000000004,0.0475,0.541359696602921,0.541359696602921,0.5174843288708141,0.9154240859645256
pf15LT3,123.13631457155603,123.13524905788032,116.19654449991653,0.046700000000000005,0.0466,0.0514,0.40220144271486774,0.40192560892266666,0.40274585878811936,0.7936811245670293
pf15MT1,87.08686877928582,44.560450802607434,35.70126712848579,0.1746,0.0693,0.0446,0.38987953529966335,0.2494736723700584,0.2706720699670427,0.45241416625070946
pf15MT2,108.48963422481738,108.48963422481738,99.49759646567932,0.046700000000000005,0.046700000000000005,0.0519,0.4621893992700642,0.4621893992700642,0.4085958565143224,0.8206114400697315
pf15MT3,81.18101629603373,81.18101629603373,76.64092473570491,0.0666,0.0666,0.0732,0.22238995647480922,0.22238995647480922,0.15879382757486032,0.3474495805395752
pf15UT1,158.77702379854293,158.77702379854293,157.6794491487754,0.0738,0.0738,0.07540000000000001,0.44497578109929276,0.44497578109929276,0.44355797843595063,0.9275919538806792
pf15UT2,211.87412290524802,211.87412290524802,209.05738439300254,0.0772,0.0772,0.0772,0.4263091703466158,0.4263091703466158,0.4260580039324453,0.9237699633191954
pf15UT3,178.36075482328872,178.36075482328872,14.652285346853246,0.09970000000000001,0.09970000000000001,0.0324,0.44822195929317915,0.44822195929317915,2.6430408169315305,0.8750244171741332
pf15UT4,97.97244689721677,82.69408831705113,81.1894051420413,0.1375,0.07490000000000001,0.0772,0.3005359855499022,0.1859305852393684,0.17663704773741823,0.5098344496186107
pf16CP1,113.69134498572205,113.69127079625603,107.22998978431535,0.053900000000000003,0.0538,0.0375,0.28834056288313636,0.28855163967393604,0.248298755689096,0.8516695960858051
pf16CP2,321.1865548429856,130.7971078593548,380.36171595420717,0.0742,0.0212,0.065,0.6617787653807935,0.7151362803689093,0.6582231743761827,0.8986927972269704
pf16CP3,240.93170675259657,240.93170675259657,209.54071874575678,0.1017,0.1017,0.1062,0.48415682838869234,0.48415682838869234,0.4587646390813199,0.7408388245168903
pf16LT1,134.08901833677183,134.08901833677183,127.08883552174235,0.0316,0.0316,0.0302,0.4688943517337092,0.4688943517337092,0.40039110040223264,0.8515792258144494
pf16LT2,204.0523942459591,79.91582467914643,31.01734092966487,0.0666,0.0181,0.032100000000000004,0.6908811150297683,0.8217855279170522,3.53015259615949,0.7287170185331316
pf16LT3,614.5395994709567,216.6885017598806,196.89512914565296,0.1981,0.0367,0.029400000000000003,1.0509714776451153,0.38201423489479786,0.3575325208789146,0.5637696593806758
pf16MT1,212.51009891103666,105.16623623664925,88.98293954314356,0.1363,0.0427,0.052000000000000005,0.9938679860347936,0.345349414656382,0.38646091816007866,0.6541261094820241
pf16MT2,142.73815176895903,47.65467881072229,38.43311559954663,0.1385,0.019,0.019,0.6410643830494129,0.15363889822045845,0.2447248801657694,0.704083834807516
pf16MT3,234.98917156744517,77.50337961136366,244.40706627265158,0.0712,0.0239,0.0682,0.612529649899058,1.117267054531109,0.6145812681408792,0.9296454523456428
