name,max.slope,max.strain,max.score,inflection.slope,inflection.strain,inflection.score,fds.slope,fds.strain,fds.score
PF07UT3,114.49929200354013,0.0517,0.3410950738595848,114.49926267234295,0.0516,0.34117111620751706,98.02444109466205,0.058100000000000006,0.29072915257673954
PF07UT4,92.67506752654847,0.1625,0.42114595435935226,50.695997594184306,0.0247,0.4923993544284476,53.58894366282574,0.058,0.1936807979243235
PF08CP1,107.96813371852949,0.022500000000000003,0.25230607176923997,107.96813371852949,0.022500000000000003,0.25230607176923997,111.99121188972806,0.020900000000000002,0.2024839911429135
PF08CP2,106.45658462492982,0.0217,0.3512505312044943,106.45658462492982,0.0217,0.3512505312044943,98.7115238979451,0.0263,0.32303702622593333
PF08CP3,116.06063820385579,0.049300000000000004,0.38551636064526007,116.06063820385579,0.049300000000000004,0.38551636064526007,109.14710789195412,0.0603,0.3004396916214729
PF08LT1,202.8980369708086,0.042300000000000004,0.5034070397909475,202.8980369708086,0.042300000000000004,0.5034070397909475,211.6418629646027,0.0378,0.5147600125488058
PF08LT2,8.613573620646628,0,0.6931263719507286,2.2396023668653324,0.0632,0.31957801349888587,3.6948058623915427,0.0114,0.686209282592937
PF08LT3,83.20638015368506,0.016,0.4237930916581612,83.20499445958852,0.0159,0.42346422017764135,81.39796691242283,0.0145,0.4273594608258587
PF08MT1,118.91528240398354,0.0585,0.3438411186669067,109.6503055715263,0.020800000000000003,0.24787061647187403,97.41088835962252,0.0322,0.2052130519943754
PF08MT2,161.35899653100697,0.050800000000000005,0.5665173892583865,161.3585399748114,0.0507,0.5663972967018022,167.09989616058297,0.0477,0.5644889125386301
PF08MT3,225.9309591440204,0.108,1.3542916797285014,209.1329184104172,0.031900000000000005,0.5289054023525745,197.02940652792185,0.0347,0.5033394865655497
PF08UT1,178.18554868577533,0.0718,0.48481032473785735,178.18532845326945,0.0717,0.4852945274756505,175.38020747989452,0.0748,0.45955234238415654
PF08UT2,150.1227692672078,0.0495,0.46075506808303895,150.1227692672078,0.0495,0.46075506808303895,150.9365111061173,0.0531,0.4675805166593144
PF08UT3,114.00938809655719,0.0843,0.3914762744988852,114.00938809655719,0.0843,0.3914762744988852,114.70595060728883,0.0844,0.40734396193692013
PF08UT4,195.87815842334072,0.09340000000000001,0.4661776896440754,195.87815842334072,0.09340000000000001,0.4661776896440754,21.432468887636247,0.0149,2.4693093549009584
PF09CP1,199.47711005008068,0.19999999999999982,0.6517015121762151,178.37007415352437,0.0227,0.45627232607975543,151.42404083218204,0.028300000000000002,0.3930034142365003
PF09CP2,126.46128477053665,0.054200000000000005,0.4373333782390549,126.4605227160756,0.0541,0.4373351691454546,122.02644347812597,0.0504,0.4221783546777678
PF09CP3,75.93532042555555,0.055,0.2646087743402581,75.93532042555555,0.055,0.2646087743402581,70.14366235328492,0.0599,0.2313750464156885
PF09LT1,66.67230741289205,0.1999999999999993,1.573366009482972,66.14366968440041,0.0378,0.27835115469276683,55.41434100998139,0.050800000000000005,0.2573981613674619
PF09LT2,26.440812557511094,0.1782,0.15708872531749193,23.04641966232266,0.0204,0.5391379333804474,20.655553642900053,0.0217,0.5369108906269178
PF09LT3,84.66425223933054,0.0454,0.3443694988262596,84.66380411381826,0.0453,0.3444283034727986,75.81894518161897,0.054900000000000004,0.20627962903741714
PF09MT1,48.58261923753297,0.040400000000000005,0.4505119429909808,48.58213056941834,0.0403,0.4502577725962512,45.30867858698683,0.0439,0.4158964240017055
PF09MT2,100.60662074812898,0.023200000000000002,0.4498773851133733,100.60662074812898,0.023200000000000002,0.4498773851133733,96.40817877474042,0.027600000000000003,0.4655400636980894
PF09MT3,68.9056057654658,0.0529,0.36608896823592724,68.9056057654658,0.0529,0.36608896823592724,66.93067441961263,0.054400000000000004,0.34726404194023053
PF09UT1,152.0858154990322,0.0575,0.4252533897157743,152.0854706417395,0.0574,0.42541468524125853,143.75816040923974,0.0545,0.4076616306232134
PF09UT2,315.6802655545626,0.1092,0.8371331481656288,176.1277731811475,0.0545,0.5064037160637263,161.72549255340553,0.051300000000000005,0.45866101513915974
PF09UT3,137.47973121351922,0.075,0.226231300008705,137.47973121351922,0.075,0.226231300008705,129.83780345830974,0.07880000000000001,0.22860162039685022
PF10CP1,43.433205174703076,0.0371,0.37834604075735323,43.433037654047865,0.037000000000000005,0.3774578949380264,35.52983945160971,0.0494,0.44790119587110505
PF10CP2,83.78550269056326,0.0405,0.40236196695264104,83.78502123256831,0.040400000000000005,0.4015573671343471,79.38621553310851,0.0417,0.44308028814834766
PF10CP3,116.9245569385205,0.0568,0.4102848071812527,116.9245569385205,0.0568,0.4102848071812527,105.49531275415771,0.061000000000000006,0.36211275827294603
PF10LT1,63.958149527774,0.1999999999999993,0.773259731167624,28.230165905044814,0.0201,0.5968519908319817,16.937648374567935,0.0245,0.5113617170336656
PF10LT2,95.29871228678442,0.1008,0.3613289763823796,26.527343110931206,0.0189,0.6907325928035881,91.35175757859082,0.097,0.3413645921441718
PF10LT3,73.17910642885948,0.048100000000000004,0.3817349617003236,73.17885796005856,0.048,0.38171174016549675,67.95726612703739,0.0553,0.30738697781452085
PF10MT1,41.780412115517464,0.196,0.3932345035259997,7.211190717634123,0.02,0.38443545193827,5.0352031179514025,0.0216,0.4906274559628953
PF10MT2,47.59387185568427,0.035300000000000005,0.3808292085792164,47.59377235801869,0.0352,0.38055209971101095,37.282428070457854,0.0477,0.297745318349153
PF10MT3,78.88988891158813,0.0424,0.5047127257053456,78.8898629807084,0.042300000000000004,0.5041251104499569,51.682696020920815,0.057300000000000004,0.5424824794768017
PF10UT1,105.02162498940947,0.17250000000000001,0.21631680709082682,105.02102935223581,0.1724,0.21668062526116982,17.713720697545433,0.0614,1.0529328422594886
PF10UT2,138.49674049046743,0.0601,0.4884758207832489,138.49568223729244,0.060000000000000005,0.48882151328826406,140.6272603614787,0.058,0.49227673337999217
PF10UT3,118.02155289492404,0.0693,0.4696230080813776,30.816878051921698,0.019700000000000002,1.3530059973433872,97.1131162949277,0.08710000000000001,0.5348714938118542
PF11CP1,93.94477391064646,0.0454,0.29548585329621524,93.9446885528057,0.0453,0.295091412764216,66.61847341742467,0.0205,0.2286843606887028
PF11CP2,150.73954845021797,0.11620000000000001,1.1905587389968864,106.70817757422365,0.039,0.3523728157955482,103.61896928824468,0.040100000000000004,0.3101162197036834
PF11CP3,167.9144821312305,0.1595,0.833267887108939,69.741204503843,0.0528,0.28841786704455913,66.61623363727297,0.054,0.24606289625508584
PF11CP4,296.45055398724196,0.0753,0.6463192086318096,127.49773893750302,0.0181,0.5912665278460494,67.04579817829021,0.032100000000000004,2.149476707644434
PF11LT1,185.3647617803344,0.0523,0.6273255799402145,185.3638627553809,0.0522,0.6269537302425157,176.9118847329661,0.0441,0.5681535610593771
PF11LT2,347.80153596998014,0.06620000000000001,0.7360121919113326,46.96701992440404,0.0189,3.108108097366668,35.23770248109968,0.0142,4.245320859509307
PF11LT3,242.62302553498736,0.11180000000000001,0.7982783792007048,174.58743208705766,0.0224,0.41725331806520016,139.33054363995856,0.0333,0.4894253581233808
PF11MT1,111.4075615930929,0.031200000000000002,0.46894689709862736,111.40707325736682,0.031100000000000003,0.4683158547551161,104.13814583268045,0.030100000000000002,0.4332509750179802
PF11MT2,238.85038073208818,0.06670000000000001,0.674634019519769,86.5342689334163,0.0172,0.9642079730094845,245.33758104450771,0.0698,0.71765294585805
PF11MT3,178.73020761348278,0.1087,0.8759948792088407,99.12718291715002,0.0434,0.38219005589271116,91.30545021912131,0.048600000000000004,0.30928812808401035
PF11UT1,135.22974952153334,0.184,0.3585870088304481,120.5802974196664,0.1188,0.3824159594480087,6.8151447745487985,0.0125,2.4314634406829834
PF11UT2,133.15077994392232,0.1718,0.28248079704903206,33.8942145202718,0.0206,0.2969085519548347,76.84007166421512,0.1275,0.38036443466059777
PF11UT3,225.37993595714656,0.1638,0.6364504856606085,94.31290208028264,0.0671,0.24674431908732103,98.93278891213477,0.1114,0.39445526267793746
PF11UT4,345.77736034656726,0.1777,0.6016171744708134,40.81712428907725,0.014400000000000001,0.5976081466762132,34.759850903466905,0.0148,0.551418814207747
PF11UT5,246.7988236506241,0.1925,0.6508637754982196,102.26048897350626,0.0897,0.22511060740941974,95.65546261475777,0.10200000000000001,0.28898364368006724
PF12CP1,206.30779268504193,0.1558,0.404256146626066,34.422683294830456,0.0458,1.0389643933856583,23.361460130386412,0.031,1.0144027636894306
PF12CP2,1022.4297320801945,0.1976,0.9474786702852517,108.88466829810957,0.0335,0.18608782276371083,99.07558832167324,0.043500000000000004,0.17212546190275774
PF12CP3,353.452805057225,0.0636,0.6176990944864662,135.94958861091277,0.0189,0.8658631109345061,369.230519139651,0.0608,0.6401545373728145
PF12LT1,255.8187316284318,0.0465,0.7143101724559869,255.8187316284318,0.0465,0.7143101724559869,282.33892974477317,0.045000000000000005,0.7280840278989844
PF12LT3,114.35711728399706,0.0828,0.4839503013643699,114.35658655106106,0.08270000000000001,0.48372058318243216,113.24748412921504,0.0815,0.49044098433985933
PF12MT1,120.31015331335928,0.1356,0.8401222785481739,113.35036936147466,0.0383,0.36510189284812705,104.57293290872448,0.043300000000000005,0.36622729208405735
PF12MT2,141.50659033521725,0.0367,0.4196248659993473,141.50659033521725,0.0367,0.4196248659993473,134.54489965946513,0.0328,0.39964260586580147
PF12MT3,131.49962253617076,0.0466,0.463116760479681,131.4990684159943,0.0465,0.46282496974594933,124.17657345605139,0.050100000000000006,0.4444822137440692
PF12UT1,159.55471492828224,0.0611,0.35705927311405106,159.55471492828224,0.0611,0.35705927311405106,155.20420046188036,0.058100000000000006,0.3479081360081986
PF12UT2,206.36799727268465,0.1607,0.44170180421199273,6.2245161266392515,0.0888,6.6737128708893465,190.42521381031497,0.1685,0.34221896960491077
PF12UT3,103.34414100841093,0.0892,0.22176837999403295,92.6653832984839,0.039400000000000004,0.2539459126031661,91.14593412906699,0.0381,0.2123682161020919
PF12UT4,159.03866341027577,0.053900000000000003,0.2873303074399387,159.03865460916447,0.0538,0.2886471805281276,152.56852331417218,0.058800000000000005,0.17810500168967255
PF13CP1,94.52619710393432,0.1809,0.7142363698910739,65.00517437605089,0.0397,0.23153526704076358,60.03869345246897,0.0339,0.20050157105889022
PF13CP2,72.28455997846882,0.0941,0.2761612786037906,39.13007358278752,0.047400000000000005,0.49425052621114807,61.78756484734346,0.1044,0.22884317999764012
PF13CP3,30.947159507116737,0.1652,0.7752627537230817,29.132584609748974,0.015700000000000002,0.3979455771488261,19.881747545614477,0.0123,0.3490873935822
PF13MT1,28.934133723196034,0.1988,1.0208482645621753,6.423217903239036,0.020900000000000002,0.639646228377479,1.7103293099932797,0.035300000000000005,2.8149919108886974
PF13MT2,72.61483331928679,0.056900000000000006,0.5407484128924899,72.61483331928679,0.056900000000000006,0.5407484128924899,68.92177852672046,0.057800000000000004,0.5522038893172458
PF13MT3,89.61737943033246,0.014700000000000001,0.5252107191011958,89.61573317587313,0.0146,0.5254677689065611,70.73062789764518,0.0145,0.44866403265477905
PF13UT1,274.91901609957927,0.1295,0.8532413402763782,160.47312700676454,0.0804,0.2433667424949295,109.33180791425485,0.036500000000000005,0.41138368756495813
PF13UT2,74.6292110374073,0.0459,0.30421822817624494,74.62878543097337,0.0458,0.30435926528588675,66.11625915028341,0.0558,0.1862779261146866
PF13UT3,153.69044296777906,0.1948,1.1241732840202956,128.70648814161623,0.0568,0.3741121725706409,123.63301390316944,0.0528,0.35105901631594044
PF13UT4,276.1495530588983,0.1105,0.5591977026339994,50.5755156351281,0.0238,0.8075836519354138,37.94191200488568,0.0102,1.1121887161360304
PF13UT5,69.57235774184048,0.0806,0.2582001663261214,69.57235774184048,0.0806,0.2582001663261214,64.87260094052394,0.0906,0.3102233074804378
PF15LT1,321.5084373446313,0.051000000000000004,0.38103652433504515,321.5084373446313,0.051000000000000004,0.38103652433504515,301.94884265369126,0.0335,0.33131808773173776
PF15LT2,261.8281593306264,0.0658,0.24805485694178803,220.02232631325973,0.0217,0.3385448415489582,274.131919105537,0.0658,0.3115466222738795
PF15LT3,294.92276832407634,0.050300000000000004,0.46587158290842184,294.92276832407634,0.050300000000000004,0.46587158290842184,292.31111945732084,0.0563,0.44231784426297366
PF15MT1,242.3057752387785,0.0646,0.3792758414370665,242.3057752387785,0.0646,0.3792758414370665,235.25926520727782,0.0663,0.3559871417569843
PF15MT2,202.2514603587576,0.0579,0.42269650504019024,202.2509058062376,0.057800000000000004,0.4234485321620212,196.000486489631,0.062200000000000005,0.35934356316319377
PF15MT3,186.09914257674336,0.10980000000000001,0.2500968053595106,117.81863162840625,0.018000000000000002,0.2993558050341487,81.73797890465924,0.0287,0.3887840489519628
PF15CP1,152.0557660730008,0.09680000000000001,0.6640701655850354,37.17219872817286,0.01,0.2664709420463103,28.115297785357527,0.012400000000000001,0.5757939039561473
PF15CP3,265.4579435159174,0.041100000000000005,0.3896575936265168,265.4579435159174,0.041100000000000005,0.3896575936265168,234.63315638957437,0.0453,0.36372630084725055
PF15CP4,227.06343130983606,0.0765,0.4357310430372909,113.73717594696483,0.0364,0.5323903877002295,110.55641183164441,0.0329,0.48804907761296984
PF15LT1,192.41319833585737,0.061700000000000005,0.5098718401570526,95.2434991243266,0.0224,0.5779534266396019,86.53740412143291,0.0164,0.5898188031141683
PF15LT2,205.33269916885163,0.043500000000000004,0.541359696602921,205.33269916885163,0.043500000000000004,0.541359696602921,187.69695859756564,0.0475,0.5174843288708141
PF15LT3,123.13631457155603,0.046700000000000005,0.40220144271486774,123.13524905788032,0.0466,0.40192560892266666,116.19654449991653,0.0514,0.40274585878811936
PF15MT1,87.08686877928582,0.1746,0.38987953529966335,44.560450802607434,0.0693,0.2494736723700584,35.70126712848579,0.0446,0.2706720699670427
PF15MT2,108.48963422481738,0.046700000000000005,0.4621893992700642,108.48963422481738,0.046700000000000005,0.4621893992700642,99.49759646567932,0.0519,0.4085958565143224
PF15MT3,81.18101629603373,0.0666,0.22238995647480922,81.18101629603373,0.0666,0.22238995647480922,76.64092473570491,0.0732,0.15879382757486032
PF15UT1,158.77702379854293,0.0738,0.44497578109929276,158.77702379854293,0.0738,0.44497578109929276,157.6794491487754,0.07540000000000001,0.44355797843595063
PF15UT2,211.87412290524802,0.0772,0.4263091703466158,211.87412290524802,0.0772,0.4263091703466158,209.05738439300254,0.0772,0.4260580039324453
PF15UT3,178.36075482328872,0.09970000000000001,0.44822195929317915,178.36075482328872,0.09970000000000001,0.44822195929317915,14.652285346853246,0.0324,2.6430408169315305
PF15UT4,97.97244689721677,0.1375,0.3005359855499022,82.69408831705113,0.07490000000000001,0.1859305852393684,81.1894051420413,0.0772,0.17663704773741823
PF16CP1,113.69134498572205,0.053900000000000003,0.28834056288313636,113.69127079625603,0.0538,0.28855163967393604,107.22998978431535,0.0375,0.248298755689096
