sep=	
pf18mt01

System Information:
IntelliMESUR Version: 2.2.1
Test Frame Model: F505
Test Frame Serial Number: 4418651
Test Frame Capacity: 500 lbF / 2.2 kN
Test Frame Firmware Version: 1.00.14
Force Sensor Model: FS05-100
Force Sensor Capacity: 500 N
Force Sensor Resolution: 0.2 N
Force Sensor Serial Number: 4425350
Calibration Date: Apr 29, 2024
Calibration Due Date: Apr 29, 2025

Reading	Load [N]	Distance [mm]	Time [s]	Stress [MPa]	Strain [%]	
71	0.2	-0.15	0.280	0.04	5.0
72	0.0	-0.16	0.284	0.00	5.4
73	0.0	-0.17	0.288	0.00	5.8
74	0.0	-0.17	0.292	0.00	5.8
75	-0.2	-0.18	0.296	-0.04	6.0
76	0.0	-0.19	0.300	0.00	6.4
77	0.0	-0.19	0.304	0.00	6.4
78	-0.4	-0.20	0.308	-0.06	6.8
79	0.0	-0.21	0.312	0.00	7.0
80	0.2	-0.21	0.316	0.04	7.0
81	-0.2	-0.22	0.320	-0.04	7.4
82	0.0	-0.23	0.324	0.00	7.8
83	0.0	-0.24	0.328	0.00	8.0
84	0.6	-0.24	0.332	0.10	8.0
85	0.0	-0.25	0.336	0.00	8.4
86	0.2	-0.26	0.340	0.04	8.8
87	0.0	-0.26	0.344	0.00	8.8
88	0.0	-0.27	0.348	0.00	9.0
89	0.0	-0.28	0.352	0.00	9.4
90	0.0	-0.28	0.356	0.00	9.4
91	0.0	-0.29	0.360	0.00	9.8
92	0.0	-0.30	0.364	0.00	10.0
93	0.0	-0.31	0.368	0.00	10.4
94	0.0	-0.31	0.372	0.00	10.4
95	0.0	-0.32	0.376	0.00	10.8
96	0.0	-0.33	0.380	0.00	11.0
97	0.0	-0.33	0.384	0.00	11.0
98	0.0	-0.34	0.388	0.00	11.4
99	0.0	-0.35	0.392	0.00	11.8
100	0.2	-0.36	0.396	0.04	12.0
101	0.2	-0.36	0.400	0.04	12.0
102	0.2	-0.37	0.404	0.04	12.4
103	0.0	-0.38	0.408	0.00	12.8
104	0.0	-0.38	0.412	0.00	12.8
105	0.0	-0.39	0.416	0.00	13.0
106	0.0	-0.40	0.420	0.00	13.4
107	0.0	-0.40	0.424	0.00	13.4
108	0.0	-0.41	0.428	0.00	13.8
109	-0.4	-0.42	0.432	-0.06	14.0
110	-0.2	-0.43	0.436	-0.04	14.4
111	0.0	-0.43	0.440	0.00	14.4
112	0.0	-0.44	0.444	0.00	14.8
113	0.0	-0.45	0.448	0.00	15.2
114	0.0	-0.45	0.452	0.00	15.2
115	0.0	-0.46	0.456	0.00	15.4
116	0.0	-0.47	0.460	0.00	15.8
117	0.2	-0.47	0.464	0.04	15.8
118	0.0	-0.48	0.468	0.00	16.2
119	0.0	-0.49	0.472	0.00	16.4
120	0.0	-0.50	0.476	0.00	16.8
121	-0.2	-0.50	0.480	-0.04	16.8
122	0.0	-0.51	0.484	0.00	17.2
123	0.0	-0.52	0.488	0.00	17.4
124	0.0	-0.52	0.492	0.00	17.4
125	0.0	-0.53	0.496	0.00	17.8
126	0.0	-0.54	0.500	0.00	18.2
127	0.2	-0.54	0.504	0.04	18.2
128	0.2	-0.55	0.508	0.04	18.4
129	0.0	-0.56	0.512	0.00	18.8
130	0.0	-0.56	0.516	0.00	18.8
131	0.0	-0.57	0.520	0.00	19.2
132	0.0	-0.58	0.524	0.00	19.4
133	0.2	-0.59	0.528	0.04	19.8
134	0.0	-0.59	0.532	0.00	19.8
135	0.0	-0.60	0.536	0.00	20.2
136	0.0	-0.61	0.540	0.00	20.4
137	-0.2	-0.61	0.544	-0.04	20.4
138	0.0	-0.62	0.548	0.00	20.8
139	0.0	-0.63	0.552	0.00	21.2
140	-0.2	-0.63	0.556	-0.04	21.2
141	0.0	-0.64	0.560	0.00	21.4
142	0.0	-0.65	0.564	0.00	21.8
143	0.2	-0.66	0.568	0.04	22.2
144	0.0	-0.66	0.572	0.00	22.2
145	0.0	-0.67	0.576	0.00	22.4
146	0.0	-0.68	0.580	0.00	22.8
147	-0.2	-0.68	0.584	-0.04	22.8
148	0.4	-0.69	0.588	0.06	23.2
149	0.0	-0.70	0.592	0.00	23.4
150	-0.2	-0.70	0.596	-0.04	23.4
151	0.0	-0.71	0.600	0.00	23.8
152	0.0	-0.72	0.604	0.00	24.2
153	0.0	-0.73	0.608	0.00	24.4
154	0.2	-0.73	0.612	0.04	24.4
155	0.0	-0.74	0.616	0.00	24.8
156	0.0	-0.75	0.620	0.00	25.2
157	0.0	-0.75	0.624	0.00	25.2
158	0.2	-0.76	0.628	0.04	25.6
159	0.2	-0.77	0.632	0.04	25.8
160	0.0	-0.77	0.636	0.00	25.8
161	0.4	-0.78	0.640	0.06	26.2
162	0.0	-0.79	0.644	0.00	26.6
163	-0.2	-0.80	0.648	-0.04	26.8
164	-0.2	-0.80	0.652	-0.04	26.8
165	0.0	-0.81	0.656	0.00	27.2
166	0.0	-0.82	0.660	0.00	27.6
167	0.0	-0.82	0.664	0.00	27.6
168	0.0	-0.83	0.668	0.00	27.8
169	0.0	-0.84	0.672	0.00	28.2
170	0.2	-0.84	0.676	0.04	28.2
171	0.0	-0.85	0.680	0.00	28.6
172	0.0	-0.86	0.684	0.00	28.8
173	-0.2	-0.86	0.688	-0.04	28.8
174	-0.2	-0.87	0.692	-0.04	29.2
175	-0.2	-0.88	0.696	-0.04	29.6
176	0.0	-0.89	0.700	0.00	29.8
177	0.0	-0.89	0.704	0.00	29.8
178	0.0	-0.90	0.708	0.00	30.2
179	0.0	-0.91	0.712	0.00	30.6
180	0.2	-0.91	0.716	0.04	30.6
181	0.2	-0.92	0.720	0.04	30.8
182	0.0	-0.93	0.724	0.00	31.2
183	0.2	-0.93	0.728	0.04	31.2
184	0.2	-0.94	0.732	0.04	31.6
185	0.0	-0.95	0.736	0.00	31.8
186	0.0	-0.96	0.740	0.00	32.2
187	0.0	-0.96	0.744	0.00	32.2
188	0.0	-0.97	0.748	0.00	32.6
189	0.0	-0.98	0.752	0.00	32.8
190	0.0	-0.98	0.756	0.00	32.8
191	0.0	-0.99	0.760	0.00	33.2
192	0.0	-1.00	0.764	0.00	33.6
193	0.0	-1.00	0.768	0.00	33.6
194	0.0	-1.01	0.772	0.00	33.8
195	0.0	-1.02	0.776	0.00	34.2
196	0.0	-1.03	0.780	0.00	34.6
197	0.0	-1.03	0.784	0.00	34.6
198	0.0	-1.04	0.788	0.00	34.8
199	0.0	-1.06	0.792	0.00	35.6
200	0.0	-1.06	0.796	0.00	35.6
201	-0.2	-1.07	0.800	-0.04	36.0
202	0.2	-1.08	0.804	0.04	36.2
203	0.0	-1.08	0.808	0.00	36.2
204	0.2	-1.09	0.812	0.04	36.6
205	0.0	-1.10	0.816	0.00	37.0
206	0.0	-1.11	0.820	0.00	37.2
207	0.0	-1.11	0.824	0.00	37.2
208	0.0	-1.12	0.828	0.00	37.6
209	0.0	-1.13	0.832	0.00	38.0
210	0.0	-1.13	0.836	0.00	38.0
211	0.0	-1.14	0.840	0.00	38.2
212	0.0	-1.15	0.844	0.00	38.6
213	0.0	-1.15	0.848	0.00	38.6
214	0.0	-1.16	0.852	0.00	39.0
215	0.0	-1.17	0.856	0.00	39.2
216	0.0	-1.17	0.860	0.00	39.2
217	0.0	-1.18	0.864	0.00	39.6
218	0.2	-1.19	0.868	0.04	40.0
219	0.4	-1.20	0.872	0.06	40.2
220	0.0	-1.20	0.876	0.00	40.2
221	0.0	-1.21	0.880	0.00	40.6
222	0.0	-1.22	0.884	0.00	41.0
223	0.0	-1.22	0.888	0.00	41.0
224	0.0	-1.23	0.892	0.00	41.2
225	0.0	-1.24	0.896	0.00	41.6
226	0.0	-1.24	0.900	0.00	41.6
227	0.0	-1.25	0.904	0.00	42.0
228	0.0	-1.26	0.908	0.00	42.2
229	0.2	-1.27	0.912	0.04	42.6
230	0.2	-1.27	0.916	0.04	42.6
231	0.0	-1.28	0.920	0.00	43.0
232	0.0	-1.29	0.924	0.00	43.2
233	0.0	-1.29	0.928	0.00	43.2
234	0.0	-1.30	0.932	0.00	43.6
235	0.2	-1.31	0.936	0.04	44.0
236	0.4	-1.31	0.940	0.06	44.0
237	0.0	-1.32	0.944	0.00	44.2
238	0.0	-1.33	0.948	0.00	44.6
239	0.0	-1.34	0.952	0.00	45.0
240	0.0	-1.34	0.956	0.00	45.0
241	0.0	-1.35	0.960	0.00	45.4
242	0.0	-1.36	0.964	0.00	45.6
243	-0.2	-1.36	0.968	-0.04	45.6
244	0.0	-1.37	0.972	0.00	46.0
245	0.0	-1.38	0.976	0.00	46.4
246	0.0	-1.38	0.980	0.00	46.4
247	0.0	-1.39	0.984	0.00	46.6
248	0.0	-1.40	0.988	0.00	47.0
249	0.0	-1.41	0.992	0.00	47.4
250	0.0	-1.41	0.996	0.00	47.4
251	0.0	-1.42	1.000	0.00	47.6
252	0.0	-1.43	1.004	0.00	48.0
253	0.0	-1.43	1.008	0.00	48.0
254	0.0	-1.44	1.012	0.00	48.4
255	0.0	-1.45	1.016	0.00	48.6
256	0.0	-1.45	1.020	0.00	48.6
257	-0.2	-1.46	1.024	-0.04	49.0
258	0.0	-1.47	1.028	0.00	49.4
259	0.0	-1.47	1.032	0.00	49.4
260	0.0	-1.48	1.036	0.00	49.6
261	0.0	-1.49	1.040	0.00	50.0
262	0.0	-1.50	1.044	0.00	50.4
263	0.0	-1.50	1.048	0.00	50.4
264	0.0	-1.51	1.052	0.00	50.6
265	-0.2	-1.52	1.056	-0.04	51.0
266	0.0	-1.52	1.060	0.00	51.0
267	0.0	-1.53	1.064	0.00	51.4
268	0.0	-1.54	1.068	0.00	51.6
269	0.0	-1.54	1.072	0.00	51.6
270	0.2	-1.55	1.076	0.04	52.0
271	0.0	-1.56	1.080	0.00	52.4
272	0.0	-1.57	1.084	0.00	52.6
273	0.0	-1.57	1.088	0.00	52.6
274	0.0	-1.58	1.092	0.00	53.0
275	0.0	-1.59	1.096	0.00	53.4
276	0.0	-1.59	1.100	0.00	53.4
277	0.0	-1.60	1.104	0.00	53.6
278	0.0	-1.61	1.108	0.00	54.0
279	0.0	-1.61	1.112	0.00	54.0
280	0.0	-1.62	1.116	0.00	54.4
281	0.0	-1.63	1.120	0.00	54.6
282	0.0	-1.63	1.124	0.00	54.6
283	0.0	-1.64	1.128	0.00	55.0
284	-0.2	-1.65	1.132	-0.04	55.4
285	0.0	-1.65	1.136	0.00	55.4
286	0.0	-1.66	1.140	0.00	55.8
287	0.0	-1.67	1.144	0.00	56.0
288	-0.2	-1.68	1.148	-0.04	56.4
289	0.0	-1.68	1.152	0.00	56.4
290	0.0	-1.69	1.156	0.00	56.8
291	0.0	-1.70	1.160	0.00	57.0
292	-0.2	-1.70	1.164	-0.04	57.0
293	0.0	-1.71	1.168	0.00	57.4
294	0.2	-1.72	1.172	0.04	57.8
295	-0.2	-1.72	1.176	-0.04	57.8
296	-0.2	-1.73	1.180	-0.04	58.0
297	-0.2	-1.74	1.184	-0.04	58.4
298	0.0	-1.75	1.188	0.00	58.8
299	0.0	-1.75	1.192	0.00	58.8
300	0.0	-1.76	1.196	0.00	59.0
301	0.0	-1.77	1.200	0.00	59.4
302	0.0	-1.77	1.204	0.00	59.4
303	0.2	-1.78	1.208	0.04	59.8
304	0.0	-1.79	1.212	0.00	60.0
305	0.0	-1.79	1.216	0.00	60.0
306	0.0	-1.80	1.220	0.00	60.4
307	0.0	-1.81	1.224	0.00	60.8
308	-0.2	-1.82	1.228	-0.04	61.0
309	0.0	-1.82	1.232	0.00	61.0
310	0.0	-1.83	1.236	0.00	61.4
311	0.0	-1.84	1.240	0.00	61.8
312	0.2	-1.84	1.244	0.04	61.8
313	-0.2	-1.85	1.248	-0.04	62.0
314	0.0	-1.86	1.252	0.00	62.4
315	0.0	-1.86	1.256	0.00	62.4
316	0.0	-1.87	1.260	0.00	62.8
317	-0.2	-1.88	1.264	-0.04	63.0
318	0.2	-1.88	1.268	0.04	63.0
319	0.0	-1.89	1.272	0.00	63.4
320	0.0	-1.90	1.276	0.00	63.8
321	0.4	-1.91	1.280	0.06	64.0
322	0.0	-1.91	1.284	0.00	64.0
323	0.0	-1.92	1.288	0.00	64.4
324	0.0	-1.93	1.292	0.00	64.8
325	0.0	-1.93	1.296	0.00	64.8
326	0.0	-1.94	1.300	0.00	65.2
327	0.0	-1.95	1.304	0.00	65.4
328	0.0	-1.95	1.308	0.00	65.4
329	0.0	-1.96	1.312	0.00	65.8
330	-0.2	-1.97	1.316	-0.04	66.2
331	0.0	-1.98	1.320	0.00	66.4
332	0.2	-1.98	1.324	0.04	66.4
333	-0.2	-1.99	1.328	-0.04	66.8
334	-0.2	-2.00	1.332	-0.04	67.2
335	0.2	-2.00	1.336	0.04	67.2
336	0.0	-2.01	1.340	0.00	67.4
337	0.0	-2.02	1.344	0.00	67.8
338	0.2	-2.02	1.348	0.04	67.8
339	0.6	-2.03	1.352	0.10	68.2
340	0.2	-2.04	1.356	0.04	68.4
341	0.0	-2.05	1.360	0.00	68.8
342	0.0	-2.04	1.364	0.00	68.4
343	0.2	-2.05	1.368	0.04	68.8
344	0.0	-2.05	1.372	0.00	68.8
345	0.0	-2.06	1.376	0.00	69.2
346	-0.2	-2.07	1.380	-0.04	69.4
347	0.0	-2.08	1.384	0.00	69.8
348	0.2	-2.08	1.388	0.04	69.8
349	0.2	-2.09	1.392	0.04	70.2
350	0.2	-2.10	1.396	0.04	70.4
351	0.0	-2.10	1.400	0.00	70.4
352	0.0	-2.11	1.404	0.00	70.8
353	0.0	-2.12	1.408	0.00	71.2
354	0.2	-2.12	1.412	0.04	71.2
355	0.0	-2.13	1.416	0.00	71.4
356	0.2	-2.14	1.420	0.04	71.8
357	0.0	-2.15	1.424	0.00	72.2
358	0.0	-2.15	1.428	0.00	72.2
359	0.0	-2.16	1.432	0.00	72.4
360	0.0	-2.17	1.436	0.00	72.8
361	0.0	-2.17	1.440	0.00	72.8
362	0.0	-2.18	1.444	0.00	73.2
363	0.2	-2.19	1.448	0.04	73.4
364	0.0	-2.19	1.452	0.00	73.4
365	0.0	-2.20	1.456	0.00	73.8
366	0.0	-2.21	1.460	0.00	74.2
367	0.0	-2.22	1.464	0.00	74.4
368	-0.2	-2.22	1.468	-0.04	74.4
369	0.0	-2.23	1.472	0.00	74.8
370	-0.2	-2.24	1.476	-0.04	75.2
371	0.0	-2.24	1.480	0.00	75.2
372	-0.2	-2.25	1.484	-0.04	75.6
373	0.0	-2.26	1.488	0.00	75.8
374	-0.2	-2.26	1.492	-0.04	75.8
375	-0.2	-2.27	1.496	-0.04	76.2
376	-0.2	-2.28	1.500	-0.04	76.6
377	0.0	-2.28	1.504	0.00	76.6
378	0.2	-2.29	1.508	0.04	76.8
379	-0.2	-2.30	1.512	-0.04	77.2
380	-0.2	-2.31	1.516	-0.04	77.6
381	0.4	-2.31	1.520	0.06	77.6
382	0.0	-2.32	1.524	0.00	77.8
383	0.0	-2.33	1.528	0.00	78.2
384	0.0	-2.33	1.532	0.00	78.2
385	0.2	-2.34	1.536	0.04	78.6
386	0.0	-2.35	1.540	0.00	78.8
387	0.2	-2.35	1.544	0.04	78.8
388	0.0	-2.36	1.548	0.00	79.2
389	0.2	-2.37	1.552	0.04	79.6
390	0.0	-2.38	1.556	0.00	79.8
391	0.0	-2.38	1.560	0.00	79.8
392	0.2	-2.39	1.564	0.04	80.2
393	0.2	-2.40	1.568	0.04	80.6
394	0.2	-2.40	1.572	0.04	80.6
395	0.0	-2.41	1.576	0.00	80.8
396	0.0	-2.42	1.580	0.00	81.2
397	0.0	-2.42	1.584	0.00	81.2
398	0.0	-2.43	1.588	0.00	81.6
399	0.0	-2.44	1.592	0.00	81.8
400	0.0	-2.45	1.596	0.00	82.2
401	0.0	-2.45	1.600	0.00	82.2
402	0.0	-2.46	1.604	0.00	82.6
403	0.0	-2.47	1.608	0.00	82.8
404	-0.2	-2.47	1.612	-0.04	82.8
405	0.0	-2.48	1.616	0.00	83.2
406	-0.2	-2.49	1.620	-0.04	83.6
407	-0.2	-2.49	1.624	-0.04	83.6
408	0.0	-2.50	1.628	0.00	83.8
409	-0.2	-2.51	1.632	-0.04	84.2
410	0.0	-2.51	1.636	0.00	84.2
411	-0.2	-2.52	1.640	-0.04	84.6
412	0.0	-2.53	1.644	0.00	84.8
413	0.0	-2.54	1.648	0.00	85.2
414	0.0	-2.54	1.652	0.00	85.2
415	0.0	-2.55	1.656	0.00	85.6
416	-0.2	-2.56	1.660	-0.04	86.0
417	-0.4	-2.56	1.664	-0.06	86.0
418	0.0	-2.57	1.668	0.00	86.2
419	0.0	-2.58	1.672	0.00	86.6
420	0.0	-2.58	1.676	0.00	86.6
421	0.0	-2.59	1.680	0.00	87.0
422	0.0	-2.60	1.684	0.00	87.2
423	0.0	-2.61	1.688	0.00	87.6
424	0.0	-2.61	1.692	0.00	87.6
425	0.0	-2.62	1.696	0.00	88.0
426	0.0	-2.63	1.700	0.00	88.2
427	0.0	-2.63	1.704	0.00	88.2
428	-0.2	-2.64	1.708	-0.04	88.6
429	0.0	-2.65	1.712	0.00	89.0
430	0.0	-2.65	1.716	0.00	89.0
431	0.0	-2.66	1.720	0.00	89.2
432	0.2	-2.67	1.724	0.04	89.6
433	-0.2	-2.68	1.728	-0.04	90.0
434	0.0	-2.68	1.732	0.00	90.0
435	0.0	-2.69	1.736	0.00	90.2
436	0.0	-2.70	1.740	0.00	90.6
437	0.0	-2.70	1.744	0.00	90.6
438	0.0	-2.71	1.748	0.00	91.0
439	0.0	-2.72	1.752	0.00	91.2
440	0.0	-2.72	1.756	0.00	91.2
441	0.2	-2.73	1.760	0.04	91.6
442	0.0	-2.74	1.764	0.00	92.0
443	-0.4	-2.75	1.768	-0.06	92.2
444	-0.2	-2.75	1.772	-0.04	92.2
445	-0.2	-2.76	1.776	-0.04	92.6
446	0.0	-2.77	1.780	0.00	93.0
447	-0.2	-2.77	1.784	-0.04	93.0
448	-0.2	-2.78	1.788	-0.04	93.2
449	-0.2	-2.79	1.792	-0.04	93.6
450	0.0	-2.79	1.796	0.00	93.6
451	0.0	-2.80	1.800	0.00	94.0
452	-0.4	-2.81	1.804	-0.06	94.2
453	0.0	-2.82	1.808	0.00	94.6
454	0.0	-2.82	1.812	0.00	94.6
455	0.0	-2.83	1.816	0.00	95.0
456	0.2	-2.84	1.820	0.04	95.4
457	0.0	-2.84	1.824	0.00	95.4
458	-0.2	-2.85	1.828	-0.04	95.6
459	-0.2	-2.86	1.832	-0.04	96.0
460	0.0	-2.86	1.836	0.00	96.0
461	0.2	-2.87	1.840	0.04	96.4
462	0.0	-2.88	1.844	0.00	96.6
463	-0.2	-2.88	1.848	-0.04	96.6
464	0.2	-2.89	1.852	0.04	97.0
465	0.0	-2.90	1.856	0.00	97.4
466	0.0	-2.91	1.860	0.00	97.6
467	0.0	-2.91	1.864	0.00	97.6
468	0.0	-2.92	1.868	0.00	98.0
469	-0.2	-2.93	1.872	-0.04	98.4
470	0.0	-2.93	1.876	0.00	98.4
471	0.0	-2.94	1.880	0.00	98.6
472	0.0	-2.95	1.884	0.00	99.0
473	0.0	-2.95	1.888	0.00	99.0
474	-0.2	-2.96	1.892	-0.04	99.4
475	-0.2	-2.97	1.896	-0.04	99.6
476	-0.2	-2.98	1.900	-0.04	100.0
477	0.0	-2.98	1.904	0.00	100.0
478	0.0	-2.99	1.908	0.00	100.4
479	0.2	-3.00	1.912	0.04	100.6
480	0.0	-3.00	1.916	0.00	100.6
481	0.2	-3.01	1.920	0.04	101.0
482	0.2	-3.02	1.924	0.04	101.4
483	0.0	-3.02	1.928	0.00	101.4
484	0.2	-3.03	1.932	0.04	101.6
485	0.0	-3.04	1.936	0.00	102.0
486	0.0	-3.06	1.940	0.00	102.6
487	-0.2	-3.06	1.944	-0.04	102.6
488	0.2	-3.07	1.948	0.04	103.0
489	0.2	-3.08	1.952	0.04	103.4
490	0.0	-3.08	1.956	0.00	103.4
491	0.0	-3.09	1.960	0.00	103.6
492	-0.4	-3.10	1.964	-0.06	104.0
493	0.2	-3.11	1.968	0.04	104.4
494	0.4	-3.11	1.972	0.06	104.4
495	0.2	-3.12	1.976	0.04	104.6
496	0.0	-3.13	1.980	0.00	105.0
497	-0.2	-3.13	1.984	-0.04	105.0
498	0.2	-3.14	1.988	0.04	105.4
499	0.0	-3.15	1.992	0.00	105.8
500	0.0	-3.15	1.996	0.00	105.8
501	0.0	-3.16	2.000	0.00	106.0
502	-0.2	-3.17	2.004	-0.04	106.4
503	0.0	-3.18	2.008	0.00	106.8
504	0.0	-3.18	2.012	0.00	106.8
505	-0.2	-3.19	2.016	-0.04	107.0
506	0.0	-3.20	2.020	0.00	107.4
507	-0.2	-3.20	2.024	-0.04	107.4
508	0.4	-3.21	2.028	0.06	107.8
509	0.2	-3.22	2.032	0.04	108.0
510	0.2	-3.22	2.036	0.04	108.0
511	0.0	-3.23	2.040	0.00	108.4
512	0.0	-3.24	2.044	0.00	108.8
513	0.0	-3.25	2.048	0.00	109.0
514	-0.2	-3.25	2.052	-0.04	109.0
515	0.2	-3.26	2.056	0.04	109.4
516	0.0	-3.27	2.060	0.00	109.8
517	0.0	-3.27	2.064	0.00	109.8
518	0.0	-3.28	2.068	0.00	110.0
519	-0.2	-3.29	2.072	-0.04	110.4
520	-0.2	-3.29	2.076	-0.04	110.4
521	0.0	-3.30	2.080	0.00	110.8
522	0.0	-3.31	2.084	0.00	111.0
523	0.0	-3.32	2.088	0.00	111.4
524	0.2	-3.32	2.092	0.04	111.4
525	0.0	-3.33	2.096	0.00	111.8
526	0.4	-3.34	2.100	0.06	112.0
527	0.0	-3.34	2.104	0.00	112.0
528	-0.2	-3.35	2.108	-0.04	112.4
529	0.0	-3.36	2.112	0.00	112.8
530	0.2	-3.37	2.116	0.04	113.0
531	0.2	-3.37	2.120	0.04	113.0
532	0.0	-3.38	2.124	0.00	113.4
533	0.2	-3.38	2.128	0.04	113.4
534	0.0	-3.39	2.132	0.00	113.8
535	0.2	-3.40	2.136	0.04	114.0
536	-0.2	-3.41	2.140	-0.04	114.4
537	0.0	-3.41	2.144	0.00	114.4
538	0.0	-3.42	2.148	0.00	114.8
539	0.0	-3.43	2.152	0.00	115.2
540	-0.2	-3.44	2.156	-0.04	115.4
541	-0.2	-3.44	2.160	-0.04	115.4
542	-0.2	-3.45	2.164	-0.04	115.8
543	0.4	-3.46	2.168	0.06	116.2
544	0.0	-3.46	2.172	0.00	116.2
545	0.0	-3.47	2.176	0.00	116.4
546	0.0	-3.48	2.180	0.00	116.8
547	0.0	-3.48	2.184	0.00	116.8
548	0.0	-3.49	2.188	0.00	117.2
549	0.0	-3.50	2.192	0.00	117.4
550	0.0	-3.50	2.196	0.00	117.4
551	-0.2	-3.51	2.200	-0.04	117.8
552	-0.2	-3.52	2.204	-0.04	118.2
553	0.0	-3.53	2.208	0.00	118.4
554	0.2	-3.53	2.212	0.04	118.4
555	0.2	-3.54	2.216	0.04	118.8
556	0.0	-3.55	2.220	0.00	119.2
557	0.0	-3.55	2.224	0.00	119.2
558	0.0	-3.56	2.228	0.00	119.4
559	0.2	-3.57	2.232	0.04	119.8
560	0.0	-3.57	2.236	0.00	119.8
561	0.0	-3.58	2.240	0.00	120.2
562	0.2	-3.59	2.244	0.04	120.4
563	0.0	-3.60	2.248	0.00	120.8
564	0.4	-3.60	2.252	0.06	120.8
565	0.0	-3.61	2.256	0.00	121.2
566	0.0	-3.62	2.260	0.00	121.4
567	0.0	-3.63	2.264	0.00	121.8
568	0.0	-3.63	2.268	0.00	121.8
569	0.0	-3.64	2.272	0.00	122.2
570	0.2	-3.65	2.276	0.04	122.4
571	0.0	-3.65	2.280	0.00	122.4
572	0.0	-3.66	2.284	0.00	122.8
573	0.0	-3.67	2.288	0.00	123.2
574	0.4	-3.67	2.292	0.06	123.2
575	0.2	-3.68	2.296	0.04	123.4
576	0.0	-3.69	2.300	0.00	123.8
577	0.0	-3.69	2.304	0.00	123.8
578	-0.2	-3.70	2.308	-0.04	124.2
579	-0.2	-3.71	2.312	-0.04	124.4
580	0.4	-3.72	2.316	0.06	124.8
581	0.2	-3.72	2.320	0.04	124.8
